engagement_id,player_id,week_start_date,total_play_hours,total_sessions,favorite_genre,multiplayer_hours,store_visits,ps_plus_tier,engagement_band
ENG-004551,PLAYER456,2024-04-08,7.98,9,Sports,3.09,5,Essential,LOW
ENG-004552,PLAYER456,2024-04-15,11.02,12,Puzzle,3.30,9,Essential,MEDIUM
ENG-004553,PLAYER456,2024-04-22,8.99,8,FPS,5.06,12,Essential,LOW
ENG-004554,PLAYER456,2024-04-29,9.99,6,Racing,4.05,1,Essential,MEDIUM
ENG-004555,PLAYER456,2024-05-06,9.95,7,FPS,6.24,6,Essential,MEDIUM
ENG-004556,PLAYER456,2024-05-13,10.83,13,Indie,8.56,5,Essential,MEDIUM
ENG-004557,PLAYER456,2024-05-20,10.14,11,Fighting,6.56,1,Essential,MEDIUM
ENG-004558,PLAYER456,2024-05-27,4.75,3,Fighting,2.54,3,Essential,LOW
ENG-004559,PLAYER456,2024-06-03,4.79,5,Fighting,2.94,10,Essential,LOW
ENG-004560,PLAYER456,2024-06-10,11.78,14,Action-Adventure,9.30,2,Essential,MEDIUM
ENG-004561,PLAYER457,2024-04-08,7.36,9,Sports,2.05,3,Extra,LOW
ENG-004562,PLAYER457,2024-04-15,3.63,3,Sports,1.33,7,Extra,LOW
ENG-004563,PLAYER457,2024-04-22,4.37,4,Sports,1.83,7,Extra,LOW
ENG-004564,PLAYER457,2024-04-29,8.57,5,Puzzle,5.46,0,Extra,LOW
ENG-004565,PLAYER457,2024-05-06,5.14,4,Puzzle,3.95,4,Extra,LOW
ENG-004566,PLAYER457,2024-05-13,4.29,2,Fighting,2.84,4,Extra,LOW
ENG-004567,PLAYER457,2024-05-20,4.90,5,Indie,2.28,12,Extra,LOW
ENG-004568,PLAYER457,2024-05-27,9.06,9,Indie,5.62,4,Extra,MEDIUM
ENG-004569,PLAYER457,2024-06-03,4.01,3,Action-RPG,1.90,4,Extra,LOW
ENG-004570,PLAYER457,2024-06-10,10.26,8,Fighting,3.03,12,Extra,MEDIUM
ENG-004571,PLAYER458,2024-04-08,13.97,11,Sports,8.19,2,Essential,MEDIUM
ENG-004572,PLAYER458,2024-04-15,11.08,11,Action-Adventure,5.69,4,Essential,MEDIUM
ENG-004573,PLAYER458,2024-04-22,22.71,27,FPS,10.26,10,Essential,HIGH
ENG-004574,PLAYER458,2024-04-29,17.99,23,Action-Adventure,13.94,0,Essential,MEDIUM
ENG-004575,PLAYER458,2024-05-06,15.66,16,Action-Adventure,12.02,0,Essential,MEDIUM
ENG-004576,PLAYER458,2024-05-13,9.31,10,Fighting,5.50,9,Essential,MEDIUM
ENG-004577,PLAYER458,2024-05-20,12.82,12,Puzzle,6.42,3,Essential,MEDIUM
ENG-004578,PLAYER458,2024-05-27,18.73,20,Fighting,14.60,5,Essential,HIGH
ENG-004579,PLAYER458,2024-06-03,17.07,18,Racing,11.33,9,Essential,MEDIUM
ENG-004580,PLAYER458,2024-06-10,18.35,17,Action-Adventure,14.16,1,Essential,HIGH
ENG-004581,PLAYER459,2024-04-08,8.43,7,Indie,4.89,10,Extra,LOW
ENG-004582,PLAYER459,2024-04-15,5.81,3,Action-RPG,4.13,10,Extra,LOW
ENG-004583,PLAYER459,2024-04-22,9.35,10,Indie,4.29,2,Extra,MEDIUM
ENG-004584,PLAYER459,2024-04-29,6.52,7,Action-Adventure,3.20,12,Extra,LOW
ENG-004585,PLAYER459,2024-05-06,11.12,7,Action-Adventure,4.23,5,Extra,MEDIUM
ENG-004586,PLAYER459,2024-05-13,6.23,7,Action-Adventure,1.65,11,Extra,LOW
ENG-004587,PLAYER459,2024-05-20,7.03,8,Action-Adventure,1.86,2,Extra,LOW
ENG-004588,PLAYER459,2024-05-27,4.72,4,Puzzle,3.33,11,Extra,LOW
ENG-004589,PLAYER459,2024-06-03,5.36,6,Action-Adventure,1.60,9,Extra,LOW
ENG-004590,PLAYER459,2024-06-10,9.57,9,FPS,7.53,9,Extra,MEDIUM
ENG-004591,PLAYER460,2024-04-08,10.88,14,FPS,7.04,2,Extra,MEDIUM
ENG-004592,PLAYER460,2024-04-15,4.31,5,Puzzle,1.97,12,Extra,LOW
ENG-004593,PLAYER460,2024-04-22,7.61,8,Fighting,5.21,5,Extra,LOW
ENG-004594,PLAYER460,2024-04-29,5.57,4,Action-RPG,1.13,3,Extra,LOW
ENG-004595,PLAYER460,2024-05-06,5.91,4,Fighting,2.24,2,Extra,LOW
ENG-004596,PLAYER460,2024-05-13,10.11,12,Puzzle,3.30,7,Extra,MEDIUM
ENG-004597,PLAYER460,2024-05-20,11.04,8,Puzzle,5.99,9,Extra,MEDIUM
ENG-004598,PLAYER460,2024-05-27,3.38,4,Indie,1.68,2,Extra,LOW
ENG-004599,PLAYER460,2024-06-03,11.73,7,Sports,2.40,12,Extra,MEDIUM
ENG-004600,PLAYER460,2024-06-10,4.93,4,Indie,1.98,8,Extra,LOW
ENG-004601,PLAYER461,2024-04-08,10.25,8,Fighting,4.80,10,Essential,MEDIUM
ENG-004602,PLAYER461,2024-04-15,10.48,11,Indie,4.69,2,Essential,MEDIUM
ENG-004603,PLAYER461,2024-04-22,9.31,7,FPS,4.22,3,Essential,MEDIUM
ENG-004604,PLAYER461,2024-04-29,10.77,7,FPS,3.39,10,Essential,MEDIUM
ENG-004605,PLAYER461,2024-05-06,10.23,11,Racing,6.79,8,Essential,MEDIUM
ENG-004606,PLAYER461,2024-05-13,4.72,4,Indie,1.72,11,Essential,LOW
ENG-004607,PLAYER461,2024-05-20,10.38,12,Fighting,4.93,3,Essential,MEDIUM
ENG-004608,PLAYER461,2024-05-27,9.06,9,Sports,7.07,11,Essential,MEDIUM
ENG-004609,PLAYER461,2024-06-03,10.38,7,Fighting,6.80,3,Essential,MEDIUM
ENG-004610,PLAYER461,2024-06-10,7.57,9,Fighting,4.04,1,Essential,LOW
ENG-004611,PLAYER462,2024-04-08,8.41,8,FPS,3.13,6,Essential,LOW
ENG-004612,PLAYER462,2024-04-15,8.16,5,FPS,4.42,12,Essential,LOW
ENG-004613,PLAYER462,2024-04-22,7.27,5,Action-Adventure,5.59,4,Essential,LOW
ENG-004614,PLAYER462,2024-04-29,8.66,8,Action-RPG,3.36,10,Essential,LOW
ENG-004615,PLAYER462,2024-05-06,3.82,2,FPS,0.90,1,Essential,LOW
ENG-004616,PLAYER462,2024-05-13,3.27,4,Action-RPG,1.51,4,Essential,LOW
ENG-004617,PLAYER462,2024-05-20,7.03,8,FPS,3.73,9,Essential,LOW
ENG-004618,PLAYER462,2024-05-27,8.49,9,Racing,6.33,0,Essential,LOW
ENG-004619,PLAYER462,2024-06-03,11.11,10,Sports,3.38,5,Essential,MEDIUM
ENG-004620,PLAYER462,2024-06-10,6.48,7,Racing,5.02,0,Essential,LOW
ENG-004621,PLAYER463,2024-04-08,7.78,4,Action-RPG,4.06,8,Extra,LOW
ENG-004622,PLAYER463,2024-04-15,3.66,2,Sports,1.34,4,Extra,LOW
ENG-004623,PLAYER463,2024-04-22,3.12,2,FPS,0.97,9,Extra,LOW
ENG-004624,PLAYER463,2024-04-29,10.97,6,Racing,4.93,11,Extra,MEDIUM
ENG-004625,PLAYER463,2024-05-06,9.04,5,FPS,2.05,4,Extra,MEDIUM
ENG-004626,PLAYER463,2024-05-13,7.75,5,Puzzle,4.73,1,Extra,LOW
ENG-004627,PLAYER463,2024-05-20,9.70,12,Sports,7.64,3,Extra,MEDIUM
ENG-004628,PLAYER463,2024-05-27,10.19,7,Puzzle,2.44,6,Extra,MEDIUM
ENG-004629,PLAYER463,2024-06-03,5.45,6,Fighting,2.45,1,Extra,LOW
ENG-004630,PLAYER463,2024-06-10,3.07,3,Action-RPG,1.86,6,Extra,LOW
ENG-004631,PLAYER464,2024-04-08,18.50,11,FPS,5.17,8,Essential,HIGH
ENG-004632,PLAYER464,2024-04-15,20.22,15,Racing,15.77,8,Essential,HIGH
ENG-004633,PLAYER464,2024-04-22,8.76,5,Puzzle,5.58,7,Essential,LOW
ENG-004634,PLAYER464,2024-04-29,12.70,10,Sports,6.03,0,Essential,MEDIUM
ENG-004635,PLAYER464,2024-05-06,19.79,14,Indie,9.43,11,Essential,HIGH
ENG-004636,PLAYER464,2024-05-13,14.71,11,Puzzle,4.52,10,Essential,MEDIUM
ENG-004637,PLAYER464,2024-05-20,12.40,10,FPS,4.12,12,Essential,MEDIUM
ENG-004638,PLAYER464,2024-05-27,17.00,20,Action-RPG,11.30,9,Essential,MEDIUM
ENG-004639,PLAYER464,2024-06-03,16.23,17,Action-RPG,9.70,10,Essential,MEDIUM
ENG-004640,PLAYER464,2024-06-10,16.04,16,Fighting,6.49,4,Essential,MEDIUM
ENG-004641,PLAYER465,2024-04-08,5.98,4,Puzzle,2.10,4,Essential,LOW
ENG-004642,PLAYER465,2024-04-15,9.14,9,Sports,4.64,12,Essential,MEDIUM
ENG-004643,PLAYER465,2024-04-22,6.48,5,Racing,4.47,6,Essential,LOW
ENG-004644,PLAYER465,2024-04-29,6.98,6,Fighting,5.10,2,Essential,LOW
ENG-004645,PLAYER465,2024-05-06,7.15,5,Action-Adventure,2.98,5,Essential,LOW
ENG-004646,PLAYER465,2024-05-13,7.32,7,Racing,1.56,1,Essential,LOW
ENG-004647,PLAYER465,2024-05-20,6.99,6,Fighting,4.13,2,Essential,LOW
ENG-004648,PLAYER465,2024-05-27,4.27,3,FPS,1.94,4,Essential,LOW
ENG-004649,PLAYER465,2024-06-03,2.06,2,Indie,0.85,5,Essential,LOW
ENG-004650,PLAYER465,2024-06-10,5.32,4,Sports,1.23,6,Essential,LOW
ENG-004651,PLAYER466,2024-04-08,5.92,4,Action-RPG,2.76,7,Essential,LOW
ENG-004652,PLAYER466,2024-04-15,11.38,6,Racing,3.60,3,Essential,MEDIUM
ENG-004653,PLAYER466,2024-04-22,9.08,7,Indie,4.85,10,Essential,MEDIUM
ENG-004654,PLAYER466,2024-04-29,6.48,8,Sports,4.71,8,Essential,LOW
ENG-004655,PLAYER466,2024-05-06,4.46,5,Indie,1.58,7,Essential,LOW
ENG-004656,PLAYER466,2024-05-13,8.72,6,Indie,2.72,5,Essential,LOW
ENG-004657,PLAYER466,2024-05-20,3.41,2,Action-RPG,1.04,11,Essential,LOW
ENG-004658,PLAYER466,2024-05-27,11.21,9,Puzzle,3.40,5,Essential,MEDIUM
ENG-004659,PLAYER466,2024-06-03,5.85,3,Action-Adventure,1.97,3,Essential,LOW
ENG-004660,PLAYER466,2024-06-10,11.01,12,Puzzle,8.59,1,Essential,MEDIUM
ENG-004661,PLAYER467,2024-04-08,19.84,17,Sports,7.48,2,Extra,HIGH
ENG-004662,PLAYER467,2024-04-15,15.53,17,Puzzle,9.18,11,Extra,MEDIUM
ENG-004663,PLAYER467,2024-04-22,18.86,21,Fighting,10.50,10,Extra,HIGH
ENG-004664,PLAYER467,2024-04-29,8.51,8,Puzzle,1.86,5,Extra,LOW
ENG-004665,PLAYER467,2024-05-06,10.70,6,Action-RPG,4.06,9,Extra,MEDIUM
ENG-004666,PLAYER467,2024-05-13,23.41,24,Action-RPG,18.17,0,Extra,HIGH
ENG-004667,PLAYER467,2024-05-20,8.01,7,FPS,5.21,4,Extra,LOW
ENG-004668,PLAYER467,2024-05-27,12.54,12,FPS,7.09,1,Extra,MEDIUM
ENG-004669,PLAYER467,2024-06-03,10.67,13,Puzzle,8.09,12,Extra,MEDIUM
ENG-004670,PLAYER467,2024-06-10,22.65,21,Puzzle,12.35,9,Extra,HIGH
ENG-004671,PLAYER468,2024-04-08,9.65,11,Action-Adventure,5.45,12,Extra,MEDIUM
ENG-004672,PLAYER468,2024-04-15,17.19,19,Indie,10.41,2,Extra,MEDIUM
ENG-004673,PLAYER468,2024-04-22,17.27,20,Indie,9.80,4,Extra,MEDIUM
ENG-004674,PLAYER468,2024-04-29,16.41,18,Racing,13.11,3,Extra,MEDIUM
ENG-004675,PLAYER468,2024-05-06,13.96,12,Puzzle,4.79,4,Extra,MEDIUM
ENG-004676,PLAYER468,2024-05-13,16.80,14,Fighting,8.72,0,Extra,MEDIUM
ENG-004677,PLAYER468,2024-05-20,9.57,5,FPS,3.48,7,Extra,MEDIUM
ENG-004678,PLAYER468,2024-05-27,9.33,10,Fighting,3.15,5,Extra,MEDIUM
ENG-004679,PLAYER468,2024-06-03,14.33,18,Action-RPG,10.20,4,Extra,MEDIUM
ENG-004680,PLAYER468,2024-06-10,11.01,12,Indie,6.21,4,Extra,MEDIUM
ENG-004681,PLAYER469,2024-04-08,5.70,7,FPS,3.72,1,Premium,LOW
ENG-004682,PLAYER469,2024-04-15,10.67,8,FPS,3.90,8,Premium,MEDIUM
ENG-004683,PLAYER469,2024-04-22,7.97,5,Action-RPG,3.15,9,Premium,LOW
ENG-004684,PLAYER469,2024-04-29,5.29,4,Puzzle,2.05,8,Premium,LOW
ENG-004685,PLAYER469,2024-05-06,4.75,5,Racing,3.07,12,Premium,LOW
ENG-004686,PLAYER469,2024-05-13,8.37,10,FPS,4.48,9,Premium,LOW
ENG-004687,PLAYER469,2024-05-20,6.86,4,FPS,1.50,11,Premium,LOW
ENG-004688,PLAYER469,2024-05-27,11.66,11,Action-RPG,7.62,6,Premium,MEDIUM
ENG-004689,PLAYER469,2024-06-03,5.97,5,FPS,3.22,10,Premium,LOW
ENG-004690,PLAYER469,2024-06-10,9.85,7,Racing,3.01,12,Premium,MEDIUM
ENG-004691,PLAYER470,2024-04-08,9.66,5,Racing,2.67,2,Essential,MEDIUM
ENG-004692,PLAYER470,2024-04-15,7.84,9,Puzzle,1.72,6,Essential,LOW
ENG-004693,PLAYER470,2024-04-22,7.80,5,Fighting,2.06,11,Essential,LOW
ENG-004694,PLAYER470,2024-04-29,4.42,3,Sports,3.33,11,Essential,LOW
ENG-004695,PLAYER470,2024-05-06,5.49,3,Action-Adventure,2.15,7,Essential,LOW
ENG-004696,PLAYER470,2024-05-13,10.48,9,Action-RPG,5.97,8,Essential,MEDIUM
ENG-004697,PLAYER470,2024-05-20,11.66,12,Action-Adventure,3.11,5,Essential,MEDIUM
ENG-004698,PLAYER470,2024-05-27,10.56,7,Action-Adventure,2.59,4,Essential,MEDIUM
ENG-004699,PLAYER470,2024-06-03,11.50,7,Indie,6.45,7,Essential,MEDIUM
ENG-004700,PLAYER470,2024-06-10,5.21,6,Puzzle,2.19,3,Essential,LOW
ENG-004701,PLAYER471,2024-04-08,15.29,17,Fighting,11.97,5,Essential,MEDIUM
ENG-004702,PLAYER471,2024-04-15,21.78,27,FPS,16.19,4,Essential,HIGH
ENG-004703,PLAYER471,2024-04-22,10.82,9,FPS,6.32,3,Essential,MEDIUM
ENG-004704,PLAYER471,2024-04-29,14.17,9,Action-RPG,10.43,4,Essential,MEDIUM
ENG-004705,PLAYER471,2024-05-06,8.91,6,Action-RPG,5.92,7,Essential,LOW
ENG-004706,PLAYER471,2024-05-13,8.68,9,Racing,4.04,3,Essential,LOW
ENG-004707,PLAYER471,2024-05-20,19.25,22,Action-Adventure,7.93,4,Essential,HIGH
ENG-004708,PLAYER471,2024-05-27,13.33,15,Racing,10.66,6,Essential,MEDIUM
ENG-004709,PLAYER471,2024-06-03,14.07,13,Racing,5.55,4,Essential,MEDIUM
ENG-004710,PLAYER471,2024-06-10,12.97,13,Sports,4.32,6,Essential,MEDIUM
ENG-004711,PLAYER472,2024-04-08,7.89,9,Puzzle,4.77,6,Extra,LOW
ENG-004712,PLAYER472,2024-04-15,13.65,15,Sports,8.02,4,Extra,MEDIUM
ENG-004713,PLAYER472,2024-04-22,13.89,16,FPS,8.09,0,Extra,MEDIUM
ENG-004714,PLAYER472,2024-04-29,9.45,7,Sports,3.49,6,Extra,MEDIUM
ENG-004715,PLAYER472,2024-05-06,6.99,8,Puzzle,3.41,0,Extra,LOW
ENG-004716,PLAYER472,2024-05-13,4.34,3,Racing,2.17,1,Extra,LOW
ENG-004717,PLAYER472,2024-05-20,12.51,10,Indie,9.04,3,Extra,MEDIUM
ENG-004718,PLAYER472,2024-05-27,5.30,3,FPS,1.97,6,Extra,LOW
ENG-004719,PLAYER472,2024-06-03,9.97,12,Puzzle,7.64,4,Extra,MEDIUM
ENG-004720,PLAYER472,2024-06-10,5.93,4,Fighting,1.76,5,Extra,LOW
ENG-004721,PLAYER473,2024-04-08,23.54,14,Puzzle,6.70,12,Premium,HIGH
ENG-004722,PLAYER473,2024-04-15,11.33,9,Action-Adventure,6.09,2,Premium,MEDIUM
ENG-004723,PLAYER473,2024-04-22,10.40,12,Puzzle,7.09,7,Premium,MEDIUM
ENG-004724,PLAYER473,2024-04-29,21.03,17,Action-Adventure,9.98,10,Premium,HIGH
ENG-004725,PLAYER473,2024-05-06,20.38,19,Sports,13.65,3,Premium,HIGH
ENG-004726,PLAYER473,2024-05-13,20.15,16,Puzzle,13.80,9,Premium,HIGH
ENG-004727,PLAYER473,2024-05-20,15.38,11,Fighting,4.39,12,Premium,MEDIUM
ENG-004728,PLAYER473,2024-05-27,16.49,11,Racing,12.87,8,Premium,MEDIUM
ENG-004729,PLAYER473,2024-06-03,14.93,15,Indie,9.58,6,Premium,MEDIUM
ENG-004730,PLAYER473,2024-06-10,20.30,17,Sports,10.74,9,Premium,HIGH
ENG-004731,PLAYER474,2024-04-08,8.38,9,Racing,4.48,10,Extra,LOW
ENG-004732,PLAYER474,2024-04-15,9.10,9,FPS,3.59,7,Extra,MEDIUM
ENG-004733,PLAYER474,2024-04-22,9.94,9,Indie,6.95,4,Extra,MEDIUM
ENG-004734,PLAYER474,2024-04-29,12.89,7,Fighting,4.40,2,Extra,MEDIUM
ENG-004735,PLAYER474,2024-05-06,13.35,15,Action-Adventure,8.71,10,Extra,MEDIUM
ENG-004736,PLAYER474,2024-05-13,21.38,14,FPS,16.90,2,Extra,HIGH
ENG-004737,PLAYER474,2024-05-20,12.58,7,Indie,9.58,12,Extra,MEDIUM
ENG-004738,PLAYER474,2024-05-27,8.34,5,FPS,2.66,6,Extra,LOW
ENG-004739,PLAYER474,2024-06-03,21.53,24,FPS,11.60,9,Extra,HIGH
ENG-004740,PLAYER474,2024-06-10,16.10,17,Fighting,9.06,10,Extra,MEDIUM
ENG-004741,PLAYER475,2024-04-08,4.27,5,Indie,2.40,10,Premium,LOW
ENG-004742,PLAYER475,2024-04-15,8.99,5,Action-RPG,2.95,12,Premium,LOW
ENG-004743,PLAYER475,2024-04-22,10.65,11,Action-Adventure,4.95,11,Premium,MEDIUM
ENG-004744,PLAYER475,2024-04-29,4.49,5,Fighting,1.67,0,Premium,LOW
ENG-004745,PLAYER475,2024-05-06,4.88,5,Racing,2.39,2,Premium,LOW
ENG-004746,PLAYER475,2024-05-13,3.77,2,Action-RPG,1.10,7,Premium,LOW
ENG-004747,PLAYER475,2024-05-20,8.96,9,Action-RPG,5.55,9,Premium,LOW
ENG-004748,PLAYER475,2024-05-27,8.21,5,Puzzle,2.11,8,Premium,LOW
ENG-004749,PLAYER475,2024-06-03,11.55,9,Fighting,8.96,5,Premium,MEDIUM
ENG-004750,PLAYER475,2024-06-10,3.85,4,FPS,1.03,3,Premium,LOW
ENG-004751,PLAYER476,2024-04-08,5.20,3,Sports,3.30,1,Extra,LOW
ENG-004752,PLAYER476,2024-04-15,6.99,8,Action-RPG,3.62,10,Extra,LOW
ENG-004753,PLAYER476,2024-04-22,8.28,7,Fighting,3.76,11,Extra,LOW
ENG-004754,PLAYER476,2024-04-29,7.46,7,Indie,3.38,0,Extra,LOW
ENG-004755,PLAYER476,2024-05-06,4.36,3,Action-RPG,1.63,4,Extra,LOW
ENG-004756,PLAYER476,2024-05-13,5.55,6,Sports,3.06,0,Extra,LOW
ENG-004757,PLAYER476,2024-05-20,5.25,3,Fighting,3.44,0,Extra,LOW
ENG-004758,PLAYER476,2024-05-27,9.63,7,Action-Adventure,5.25,12,Extra,MEDIUM
ENG-004759,PLAYER476,2024-06-03,9.86,7,Racing,5.82,9,Extra,MEDIUM
ENG-004760,PLAYER476,2024-06-10,5.53,6,Puzzle,1.70,10,Extra,LOW
ENG-004761,PLAYER477,2024-04-08,7.54,7,Fighting,5.80,0,Essential,LOW
ENG-004762,PLAYER477,2024-04-15,8.32,9,Indie,5.10,0,Essential,LOW
ENG-004763,PLAYER477,2024-04-22,7.61,6,Action-Adventure,2.31,8,Essential,LOW
ENG-004764,PLAYER477,2024-04-29,4.76,3,Racing,3.48,1,Essential,LOW
ENG-004765,PLAYER477,2024-05-06,7.19,4,FPS,1.48,3,Essential,LOW
ENG-004766,PLAYER477,2024-05-13,9.63,6,Puzzle,5.13,0,Essential,MEDIUM
ENG-004767,PLAYER477,2024-05-20,6.99,4,FPS,4.71,3,Essential,LOW
ENG-004768,PLAYER477,2024-05-27,4.64,4,Action-Adventure,3.68,4,Essential,LOW
ENG-004769,PLAYER477,2024-06-03,7.25,7,Action-Adventure,4.36,12,Essential,LOW
ENG-004770,PLAYER477,2024-06-10,6.42,4,Indie,3.15,5,Essential,LOW
ENG-004771,PLAYER478,2024-04-08,9.25,8,Action-RPG,5.61,11,Extra,MEDIUM
ENG-004772,PLAYER478,2024-04-15,6.92,5,Action-Adventure,3.94,5,Extra,LOW
ENG-004773,PLAYER478,2024-04-22,10.61,12,Fighting,5.80,3,Extra,MEDIUM
ENG-004774,PLAYER478,2024-04-29,3.99,5,Fighting,1.70,5,Extra,LOW
ENG-004775,PLAYER478,2024-05-06,4.88,4,Indie,1.09,12,Extra,LOW
ENG-004776,PLAYER478,2024-05-13,9.69,9,Racing,4.58,3,Extra,MEDIUM
ENG-004777,PLAYER478,2024-05-20,3.78,4,Sports,1.21,6,Extra,LOW
ENG-004778,PLAYER478,2024-05-27,8.34,8,FPS,2.81,11,Extra,LOW
ENG-004779,PLAYER478,2024-06-03,11.42,8,Fighting,5.47,7,Extra,MEDIUM
ENG-004780,PLAYER478,2024-06-10,3.59,2,FPS,1.59,8,Extra,LOW
ENG-004781,PLAYER479,2024-04-08,9.64,6,Racing,7.52,10,Extra,MEDIUM
ENG-004782,PLAYER479,2024-04-15,6.89,7,Racing,3.24,3,Extra,LOW
ENG-004783,PLAYER479,2024-04-22,4.00,4,FPS,2.39,4,Extra,LOW
ENG-004784,PLAYER479,2024-04-29,6.35,5,Sports,1.55,0,Extra,LOW
ENG-004785,PLAYER479,2024-05-06,4.60,5,Fighting,2.61,10,Extra,LOW
ENG-004786,PLAYER479,2024-05-13,5.57,6,Indie,1.40,4,Extra,LOW
ENG-004787,PLAYER479,2024-05-20,11.96,15,Puzzle,3.37,11,Extra,MEDIUM
ENG-004788,PLAYER479,2024-05-27,7.62,5,FPS,2.45,3,Extra,LOW
ENG-004789,PLAYER479,2024-06-03,3.40,2,FPS,1.22,6,Extra,LOW
ENG-004790,PLAYER479,2024-06-10,7.98,7,Action-RPG,4.66,10,Extra,LOW
ENG-004791,PLAYER480,2024-04-08,8.05,8,Action-RPG,4.01,6,Premium,LOW
ENG-004792,PLAYER480,2024-04-15,3.59,3,Fighting,1.21,5,Premium,LOW
ENG-004793,PLAYER480,2024-04-22,3.71,2,Indie,0.87,12,Premium,LOW
ENG-004794,PLAYER480,2024-04-29,4.05,2,FPS,2.40,0,Premium,LOW
ENG-004795,PLAYER480,2024-05-06,5.83,5,Racing,3.11,10,Premium,LOW
ENG-004796,PLAYER480,2024-05-13,4.31,3,Action-RPG,0.99,4,Premium,LOW
ENG-004797,PLAYER480,2024-05-20,10.59,11,Indie,6.00,7,Premium,MEDIUM
ENG-004798,PLAYER480,2024-05-27,9.16,8,FPS,2.62,9,Premium,MEDIUM
ENG-004799,PLAYER480,2024-06-03,8.05,8,Fighting,5.17,9,Premium,LOW
ENG-004800,PLAYER480,2024-06-10,9.53,7,Puzzle,3.44,7,Premium,MEDIUM
ENG-004801,PLAYER481,2024-04-08,10.46,10,FPS,5.33,2,Premium,MEDIUM
ENG-004802,PLAYER481,2024-04-15,11.35,11,Fighting,6.28,8,Premium,MEDIUM
ENG-004803,PLAYER481,2024-04-22,7.21,7,Fighting,2.29,9,Premium,LOW
ENG-004804,PLAYER481,2024-04-29,9.91,12,Puzzle,2.72,4,Premium,MEDIUM
ENG-004805,PLAYER481,2024-05-06,12.57,10,Indie,8.68,6,Premium,MEDIUM
ENG-004806,PLAYER481,2024-05-13,12.33,7,Sports,2.56,4,Premium,MEDIUM
ENG-004807,PLAYER481,2024-05-20,5.97,5,Sports,4.43,5,Premium,LOW
ENG-004808,PLAYER481,2024-05-27,9.76,9,Racing,3.12,11,Premium,MEDIUM
ENG-004809,PLAYER481,2024-06-03,9.95,7,FPS,4.93,9,Premium,MEDIUM
ENG-004810,PLAYER481,2024-06-10,5.10,5,FPS,3.84,5,Premium,LOW
ENG-004811,PLAYER482,2024-04-08,10.52,9,FPS,4.55,10,Essential,MEDIUM
ENG-004812,PLAYER482,2024-04-15,11.06,11,Fighting,2.67,5,Essential,MEDIUM
ENG-004813,PLAYER482,2024-04-22,6.86,4,Fighting,2.73,12,Essential,LOW
ENG-004814,PLAYER482,2024-04-29,4.68,4,FPS,1.78,4,Essential,LOW
ENG-004815,PLAYER482,2024-05-06,8.06,9,Fighting,2.00,3,Essential,LOW
ENG-004816,PLAYER482,2024-05-13,12.29,9,Sports,6.56,1,Essential,MEDIUM
ENG-004817,PLAYER482,2024-05-20,8.79,11,Indie,6.63,4,Essential,LOW
ENG-004818,PLAYER482,2024-05-27,9.70,8,FPS,4.81,7,Essential,MEDIUM
ENG-004819,PLAYER482,2024-06-03,13.60,12,Action-Adventure,7.38,6,Essential,MEDIUM
ENG-004820,PLAYER482,2024-06-10,5.29,5,Action-Adventure,2.49,2,Essential,LOW
ENG-004821,PLAYER483,2024-04-08,2.79,2,Racing,1.02,10,Essential,LOW
ENG-004822,PLAYER483,2024-04-15,4.39,3,Puzzle,2.95,5,Essential,LOW
ENG-004823,PLAYER483,2024-04-22,4.52,2,Puzzle,1.14,7,Essential,LOW
ENG-004824,PLAYER483,2024-04-29,8.48,10,Sports,2.15,1,Essential,LOW
ENG-004825,PLAYER483,2024-05-06,4.69,3,FPS,1.44,10,Essential,LOW
ENG-004826,PLAYER483,2024-05-13,5.63,3,Racing,3.84,6,Essential,LOW
ENG-004827,PLAYER483,2024-05-20,2.36,2,Action-RPG,1.42,12,Essential,LOW
ENG-004828,PLAYER483,2024-05-27,6.88,7,Racing,2.11,1,Essential,LOW
ENG-004829,PLAYER483,2024-06-03,4.36,5,Action-Adventure,3.21,5,Essential,LOW
ENG-004830,PLAYER483,2024-06-10,4.28,2,Fighting,0.88,6,Essential,LOW
ENG-004831,PLAYER484,2024-04-08,3.49,2,Action-RPG,0.70,8,Essential,LOW
ENG-004832,PLAYER484,2024-04-15,5.17,5,FPS,2.41,9,Essential,LOW
ENG-004833,PLAYER484,2024-04-22,9.94,9,Sports,5.82,11,Essential,MEDIUM
ENG-004834,PLAYER484,2024-04-29,6.65,7,Fighting,4.39,9,Essential,LOW
ENG-004835,PLAYER484,2024-05-06,5.94,6,Puzzle,4.71,10,Essential,LOW
ENG-004836,PLAYER484,2024-05-13,11.66,8,FPS,8.20,7,Essential,MEDIUM
ENG-004837,PLAYER484,2024-05-20,3.30,3,FPS,1.03,4,Essential,LOW
ENG-004838,PLAYER484,2024-05-27,5.09,4,Fighting,1.32,6,Essential,LOW
ENG-004839,PLAYER484,2024-06-03,5.78,6,Racing,1.41,8,Essential,LOW
ENG-004840,PLAYER484,2024-06-10,5.83,4,Fighting,3.84,5,Essential,LOW
ENG-004841,PLAYER485,2024-04-08,7.97,8,Racing,2.26,5,Essential,LOW
ENG-004842,PLAYER485,2024-04-15,7.15,7,Racing,5.70,2,Essential,LOW
ENG-004843,PLAYER485,2024-04-22,4.28,4,Fighting,2.00,12,Essential,LOW
