event_id,player_id,controller_id,controller_serial,event_date,primary_issue,issue_confidence,right_stick_drift_score,left_stick_drift_score,disconnect_frequency_score,battery_health_percent,session_hours_l30d,firmware_version,platform_version
TEL-005417,PLAYER471,CTRL-0533,ZCT2E-F1179053,2024-04-10,RIGHT_STICK_DRIFT,MEDIUM,0.71,0.58,0.04,70,18.9,3.02,1.06
TEL-005418,PLAYER205,CTRL-0230,ZCT1W-A3573211,2024-04-19,RIGHT_STICK_DRIFT,HIGH,0.86,0.77,0.16,73,80.5,3.02,1.06
TEL-005419,PLAYER918,CTRL-1054,ZCT2E-W7068696,2024-05-22,RIGHT_STICK_MODULE,MEDIUM,0.45,0.29,0.19,87,10.0,3.02,1.06
TEL-005420,PLAYER130,CTRL-0145,ZCT2E-M2279932,2024-05-27,NONE,LOW,0.19,0.14,0.02,68,107.7,3.02,1.06
TEL-005421,PLAYER869,CTRL-0993,ZCT2E-C5697262,2024-06-09,RIGHT_STICK_MODULE,MEDIUM,0.52,0.37,0.24,75,18.7,3.02,1.06
TEL-005422,PLAYER549,CTRL-0622,ZCT2E-T7853764,2024-05-28,NONE,LOW,0.03,0.00,0.04,67,12.4,3.02,1.06
TEL-005423,PLAYER324,CTRL-0365,ZCT1W-L2806251,2024-05-16,BATTERY_DEGRADATION,MEDIUM,0.10,0.05,0.13,57,57.8,3.02,1.06
TEL-005424,PLAYER621,CTRL-0702,ZCT1W-C8230086,2024-06-01,NONE,LOW,0.21,0.03,0.15,71,81.5,3.02,1.06
TEL-005425,PLAYER561,CTRL-0636,ZCT1W-X7817366,2024-05-03,DISCONNECT_FIRMWARE,MEDIUM,0.17,0.00,0.57,68,75.2,3.00,1.06
TEL-005426,PLAYER456,CTRL-0515,ZCT1W-A6231815,2024-05-08,NONE,LOW,0.05,0.00,0.03,82,55.6,3.02,1.06
TEL-005427,PLAYER820,CTRL-0937,ZCT2E-P8299893,2024-06-03,RIGHT_STICK_DRIFT,MEDIUM,0.72,0.61,0.08,71,119.8,3.02,1.06
TEL-005428,PLAYER066,CTRL-0072,ZCT2E-F7262661,2024-05-14,DISCONNECT_FIRMWARE,MEDIUM,0.21,0.03,0.49,71,107.0,3.01,1.06
TEL-005429,PLAYER004,CTRL-004,ZCT2E-2M3N4O5P,2024-06-07,RIGHT_STICK_MODULE,MEDIUM,0.69,0.11,0.08,78,20.7,3.02,1.06
TEL-005430,PLAYER920,CTRL-1056,ZCT2E-N1464145,2024-06-07,NONE,LOW,0.20,0.05,0.02,70,86.1,3.02,1.06
TEL-005431,PLAYER414,CTRL-0468,ZCT1W-S4593496,2024-04-24,RIGHT_STICK_MODULE,MEDIUM,0.53,0.40,0.13,72,42.1,3.02,1.06
TEL-005432,PLAYER699,CTRL-0795,ZCT2E-H4673793,2024-05-13,NONE,LOW,0.06,0.00,0.12,81,27.7,3.02,1.06
TEL-005433,PLAYER257,CTRL-0290,ZCT1W-N4153336,2024-05-11,RIGHT_STICK_MODULE,MEDIUM,0.64,0.46,0.17,78,78.2,3.02,1.06
TEL-005434,PLAYER552,CTRL-0625,ZCT2E-F3980080,2024-06-04,RIGHT_STICK_MODULE,MEDIUM,0.65,0.46,0.15,73,25.6,3.02,1.06
TEL-005435,PLAYER300,CTRL-0338,ZCT2E-E7760247,2024-04-29,BATTERY_DEGRADATION,MEDIUM,0.29,0.22,0.11,94,111.8,3.02,1.06
TEL-005436,PLAYER132,CTRL-0148,ZCT2E-V5815154,2024-05-29,BATTERY_DEGRADATION,MEDIUM,0.31,0.19,0.21,66,73.9,3.02,1.06
TEL-005437,PLAYER271,CTRL-0307,ZCT1W-F1163307,2024-06-04,RIGHT_STICK_DRIFT,HIGH,0.69,0.53,0.09,78,48.2,3.02,1.06
TEL-005438,PLAYER935,CTRL-1073,ZCT1W-J3087576,2024-04-29,NONE,LOW,0.10,0.00,0.14,88,18.6,3.02,1.06
TEL-005439,PLAYER501,CTRL-0567,ZCT1W-H9505390,2024-05-06,NONE,LOW,0.15,0.00,0.08,70,46.0,3.02,1.06
TEL-005440,PLAYER089,CTRL-0097,ZCT1W-C1854889,2024-05-01,NONE,LOW,0.09,0.03,0.06,79,61.2,3.02,1.06
TEL-005441,PLAYER090,CTRL-0098,ZCT1W-H6640128,2024-05-16,RIGHT_STICK_MODULE,MEDIUM,0.67,0.60,0.06,68,24.4,3.02,1.06
TEL-005442,PLAYER747,CTRL-0853,ZCT2E-K5387228,2024-05-18,NONE,LOW,0.10,0.00,0.07,67,53.2,3.02,1.06
TEL-005443,PLAYER448,CTRL-0505,ZCT2E-L4955049,2024-04-11,NONE,LOW,0.20,0.12,0.01,79,52.1,3.02,1.06
TEL-005444,PLAYER697,CTRL-0793,ZCT2E-V2379281,2024-04-09,RIGHT_STICK_DRIFT,MEDIUM,0.94,0.88,0.09,72,86.8,3.02,1.06
TEL-005445,PLAYER944,CTRL-1084,ZCT1W-C5525304,2024-05-04,NONE,LOW,0.12,0.01,0.08,87,95.6,3.02,1.06
TEL-005446,PLAYER884,CTRL-1010,ZCT1W-B6762197,2024-06-07,NONE,LOW,0.17,0.09,0.14,89,27.7,3.02,1.06
TEL-005447,PLAYER466,CTRL-0527,ZCT2E-M6230495,2024-04-29,NONE,LOW,0.12,0.00,0.05,70,68.3,3.02,1.06
TEL-005448,PLAYER882,CTRL-1007,ZCT2E-M5906489,2024-05-30,RIGHT_STICK_MODULE,MEDIUM,0.68,0.62,0.24,88,64.5,3.02,1.06
TEL-005449,PLAYER764,CTRL-0874,ZCT1W-Q7884890,2024-04-21,RIGHT_STICK_MODULE,MEDIUM,0.50,0.36,0.22,92,70.0,3.02,1.06
TEL-005450,PLAYER805,CTRL-0919,ZCT1W-S1105921,2024-05-14,NONE,LOW,0.16,0.03,0.13,83,85.6,3.02,1.06
TEL-005451,PLAYER071,CTRL-0077,ZCT2E-L6005493,2024-05-30,NONE,LOW,0.16,0.00,0.03,76,115.9,3.02,1.06
TEL-005452,PLAYER021,CTRL-0022,ZCT1W-M2710400,2024-05-15,NONE,LOW,0.20,0.08,0.09,96,24.0,3.02,1.06
TEL-005453,PLAYER931,CTRL-1068,ZCT1W-K4187101,2024-05-28,NONE,LOW,0.13,0.06,0.05,77,25.9,3.02,1.06
TEL-005454,PLAYER825,CTRL-0943,ZCT2E-E7200314,2024-04-17,RIGHT_STICK_DRIFT,HIGH,0.93,0.79,0.10,84,92.7,3.02,1.06
TEL-005455,PLAYER955,CTRL-1097,ZCT2E-Q8115851,2024-05-31,NONE,LOW,0.20,0.12,0.02,75,20.4,3.02,1.06
TEL-005456,PLAYER235,CTRL-0264,ZCT1W-T2111241,2024-04-11,NONE,LOW,0.17,0.00,0.08,74,93.8,3.02,1.06
TEL-005457,PLAYER015,CTRL-0016,ZCT2E-L8087324,2024-04-22,DISCONNECT_FIRMWARE,MEDIUM,0.18,0.00,0.71,92,24.9,2.98,1.06
TEL-005458,PLAYER435,CTRL-0491,ZCT1W-T3547579,2024-05-02,NONE,LOW,0.10,0.05,0.08,77,35.3,3.02,1.06
TEL-005459,PLAYER997,CTRL-1147,ZCT2E-N8034544,2024-04-17,NONE,LOW,0.07,0.00,0.08,94,85.2,3.02,1.06
TEL-005460,PLAYER367,CTRL-0414,ZCT1W-U2334575,2024-05-19,RIGHT_STICK_DRIFT,MEDIUM,0.70,0.63,0.07,95,42.9,3.02,1.06
TEL-005461,PLAYER972,CTRL-1117,ZCT1W-G2231734,2024-05-31,DISCONNECT_FIRMWARE,MEDIUM,0.12,0.00,0.70,69,99.5,3.01,1.06
TEL-005462,PLAYER091,CTRL-0099,ZCT1W-S8165093,2024-05-21,BATTERY_DEGRADATION,MEDIUM,0.35,0.18,0.06,86,91.6,3.02,1.06
TEL-005463,PLAYER040,CTRL-0045,ZCT2E-J7405244,2024-05-29,NONE,LOW,0.15,0.10,0.12,82,13.0,3.02,1.06
TEL-005464,PLAYER571,CTRL-0647,ZCT2E-K3655874,2024-04-28,RIGHT_STICK_DRIFT,MEDIUM,0.82,0.72,0.07,81,65.3,3.02,1.06
TEL-005465,PLAYER296,CTRL-0334,ZCT2E-Q6942386,2024-04-27,DISCONNECT_FIRMWARE,MEDIUM,0.33,0.26,0.82,68,68.8,2.98,1.06
TEL-005466,PLAYER703,CTRL-0800,ZCT1W-L6990710,2024-05-29,RIGHT_STICK_DRIFT,MEDIUM,0.94,0.77,0.17,84,113.3,3.02,1.06
TEL-005467,PLAYER332,CTRL-0373,ZCT1W-U2311035,2024-04-19,RIGHT_STICK_DRIFT,HIGH,0.69,0.50,0.12,93,104.4,3.02,1.06
TEL-005468,PLAYER173,CTRL-0194,ZCT2E-M2400738,2024-06-08,DISCONNECT_FIRMWARE,MEDIUM,0.22,0.02,0.88,86,69.9,3.00,1.06
TEL-005469,PLAYER342,CTRL-0386,ZCT2E-E8209482,2024-05-27,RIGHT_STICK_MODULE,MEDIUM,0.69,0.63,0.20,72,32.7,3.02,1.06
TEL-005470,PLAYER682,CTRL-0774,ZCT2E-H8277403,2024-05-27,DISCONNECT_FIRMWARE,MEDIUM,0.28,0.19,0.83,71,60.2,3.00,1.06
TEL-005471,PLAYER510,CTRL-0578,ZCT2E-X8123479,2024-05-07,RIGHT_STICK_DRIFT,MEDIUM,0.62,0.50,0.08,94,69.3,3.02,1.06
TEL-005472,PLAYER487,CTRL-0550,ZCT1W-A4649478,2024-05-21,RIGHT_STICK_DRIFT,MEDIUM,0.88,0.81,0.10,75,47.2,3.02,1.06
TEL-005473,PLAYER141,CTRL-0158,ZCT1W-D1999542,2024-05-30,NONE,LOW,0.20,0.10,0.09,86,49.4,3.02,1.06
TEL-005474,PLAYER913,CTRL-1048,ZCT2E-B9559668,2024-06-10,NONE,LOW,0.19,0.03,0.07,88,16.5,3.02,1.06
TEL-005475,PLAYER971,CTRL-1116,ZCT2E-S7839706,2024-04-28,DISCONNECT_FIRMWARE,MEDIUM,0.25,0.07,0.73,74,78.4,2.98,1.06
TEL-005476,PLAYER413,CTRL-0466,ZCT1W-J8887227,2024-04-10,RIGHT_STICK_DRIFT,MEDIUM,0.76,0.69,0.19,84,89.8,3.02,1.06
TEL-005477,PLAYER244,CTRL-0275,ZCT2E-V2723751,2024-06-10,RIGHT_STICK_DRIFT,HIGH,0.67,0.53,0.05,92,42.1,3.02,1.06
TEL-005478,PLAYER675,CTRL-0764,ZCT2E-E5621624,2024-04-27,RIGHT_STICK_DRIFT,HIGH,0.64,0.49,0.08,75,73.2,3.02,1.06
TEL-005479,PLAYER974,CTRL-1119,ZCT1W-L9174221,2024-05-12,NONE,LOW,0.07,0.00,0.09,91,102.4,3.02,1.06
TEL-005480,PLAYER993,CTRL-1142,ZCT2E-V5115393,2024-04-10,RIGHT_STICK_MODULE,MEDIUM,0.65,0.56,0.23,91,49.9,3.02,1.06
TEL-005481,PLAYER641,CTRL-0725,ZCT1W-X4046988,2024-05-22,BATTERY_DEGRADATION,MEDIUM,0.38,0.23,0.25,87,30.1,3.02,1.06
TEL-005482,PLAYER122,CTRL-0135,ZCT1W-W1733836,2024-05-21,RIGHT_STICK_DRIFT,HIGH,0.82,0.68,0.15,81,46.5,3.02,1.06
TEL-005483,PLAYER761,CTRL-0870,ZCT2E-Q4987424,2024-04-18,DISCONNECT_FIRMWARE,MEDIUM,0.11,0.02,0.46,70,61.9,3.01,1.06
TEL-005484,PLAYER724,CTRL-0825,ZCT1W-Q1509048,2024-05-05,NONE,LOW,0.14,0.00,0.02,89,39.8,3.02,1.06
TEL-005485,PLAYER894,CTRL-1023,ZCT2E-M4497183,2024-05-04,NONE,LOW,0.21,0.10,0.13,81,84.1,3.02,1.06
TEL-005486,PLAYER691,CTRL-0786,ZCT1W-W7812644,2024-05-24,RIGHT_STICK_DRIFT,HIGH,0.80,0.74,0.10,89,17.0,3.02,1.06
TEL-005487,PLAYER864,CTRL-0988,ZCT2E-Q7555770,2024-05-23,NONE,LOW,0.21,0.08,0.05,68,79.0,3.02,1.06
TEL-005488,PLAYER790,CTRL-0904,ZCT1W-L1526365,2024-05-22,RIGHT_STICK_DRIFT,HIGH,0.64,0.53,0.17,72,97.7,3.02,1.06
TEL-005489,PLAYER506,CTRL-0573,ZCT1W-F4962502,2024-04-15,NONE,LOW,0.11,0.05,0.03,68,50.9,3.02,1.06
TEL-005490,PLAYER333,CTRL-0374,ZCT1W-D9367003,2024-06-02,RIGHT_STICK_DRIFT,HIGH,0.82,0.63,0.14,70,94.9,3.02,1.06
TEL-005491,PLAYER900,CTRL-1033,ZCT2E-T1817300,2024-05-08,DISCONNECT_FIRMWARE,MEDIUM,0.11,0.01,0.81,71,63.1,2.98,1.06
TEL-005492,PLAYER121,CTRL-0134,ZCT1W-V2673190,2024-05-30,DISCONNECT_FIRMWARE,MEDIUM,0.29,0.18,0.53,81,16.0,2.98,1.06
TEL-005493,PLAYER232,CTRL-0259,ZCT2E-U7875441,2024-04-13,NONE,LOW,0.04,0.00,0.08,79,55.3,3.02,1.06
TEL-005494,PLAYER221,CTRL-0247,ZCT1W-F1527651,2024-05-25,RIGHT_STICK_DRIFT,HIGH,0.94,0.78,0.13,80,116.3,3.02,1.06
TEL-005495,PLAYER134,CTRL-0150,ZCT1W-E3459356,2024-04-28,NONE,LOW,0.15,0.07,0.14,86,73.7,3.02,1.06
TEL-005496,PLAYER463,CTRL-0524,ZCT1W-R1004141,2024-05-23,NONE,LOW,0.09,0.00,0.13,77,62.6,3.02,1.06
TEL-005497,PLAYER197,CTRL-0221,ZCT2E-N5781975,2024-05-22,BATTERY_DEGRADATION,MEDIUM,0.11,0.00,0.16,68,110.3,3.02,1.06
TEL-005498,PLAYER977,CTRL-1124,ZCT1W-W2699277,2024-05-20,NONE,LOW,0.20,0.11,0.02,77,85.8,3.02,1.06
TEL-005499,PLAYER909,CTRL-1043,ZCT2E-R7733149,2024-05-29,RIGHT_STICK_DRIFT,MEDIUM,0.79,0.71,0.17,92,105.0,3.02,1.06
TEL-005500,PLAYER097,CTRL-0108,ZCT2E-D2256271,2024-04-10,RIGHT_STICK_DRIFT,HIGH,0.87,0.71,0.19,84,61.6,3.02,1.06
TEL-005501,PLAYER811,CTRL-0926,ZCT1W-L7064624,2024-05-17,NONE,LOW,0.15,0.08,0.05,67,64.9,3.02,1.06
TEL-005502,PLAYER006,CTRL-0006,ZCT1W-U7169603,2024-05-04,NONE,LOW,0.20,0.15,0.14,77,90.2,3.02,1.06
TEL-005503,PLAYER978,CTRL-1126,ZCT2E-B9043979,2024-06-06,DISCONNECT_FIRMWARE,MEDIUM,0.30,0.25,0.53,91,56.1,3.00,1.06
TEL-005504,PLAYER938,CTRL-1076,ZCT2E-V2813267,2024-06-07,RIGHT_STICK_DRIFT,MEDIUM,0.82,0.65,0.03,84,23.9,3.02,1.06
TEL-005505,PLAYER147,CTRL-0166,ZCT1W-K2866744,2024-06-02,NONE,LOW,0.12,0.07,0.03,77,46.4,3.02,1.06
TEL-005506,PLAYER410,CTRL-0463,ZCT1W-L1643521,2024-05-28,RIGHT_STICK_DRIFT,MEDIUM,0.88,0.72,0.13,86,88.8,3.02,1.06
TEL-005507,PLAYER732,CTRL-0833,ZCT2E-E8514591,2024-05-31,RIGHT_STICK_DRIFT,MEDIUM,0.73,0.55,0.17,78,53.7,3.02,1.06
TEL-005508,PLAYER298,CTRL-0336,ZCT2E-C3358634,2024-04-29,NONE,LOW,0.17,0.00,0.03,91,68.8,3.02,1.06
TEL-005509,PLAYER116,CTRL-0129,ZCT2E-M3488634,2024-04-11,NONE,LOW,0.06,0.00,0.04,87,10.7,3.02,1.06
TEL-005510,PLAYER687,CTRL-0781,ZCT2E-J7016123,2024-05-08,RIGHT_STICK_MODULE,MEDIUM,0.63,0.50,0.10,93,67.3,3.02,1.06
TEL-005511,PLAYER132,CTRL-0148,ZCT2E-V5815154,2024-05-12,BATTERY_DEGRADATION,MEDIUM,0.22,0.02,0.24,76,37.1,3.02,1.06
TEL-005512,PLAYER796,CTRL-0910,ZCT1W-A3156305,2024-05-16,NONE,LOW,0.03,0.00,0.11,92,111.7,3.02,1.06
TEL-005513,PLAYER562,CTRL-0637,ZCT2E-C7997602,2024-05-17,NONE,LOW,0.08,0.00,0.03,91,50.2,3.02,1.06
TEL-005514,PLAYER694,CTRL-0790,ZCT2E-T3984802,2024-04-19,NONE,LOW,0.19,0.11,0.09,72,118.6,3.02,1.06
TEL-005515,PLAYER428,CTRL-0483,ZCT2E-T2064762,2024-05-01,NONE,LOW,0.15,0.00,0.01,94,73.8,3.02,1.06
TEL-005516,PLAYER693,CTRL-0788,ZCT2E-Q7064346,2024-04-18,NONE,LOW,0.04,0.00,0.04,77,103.3,3.02,1.06
TEL-005517,PLAYER898,CTRL-1029,ZCT1W-Q7372844,2024-04-08,BATTERY_DEGRADATION,MEDIUM,0.39,0.29,0.16,72,11.8,3.02,1.06
TEL-005518,PLAYER601,CTRL-0680,ZCT2E-R6093866,2024-04-17,NONE,LOW,0.17,0.00,0.10,82,112.2,3.02,1.06
TEL-005519,PLAYER114,CTRL-0127,ZCT2E-W4458774,2024-04-10,DISCONNECT_FIRMWARE,MEDIUM,0.13,0.02,0.73,93,101.8,2.98,1.06
TEL-005520,PLAYER150,CTRL-0169,ZCT1W-P3630678,2024-05-09,BATTERY_DEGRADATION,MEDIUM,0.10,0.00,0.08,54,70.9,3.02,1.06
TEL-005521,PLAYER113,CTRL-0126,ZCT2E-A2785812,2024-05-22,RIGHT_STICK_DRIFT,MEDIUM,0.66,0.49,0.07,79,52.1,3.02,1.06
TEL-005522,PLAYER738,CTRL-0842,ZCT2E-C4415979,2024-06-09,DISCONNECT_FIRMWARE,MEDIUM,0.33,0.25,0.53,77,45.6,2.98,1.06
TEL-005523,PLAYER044,CTRL-0049,ZCT1W-P3575158,2024-05-09,DISCONNECT_FIRMWARE,MEDIUM,0.34,0.28,0.68,94,71.5,2.98,1.06
TEL-005524,PLAYER339,CTRL-0383,ZCT1W-W6876348,2024-04-28,DISCONNECT_FIRMWARE,MEDIUM,0.10,0.00,0.71,73,104.0,3.01,1.06
TEL-005525,PLAYER051,CTRL-0057,ZCT2E-F6791040,2024-05-29,NONE,LOW,0.11,0.05,0.14,76,78.5,3.02,1.06
TEL-005526,PLAYER234,CTRL-0263,ZCT2E-A6517512,2024-04-25,BATTERY_DEGRADATION,MEDIUM,0.12,0.00,0.20,82,39.1,3.02,1.06
TEL-005527,PLAYER963,CTRL-1107,ZCT1W-Q7189628,2024-05-27,DISCONNECT_FIRMWARE,MEDIUM,0.07,0.00,0.53,90,45.8,3.01,1.06
TEL-005528,PLAYER219,CTRL-0244,ZCT2E-G7556539,2024-05-15,NONE,LOW,0.07,0.00,0.12,87,27.1,3.02,1.06
TEL-005529,PLAYER634,CTRL-0717,ZCT2E-R5282963,2024-05-26,DISCONNECT_FIRMWARE,MEDIUM,0.27,0.14,0.80,67,79.5,2.98,1.06
TEL-005530,PLAYER984,CTRL-1132,ZCT1W-E7340529,2024-05-30,RIGHT_STICK_DRIFT,MEDIUM,0.64,0.51,0.19,93,30.4,3.02,1.06
TEL-005531,PLAYER406,CTRL-0459,ZCT2E-K2839032,2024-05-17,NONE,LOW,0.11,0.00,0.04,70,14.7,3.02,1.06
TEL-005532,PLAYER650,CTRL-0734,ZCT2E-E6416968,2024-06-06,RIGHT_STICK_DRIFT,HIGH,0.62,0.49,0.07,77,28.9,3.02,1.06
TEL-005533,PLAYER857,CTRL-0980,ZCT2E-F4382050,2024-04-11,RIGHT_STICK_DRIFT,HIGH,0.77,0.60,0.06,88,25.6,3.02,1.06
TEL-005534,PLAYER004,CTRL-004,ZCT2E-2M3N4O5P,2024-05-11,RIGHT_STICK_MODULE,MEDIUM,0.66,0.10,0.15,81,92.7,3.02,1.06
TEL-005535,PLAYER132,CTRL-0148,ZCT2E-V5815154,2024-04-16,BATTERY_DEGRADATION,MEDIUM,0.32,0.26,0.09,95,61.8,3.02,1.06
TEL-005536,PLAYER330,CTRL-0371,ZCT1W-G8947918,2024-06-02,BATTERY_DEGRADATION,MEDIUM,0.32,0.25,0.15,92,61.2,3.02,1.06
TEL-005537,PLAYER892,CTRL-1019,ZCT1W-T2620464,2024-04-14,RIGHT_STICK_MODULE,MEDIUM,0.50,0.43,0.20,89,54.8,3.02,1.06
TEL-005538,PLAYER178,CTRL-0200,ZCT2E-P4346568,2024-04-10,NONE,LOW,0.13,0.05,0.01,71,93.6,3.02,1.06
TEL-005539,PLAYER158,CTRL-0178,ZCT2E-A6983579,2024-05-16,NONE,LOW,0.16,0.00,0.10,72,98.5,3.02,1.06
TEL-005540,PLAYER462,CTRL-0523,ZCT1W-G2532401,2024-04-16,NONE,LOW,0.18,0.09,0.12,68,15.7,3.02,1.06
TEL-005541,PLAYER922,CTRL-1058,ZCT2E-W3638806,2024-04-29,NONE,LOW,0.07,0.00,0.08,72,59.8,3.02,1.06
TEL-005542,PLAYER964,CTRL-1108,ZCT1W-H1146741,2024-06-07,RIGHT_STICK_DRIFT,HIGH,0.89,0.82,0.12,93,117.0,3.02,1.06
TEL-005543,PLAYER077,CTRL-0084,ZCT2E-G2856661,2024-05-16,RIGHT_STICK_MODULE,MEDIUM,0.49,0.37,0.10,77,108.4,3.02,1.06
TEL-005544,PLAYER014,CTRL-0015,ZCT2E-N6018095,2024-04-09,NONE,LOW,0.17,0.02,0.08,79,55.8,3.02,1.06
TEL-005545,PLAYER287,CTRL-0323,ZCT2E-B4646113,2024-06-05,DISCONNECT_FIRMWARE,MEDIUM,0.31,0.13,0.78,81,49.2,3.01,1.06
TEL-005546,PLAYER676,CTRL-0765,ZCT1W-S6220408,2024-05-09,DISCONNECT_FIRMWARE,MEDIUM,0.30,0.10,0.80,71,66.6,3.01,1.06
TEL-005547,PLAYER558,CTRL-0632,ZCT2E-G6414413,2024-04-16,RIGHT_STICK_DRIFT,HIGH,0.68,0.53,0.18,73,68.2,3.02,1.06
TEL-005548,PLAYER608,CTRL-0687,ZCT2E-U8883139,2024-04-23,NONE,LOW,0.18,0.09,0.06,70,33.0,3.02,1.06
TEL-005549,PLAYER471,CTRL-0533,ZCT2E-F1179053,2024-05-10,RIGHT_STICK_DRIFT,HIGH,0.61,0.45,0.09,93,9.0,3.02,1.06
TEL-005550,PLAYER938,CTRL-1076,ZCT2E-V2813267,2024-04-27,RIGHT_STICK_DRIFT,MEDIUM,0.82,0.62,0.05,93,82.4,3.02,1.06
TEL-005551,PLAYER496,CTRL-0561,ZCT2E-X1567905,2024-05-19,NONE,LOW,0.08,0.00,0.06,89,105.1,3.02,1.06
TEL-005552,PLAYER776,CTRL-0888,ZCT2E-G3526697,2024-05-14,NONE,LOW,0.16,0.11,0.07,88,84.2,3.02,1.06
TEL-005553,PLAYER615,CTRL-0694,ZCT2E-M8479960,2024-05-10,NONE,LOW,0.12,0.00,0.08,72,65.3,3.02,1.06
TEL-005554,PLAYER976,CTRL-1121,ZCT2E-N5101891,2024-04-23,RIGHT_STICK_DRIFT,MEDIUM,0.86,0.76,0.16,69,60.8,3.02,1.06
TEL-005555,PLAYER146,CTRL-0164,ZCT2E-E4060575,2024-04-22,RIGHT_STICK_DRIFT,MEDIUM,0.60,0.44,0.19,70,117.1,3.02,1.06
TEL-005556,PLAYER929,CTRL-1066,ZCT2E-G6620341,2024-06-08,NONE,LOW,0.08,0.00,0.15,89,30.6,3.02,1.06
TEL-005557,PLAYER752,CTRL-0859,ZCT1W-L1734135,2024-04-19,NONE,LOW,0.18,0.01,0.13,76,83.6,3.02,1.06
TEL-005558,PLAYER699,CTRL-0796,ZCT1W-E1208345,2024-05-14,NONE,LOW,0.15,0.09,0.11,66,38.3,3.02,1.06
TEL-005559,PLAYER503,CTRL-0570,ZCT2E-B2516637,2024-05-21,RIGHT_STICK_MODULE,MEDIUM,0.48,0.39,0.19,83,28.3,3.02,1.06
TEL-005560,PLAYER047,CTRL-0052,ZCT2E-J3455003,2024-05-26,DISCONNECT_FIRMWARE,MEDIUM,0.26,0.21,0.64,80,38.4,3.01,1.06
TEL-005561,PLAYER925,CTRL-1061,ZCT2E-W6729127,2024-05-15,DISCONNECT_FIRMWARE,MEDIUM,0.10,0.00,0.59,91,111.3,3.00,1.06
TEL-005562,PLAYER220,CTRL-0245,ZCT1W-R2280314,2024-05-05,RIGHT_STICK_DRIFT,HIGH,0.62,0.45,0.15,80,30.3,3.02,1.06
TEL-005563,PLAYER046,CTRL-0051,ZCT1W-X7824657,2024-06-08,NONE,LOW,0.10,0.00,0.06,82,26.1,3.02,1.06
TEL-005564,PLAYER495,CTRL-0560,ZCT1W-R3345711,2024-05-04,DISCONNECT_FIRMWARE,MEDIUM,0.15,0.00,0.72,76,112.9,3.01,1.06
TEL-005565,PLAYER208,CTRL-0233,ZCT2E-F7763214,2024-05-08,RIGHT_STICK_DRIFT,HIGH,0.67,0.51,0.04,77,38.1,3.02,1.06
TEL-005566,PLAYER244,CTRL-0274,ZCT2E-Q9276815,2024-05-09,RIGHT_STICK_DRIFT,MEDIUM,0.66,0.56,0.10,69,77.1,3.02,1.06
TEL-005567,PLAYER982,CTRL-1130,ZCT2E-K7173470,2024-05-02,RIGHT_STICK_DRIFT,HIGH,0.83,0.71,0.11,70,14.0,3.02,1.06
TEL-005568,PLAYER417,CTRL-0472,ZCT2E-V6991611,2024-06-10,RIGHT_STICK_DRIFT,HIGH,0.90,0.83,0.12,91,90.6,3.02,1.06
TEL-005569,PLAYER762,CTRL-0872,ZCT1W-K3925160,2024-05-18,NONE,LOW,0.11,0.01,0.14,72,75.1,3.02,1.06
TEL-005570,PLAYER295,CTRL-0333,ZCT1W-S8413874,2024-05-11,NONE,LOW,0.03,0.00,0.04,78,75.0,3.02,1.06
TEL-005571,PLAYER542,CTRL-0614,ZCT2E-R4533909,2024-05-25,RIGHT_STICK_DRIFT,HIGH,0.84,0.79,0.19,77,115.0,3.02,1.06
TEL-005572,PLAYER543,CTRL-0615,ZCT2E-J7760181,2024-04-27,NONE,LOW,0.09,0.02,0.03,83,8.6,3.02,1.06
TEL-005573,PLAYER985,CTRL-1134,ZCT2E-J7616924,2024-04-11,RIGHT_STICK_DRIFT,HIGH,0.63,0.55,0.14,85,71.6,3.02,1.06
TEL-005574,PLAYER344,CTRL-0388,ZCT1W-L8323671,2024-04-10,NONE,LOW,0.20,0.15,0.02,76,55.9,3.02,1.06
TEL-005575,PLAYER620,CTRL-0700,ZCT1W-C2545911,2024-06-04,RIGHT_STICK_DRIFT,MEDIUM,0.91,0.78,0.06,86,53.7,3.02,1.06
TEL-005576,PLAYER090,CTRL-0098,ZCT1W-H6640128,2024-04-17,RIGHT_STICK_MODULE,MEDIUM,0.61,0.48,0.14,92,35.3,3.02,1.06
TEL-005577,PLAYER773,CTRL-0884,ZCT2E-U4318696,2024-05-12,NONE,LOW,0.22,0.08,0.11,94,11.6,3.02,1.06
TEL-005578,PLAYER655,CTRL-0740,ZCT2E-E6501987,2024-04-17,NONE,LOW,0.13,0.03,0.05,80,62.6,3.02,1.06
TEL-005579,PLAYER642,CTRL-0726,ZCT1W-A9347594,2024-04-12,BATTERY_DEGRADATION,MEDIUM,0.17,0.00,0.08,64,59.5,3.02,1.06
TEL-005580,PLAYER531,CTRL-0601,ZCT2E-V5095330,2024-04-16,RIGHT_STICK_DRIFT,HIGH,0.74,0.63,0.06,92,110.1,3.02,1.06
TEL-005581,PLAYER417,CTRL-0472,ZCT2E-V6991611,2024-06-01,RIGHT_STICK_DRIFT,MEDIUM,0.74,0.55,0.17,92,33.0,3.02,1.06
TEL-005582,PLAYER267,CTRL-0301,ZCT2E-H7787380,2024-04-19,DISCONNECT_FIRMWARE,MEDIUM,0.20,0.00,0.71,68,103.6,2.98,1.06
