session_id,player_id,controller_id,controller_serial,session_start_at,session_end_at,session_minutes,game_title,input_anomaly_count,disconnect_count,battery_start_percent,battery_end_percent
SESS-0010868,PLAYER879,CTRL-1003,ZCT1W-U8303868,2024-05-26T01:49:00Z,2024-05-26T03:53:00Z,124,Street Fighter 6,2,0,81,54
SESS-0010869,PLAYER767,CTRL-0878,ZCT1W-H4639973,2024-05-27T12:39:00Z,2024-05-27T13:37:00Z,58,Street Fighter 6,4,2,61,41
SESS-0010870,PLAYER267,CTRL-0301,ZCT2E-H7787380,2024-06-09T14:26:00Z,2024-06-09T17:10:00Z,164,EA FC 24,20,5,82,60
SESS-0010871,PLAYER477,CTRL-0539,ZCT1W-B7199749,2024-04-23T08:08:00Z,2024-04-23T09:51:00Z,103,EA FC 24,12,1,78,60
SESS-0010872,PLAYER061,CTRL-0067,ZCT1W-V4190758,2024-05-30T06:49:00Z,2024-05-30T10:43:00Z,234,God of War Ragnarök,3,1,64,56
SESS-0010873,PLAYER031,CTRL-0033,ZCT2E-A7606809,2024-05-27T21:58:00Z,2024-05-28T00:07:00Z,129,Call of Duty,3,1,98,88
SESS-0010874,PLAYER460,CTRL-0520,ZCT1W-D4631285,2024-04-08T15:01:00Z,2024-04-08T18:31:00Z,210,God of War Ragnarök,3,0,88,75
SESS-0010875,PLAYER964,CTRL-1108,ZCT1W-H1146741,2024-05-05T08:39:00Z,2024-05-05T09:47:00Z,68,Call of Duty,18,0,100,73
SESS-0010876,PLAYER504,CTRL-0571,ZCT1W-M8695935,2024-05-02T01:28:00Z,2024-05-02T02:56:00Z,88,EA FC 24,4,4,92,86
SESS-0010877,PLAYER298,CTRL-0336,ZCT2E-C3358634,2024-05-26T09:38:00Z,2024-05-26T12:13:00Z,155,Fortnite,3,0,64,38
SESS-0010878,PLAYER069,CTRL-0075,ZCT2E-W9649141,2024-04-28T19:35:00Z,2024-04-28T20:21:00Z,46,Gran Turismo 7,1,1,100,82
SESS-0010879,PLAYER872,CTRL-0996,ZCT1W-R3928988,2024-05-03T19:08:00Z,2024-05-03T20:40:00Z,92,Call of Duty,13,0,62,28
SESS-0010880,PLAYER775,CTRL-0887,ZCT1W-B6561791,2024-06-08T21:11:00Z,2024-06-08T21:48:00Z,37,Gran Turismo 7,0,1,84,55
SESS-0010881,PLAYER230,CTRL-0256,ZCT2E-P8485284,2024-04-26T14:55:00Z,2024-04-26T18:26:00Z,211,Helldivers 2,2,0,76,63
SESS-0010882,PLAYER918,CTRL-1054,ZCT2E-W7068696,2024-05-30T04:35:00Z,2024-05-30T06:11:00Z,96,Spider-Man 2,12,0,88,67
SESS-0010883,PLAYER969,CTRL-1114,ZCT2E-X7627284,2024-05-19T08:16:00Z,2024-05-19T09:07:00Z,51,Gran Turismo 7,15,6,79,53
SESS-0010884,PLAYER013,CTRL-0014,ZCT1W-H1881916,2024-05-15T14:14:00Z,2024-05-15T16:39:00Z,145,The Last of Us Part I,17,6,94,70
SESS-0010885,PLAYER951,CTRL-1092,ZCT2E-V4447207,2024-05-25T03:02:00Z,2024-05-25T06:22:00Z,200,Astro Bot,4,0,96,69
SESS-0010886,PLAYER583,CTRL-0660,ZCT1W-B8493255,2024-05-30T11:31:00Z,2024-05-30T14:46:00Z,195,Spider-Man 2,3,1,85,58
SESS-0010887,PLAYER372,CTRL-0419,ZCT2E-J1270418,2024-04-19T23:34:00Z,2024-04-20T00:09:00Z,35,God of War Ragnarök,0,0,84,51
SESS-0010888,PLAYER400,CTRL-0453,ZCT2E-D6827492,2024-04-14T13:23:00Z,2024-04-14T16:45:00Z,202,Astro Bot,14,5,93,85
SESS-0010889,PLAYER098,CTRL-0109,ZCT2E-G9951610,2024-05-28T00:07:00Z,2024-05-28T01:43:00Z,96,Spider-Man 2,17,1,97,79
SESS-0010890,PLAYER334,CTRL-0376,ZCT1W-K2254551,2024-05-14T13:53:00Z,2024-05-14T16:44:00Z,171,Astro Bot,1,0,76,46
SESS-0010891,PLAYER682,CTRL-0774,ZCT2E-H8277403,2024-05-22T15:44:00Z,2024-05-22T18:49:00Z,185,Astro Bot,17,3,68,52
SESS-0010892,PLAYER112,CTRL-0124,ZCT1W-P5947522,2024-04-18T13:20:00Z,2024-04-18T16:23:00Z,183,Astro Bot,1,0,78,55
SESS-0010893,PLAYER399,CTRL-0452,ZCT1W-B4534635,2024-04-24T08:44:00Z,2024-04-24T10:23:00Z,99,Spider-Man 2,2,1,64,31
SESS-0010894,PLAYER815,CTRL-0930,ZCT2E-Q6441988,2024-05-31T12:15:00Z,2024-05-31T13:31:00Z,76,Call of Duty,2,1,97,84
SESS-0010895,PLAYER140,CTRL-0157,ZCT1W-G1287807,2024-05-29T14:59:00Z,2024-05-29T17:03:00Z,124,Call of Duty,13,4,88,74
SESS-0010896,PLAYER874,CTRL-0998,ZCT1W-G2093165,2024-05-08T03:51:00Z,2024-05-08T05:32:00Z,101,Call of Duty,18,1,88,83
SESS-0010897,PLAYER037,CTRL-0042,ZCT1W-X1750538,2024-05-22T02:21:00Z,2024-05-22T05:20:00Z,179,Street Fighter 6,1,0,97,74
SESS-0010898,PLAYER706,CTRL-0803,ZCT2E-W4757489,2024-04-27T21:38:00Z,2024-04-28T00:04:00Z,146,The Last of Us Part I,2,1,77,42
SESS-0010899,PLAYER249,CTRL-0280,ZCT1W-E8729158,2024-04-17T17:46:00Z,2024-04-17T19:07:00Z,81,Gran Turismo 7,0,1,83,51
SESS-0010900,PLAYER008,CTRL-0008,ZCT2E-P6362719,2024-05-01T21:32:00Z,2024-05-01T23:58:00Z,146,The Last of Us Part I,11,6,94,84
SESS-0010901,PLAYER124,CTRL-0138,ZCT1W-R8454556,2024-05-04T21:12:00Z,2024-05-04T21:51:00Z,39,EA FC 24,4,2,64,34
SESS-0010902,PLAYER008,CTRL-0009,ZCT1W-D7632241,2024-04-29T21:55:00Z,2024-04-29T22:46:00Z,51,Gran Turismo 7,12,6,68,59
SESS-0010903,PLAYER205,CTRL-0230,ZCT1W-A3573211,2024-04-23T18:27:00Z,2024-04-23T21:06:00Z,159,The Last of Us Part I,6,1,88,79
SESS-0010904,PLAYER727,CTRL-0828,ZCT2E-Q7523750,2024-05-14T20:36:00Z,2024-05-14T22:50:00Z,134,Call of Duty,1,1,73,53
SESS-0010905,PLAYER292,CTRL-0330,ZCT2E-U3334991,2024-06-08T23:06:00Z,2024-06-09T00:19:00Z,73,Street Fighter 6,20,0,99,71
SESS-0010906,PLAYER190,CTRL-0213,ZCT2E-D7818036,2024-05-13T19:42:00Z,2024-05-13T22:22:00Z,160,Fortnite,15,0,66,60
SESS-0010907,PLAYER363,CTRL-0410,ZCT2E-M5508832,2024-05-29T09:35:00Z,2024-05-29T13:00:00Z,205,The Last of Us Part I,1,0,93,68
SESS-0010908,PLAYER738,CTRL-0841,ZCT1W-D8671109,2024-05-17T03:19:00Z,2024-05-17T07:10:00Z,231,Fortnite,8,5,93,85
SESS-0010909,PLAYER146,CTRL-0164,ZCT2E-E4060575,2024-04-09T12:27:00Z,2024-04-09T14:59:00Z,152,The Last of Us Part I,2,1,81,54
SESS-0010910,PLAYER510,CTRL-0578,ZCT2E-X8123479,2024-05-02T02:00:00Z,2024-05-02T03:15:00Z,75,Fortnite,5,1,73,52
SESS-0010911,PLAYER632,CTRL-0715,ZCT1W-F4517141,2024-06-06T21:04:00Z,2024-06-06T22:52:00Z,108,Fortnite,18,0,65,49
SESS-0010912,PLAYER944,CTRL-1083,ZCT1W-F7430237,2024-05-05T04:11:00Z,2024-05-05T04:48:00Z,37,Spider-Man 2,3,1,76,46
SESS-0010913,PLAYER231,CTRL-0258,ZCT2E-M2078208,2024-05-11T12:32:00Z,2024-05-11T14:50:00Z,138,The Last of Us Part I,0,0,88,64
SESS-0010914,PLAYER730,CTRL-0831,ZCT2E-X2657259,2024-04-10T09:07:00Z,2024-04-10T09:38:00Z,31,Street Fighter 6,1,1,62,49
SESS-0010915,PLAYER335,CTRL-0377,ZCT2E-N1950399,2024-06-04T09:17:00Z,2024-06-04T10:34:00Z,77,The Last of Us Part I,8,0,74,52
SESS-0010916,PLAYER649,CTRL-0733,ZCT1W-V1012106,2024-05-10T12:14:00Z,2024-05-10T16:06:00Z,232,Spider-Man 2,1,1,64,39
SESS-0010917,PLAYER041,CTRL-0046,ZCT2E-C5264422,2024-06-09T12:11:00Z,2024-06-09T12:52:00Z,41,Fortnite,12,1,97,79
SESS-0010918,PLAYER124,CTRL-0138,ZCT1W-R8454556,2024-04-22T18:34:00Z,2024-04-22T22:15:00Z,221,Astro Bot,19,6,89,74
SESS-0010919,PLAYER328,CTRL-0369,ZCT1W-E1087850,2024-05-07T23:03:00Z,2024-05-08T01:47:00Z,164,Call of Duty,0,1,82,69
SESS-0010920,PLAYER731,CTRL-0832,ZCT2E-S9924232,2024-04-25T01:29:00Z,2024-04-25T03:32:00Z,123,Astro Bot,0,0,78,69
SESS-0010921,PLAYER284,CTRL-0320,ZCT2E-K2848691,2024-06-05T20:57:00Z,2024-06-05T23:07:00Z,130,Call of Duty,13,0,64,41
SESS-0010922,PLAYER029,CTRL-0031,ZCT1W-N9123384,2024-05-02T13:56:00Z,2024-05-02T15:42:00Z,106,Astro Bot,1,1,74,46
SESS-0010923,PLAYER882,CTRL-1007,ZCT2E-M5906489,2024-05-13T23:20:00Z,2024-05-14T02:08:00Z,168,Spider-Man 2,14,0,66,35
SESS-0010924,PLAYER320,CTRL-0361,ZCT1W-X2782083,2024-06-02T11:17:00Z,2024-06-02T13:11:00Z,114,Gran Turismo 7,8,1,63,41
SESS-0010925,PLAYER910,CTRL-1044,ZCT1W-D1404486,2024-05-19T03:39:00Z,2024-05-19T04:56:00Z,77,Gran Turismo 7,8,1,69,53
SESS-0010926,PLAYER260,CTRL-0294,ZCT2E-D2410406,2024-04-13T07:34:00Z,2024-04-13T11:00:00Z,206,Astro Bot,10,6,64,55
SESS-0010927,PLAYER461,CTRL-0521,ZCT1W-E9763038,2024-04-23T19:24:00Z,2024-04-23T21:59:00Z,155,Spider-Man 2,2,0,60,45
SESS-0010928,PLAYER565,CTRL-0640,ZCT2E-P3081328,2024-05-12T12:17:00Z,2024-05-12T12:55:00Z,38,Helldivers 2,1,0,68,49
SESS-0010929,PLAYER003,CTRL-003,ZCT1W-8I9J0K1L,2024-04-12T01:40:00Z,2024-04-12T05:04:00Z,204,Helldivers 2,15,5,79,48
SESS-0010930,PLAYER866,CTRL-0990,ZCT1W-A1523448,2024-04-16T12:43:00Z,2024-04-16T13:28:00Z,45,Fortnite,3,0,85,57
SESS-0010931,PLAYER508,CTRL-0575,ZCT1W-R7611016,2024-04-19T15:47:00Z,2024-04-19T16:57:00Z,70,Astro Bot,3,1,78,71
SESS-0010932,PLAYER135,CTRL-0151,ZCT2E-C2898577,2024-04-25T13:05:00Z,2024-04-25T14:16:00Z,71,Astro Bot,1,1,99,67
SESS-0010933,PLAYER353,CTRL-0398,ZCT2E-T4536127,2024-05-01T04:33:00Z,2024-05-01T06:09:00Z,96,Helldivers 2,8,1,76,60
SESS-0010934,PLAYER944,CTRL-1083,ZCT1W-F7430237,2024-04-13T09:46:00Z,2024-04-13T10:45:00Z,59,God of War Ragnarök,0,0,76,49
SESS-0010935,PLAYER601,CTRL-0680,ZCT2E-R6093866,2024-05-29T16:34:00Z,2024-05-29T17:55:00Z,81,God of War Ragnarök,3,0,91,60
SESS-0010936,PLAYER860,CTRL-0983,ZCT1W-B7500366,2024-05-28T11:19:00Z,2024-05-28T13:34:00Z,135,Gran Turismo 7,7,0,84,53
SESS-0010937,PLAYER697,CTRL-0793,ZCT2E-V2379281,2024-05-20T19:27:00Z,2024-05-20T20:44:00Z,77,Astro Bot,2,1,76,66
SESS-0010938,PLAYER771,CTRL-0882,ZCT2E-S8244130,2024-04-12T22:15:00Z,2024-04-12T23:34:00Z,79,Fortnite,0,1,84,70
SESS-0010939,PLAYER269,CTRL-0304,ZCT2E-K5003370,2024-04-25T04:52:00Z,2024-04-25T07:09:00Z,137,Spider-Man 2,4,1,93,59
SESS-0010940,PLAYER717,CTRL-0816,ZCT1W-P5228095,2024-04-16T20:18:00Z,2024-04-16T23:00:00Z,162,Spider-Man 2,1,1,62,31
SESS-0010941,PLAYER944,CTRL-1083,ZCT1W-F7430237,2024-04-17T13:23:00Z,2024-04-17T14:30:00Z,67,Spider-Man 2,1,0,97,64
SESS-0010942,PLAYER204,CTRL-0228,ZCT2E-X5437558,2024-04-17T03:42:00Z,2024-04-17T07:18:00Z,216,Street Fighter 6,15,0,77,50
SESS-0010943,PLAYER820,CTRL-0938,ZCT1W-M2778577,2024-06-02T09:45:00Z,2024-06-02T13:36:00Z,231,EA FC 24,13,0,78,49
SESS-0010944,PLAYER113,CTRL-0126,ZCT2E-A2785812,2024-05-03T10:46:00Z,2024-05-03T12:05:00Z,79,The Last of Us Part I,2,0,95,89
SESS-0010945,PLAYER036,CTRL-0040,ZCT2E-X9960751,2024-06-10T03:15:00Z,2024-06-10T05:13:00Z,118,EA FC 24,0,0,67,50
SESS-0010946,PLAYER613,CTRL-0692,ZCT1W-Q5114220,2024-04-29T06:32:00Z,2024-04-29T07:59:00Z,87,Spider-Man 2,10,0,91,66
SESS-0010947,PLAYER691,CTRL-0785,ZCT2E-V4818006,2024-05-28T11:36:00Z,2024-05-28T14:13:00Z,157,Street Fighter 6,4,0,64,41
SESS-0010948,PLAYER763,CTRL-0873,ZCT1W-M1351266,2024-04-19T06:55:00Z,2024-04-19T10:52:00Z,237,EA FC 24,4,1,62,53
SESS-0010949,PLAYER593,CTRL-0671,ZCT1W-L5618572,2024-05-04T02:12:00Z,2024-05-04T05:29:00Z,197,Gran Turismo 7,0,0,76,65
SESS-0010950,PLAYER031,CTRL-0034,ZCT2E-C9705716,2024-05-22T10:38:00Z,2024-05-22T11:58:00Z,80,Call of Duty,1,0,60,32
SESS-0010951,PLAYER747,CTRL-0853,ZCT2E-K5387228,2024-04-13T07:20:00Z,2024-04-13T09:38:00Z,138,Gran Turismo 7,3,0,90,83
SESS-0010952,PLAYER031,CTRL-0033,ZCT2E-A7606809,2024-06-02T07:04:00Z,2024-06-02T09:03:00Z,119,The Last of Us Part I,0,0,68,62
SESS-0010953,PLAYER955,CTRL-1098,ZCT1W-J7150439,2024-04-21T05:59:00Z,2024-04-21T08:23:00Z,144,Astro Bot,4,0,100,86
SESS-0010954,PLAYER049,CTRL-0054,ZCT1W-D3948283,2024-05-20T13:16:00Z,2024-05-20T16:31:00Z,195,Spider-Man 2,0,0,91,66
SESS-0010955,PLAYER450,CTRL-0508,ZCT2E-D1655350,2024-06-07T12:29:00Z,2024-06-07T16:15:00Z,226,Spider-Man 2,15,1,91,85
SESS-0010956,PLAYER929,CTRL-1066,ZCT2E-G6620341,2024-04-28T20:35:00Z,2024-04-29T00:03:00Z,208,Gran Turismo 7,0,1,85,72
SESS-0010957,PLAYER075,CTRL-0082,ZCT2E-F9999758,2024-05-06T14:42:00Z,2024-05-06T18:27:00Z,225,Spider-Man 2,7,0,86,55
SESS-0010958,PLAYER151,CTRL-0171,ZCT2E-F2295356,2024-06-03T02:00:00Z,2024-06-03T03:03:00Z,63,Street Fighter 6,3,1,65,57
SESS-0010959,PLAYER991,CTRL-1140,ZCT2E-R5329920,2024-05-12T17:05:00Z,2024-05-12T20:30:00Z,205,Fortnite,14,1,99,64
SESS-0010960,PLAYER542,CTRL-0614,ZCT2E-R4533909,2024-04-26T03:01:00Z,2024-04-26T04:36:00Z,95,EA FC 24,3,1,67,46
SESS-0010961,PLAYER533,CTRL-0604,ZCT2E-P7723294,2024-06-02T15:59:00Z,2024-06-02T19:04:00Z,185,Astro Bot,0,1,76,52
SESS-0010962,PLAYER295,CTRL-0333,ZCT1W-S8413874,2024-05-15T14:24:00Z,2024-05-15T15:48:00Z,84,Gran Turismo 7,2,0,99,67
SESS-0010963,PLAYER426,CTRL-0481,ZCT1W-W2850788,2024-04-23T10:24:00Z,2024-04-23T13:12:00Z,168,Fortnite,1,0,80,73
SESS-0010964,PLAYER894,CTRL-1022,ZCT2E-X7761231,2024-05-04T21:19:00Z,2024-05-04T23:32:00Z,133,The Last of Us Part I,2,0,67,36
SESS-0010965,PLAYER328,CTRL-0369,ZCT1W-E1087850,2024-06-01T00:43:00Z,2024-06-01T02:17:00Z,94,God of War Ragnarök,4,1,69,59
SESS-0010966,PLAYER450,CTRL-0507,ZCT1W-F9723129,2024-05-04T03:13:00Z,2024-05-04T06:25:00Z,192,Call of Duty,9,1,100,74
SESS-0010967,PLAYER592,CTRL-0670,ZCT2E-S5760630,2024-04-30T13:06:00Z,2024-04-30T14:46:00Z,100,Astro Bot,8,0,86,54
SESS-0010968,PLAYER091,CTRL-0099,ZCT1W-S8165093,2024-04-29T06:27:00Z,2024-04-29T07:30:00Z,63,Fortnite,9,0,69,58
SESS-0010969,PLAYER441,CTRL-0497,ZCT2E-T2817044,2024-06-05T02:04:00Z,2024-06-05T04:06:00Z,122,Gran Turismo 7,1,1,62,39
SESS-0010970,PLAYER563,CTRL-0638,ZCT1W-Q9066612,2024-05-17T22:51:00Z,2024-05-18T02:25:00Z,214,Spider-Man 2,2,1,91,67
SESS-0010971,PLAYER454,CTRL-0513,ZCT2E-E3755459,2024-05-13T22:13:00Z,2024-05-14T01:07:00Z,174,Helldivers 2,12,1,70,54
SESS-0010972,PLAYER123,CTRL-0137,ZCT1W-T6677240,2024-06-08T15:10:00Z,2024-06-08T17:34:00Z,144,Astro Bot,2,1,69,52
SESS-0010973,PLAYER104,CTRL-0115,ZCT2E-R9933361,2024-05-09T11:56:00Z,2024-05-09T14:10:00Z,134,Astro Bot,9,6,62,42
SESS-0010974,PLAYER730,CTRL-0831,ZCT2E-X2657259,2024-05-24T12:10:00Z,2024-05-24T12:51:00Z,41,Street Fighter 6,1,0,78,73
SESS-0010975,PLAYER660,CTRL-0746,ZCT2E-L4125920,2024-04-17T15:17:00Z,2024-04-17T19:17:00Z,240,Helldivers 2,1,0,80,59
SESS-0010976,PLAYER696,CTRL-0792,ZCT2E-T6935773,2024-04-08T08:43:00Z,2024-04-08T09:50:00Z,67,EA FC 24,0,0,93,63
SESS-0010977,PLAYER631,CTRL-0713,ZCT1W-N1825678,2024-04-19T12:08:00Z,2024-04-19T15:07:00Z,179,Fortnite,4,0,95,84
SESS-0010978,PLAYER446,CTRL-0503,ZCT1W-B6392918,2024-05-20T15:23:00Z,2024-05-20T17:10:00Z,107,Street Fighter 6,16,5,63,45
SESS-0010979,PLAYER244,CTRL-0274,ZCT2E-Q9276815,2024-05-03T22:42:00Z,2024-05-04T01:23:00Z,161,Astro Bot,6,0,72,45
SESS-0010980,PLAYER943,CTRL-1081,ZCT1W-V5475083,2024-04-16T16:16:00Z,2024-04-16T18:11:00Z,115,The Last of Us Part I,8,1,77,43
SESS-0010981,PLAYER040,CTRL-0045,ZCT2E-J7405244,2024-04-12T09:12:00Z,2024-04-12T10:51:00Z,99,The Last of Us Part I,4,1,60,51
SESS-0010982,PLAYER168,CTRL-0188,ZCT2E-T2462431,2024-04-28T07:49:00Z,2024-04-28T09:37:00Z,108,Fortnite,0,0,95,86
SESS-0010983,PLAYER714,CTRL-0813,ZCT1W-A9304303,2024-05-31T13:31:00Z,2024-05-31T17:11:00Z,220,Helldivers 2,2,1,92,79
SESS-0010984,PLAYER179,CTRL-0202,ZCT2E-Q1642271,2024-04-15T20:31:00Z,2024-04-16T00:31:00Z,240,Street Fighter 6,0,0,81,53
SESS-0010985,PLAYER629,CTRL-0711,ZCT2E-H4644612,2024-05-13T19:46:00Z,2024-05-13T22:35:00Z,169,Astro Bot,1,1,77,63
SESS-0010986,PLAYER035,CTRL-0039,ZCT1W-H6043230,2024-04-29T03:56:00Z,2024-04-29T07:24:00Z,208,Astro Bot,9,0,100,92
SESS-0010987,PLAYER587,CTRL-0664,ZCT1W-H9007468,2024-05-26T12:14:00Z,2024-05-26T13:22:00Z,68,Fortnite,4,1,81,52
SESS-0010988,PLAYER691,CTRL-0785,ZCT2E-V4818006,2024-05-28T22:01:00Z,2024-05-29T00:28:00Z,147,The Last of Us Part I,5,1,73,50
SESS-0010989,PLAYER544,CTRL-0616,ZCT2E-T6793159,2024-05-30T07:44:00Z,2024-05-30T08:33:00Z,49,EA FC 24,16,1,85,54
SESS-0010990,PLAYER857,CTRL-0979,ZCT1W-W5721396,2024-04-21T18:48:00Z,2024-04-21T21:24:00Z,156,The Last of Us Part I,5,1,76,47
SESS-0010991,PLAYER372,CTRL-0419,ZCT2E-J1270418,2024-05-22T16:30:00Z,2024-05-22T18:34:00Z,124,Street Fighter 6,1,0,80,63
SESS-0010992,PLAYER209,CTRL-0234,ZCT2E-H2670640,2024-06-02T08:44:00Z,2024-06-02T10:58:00Z,134,Fortnite,1,1,76,64
SESS-0010993,PLAYER133,CTRL-0149,ZCT2E-X7192680,2024-05-03T01:54:00Z,2024-05-03T05:27:00Z,213,Street Fighter 6,7,5,93,80
SESS-0010994,PLAYER974,CTRL-1119,ZCT1W-L9174221,2024-06-05T09:03:00Z,2024-06-05T10:50:00Z,107,Call of Duty,1,0,93,59
SESS-0010995,PLAYER736,CTRL-0838,ZCT1W-B6082589,2024-04-28T01:21:00Z,2024-04-28T04:34:00Z,193,The Last of Us Part I,10,1,68,51
SESS-0010996,PLAYER670,CTRL-0758,ZCT2E-Q6400942,2024-04-20T22:23:00Z,2024-04-21T00:54:00Z,151,Street Fighter 6,5,4,89,78
SESS-0010997,PLAYER067,CTRL-0073,ZCT1W-T2977453,2024-06-05T21:34:00Z,2024-06-06T01:23:00Z,229,Astro Bot,3,1,80,74
SESS-0010998,PLAYER919,CTRL-1055,ZCT2E-P2001147,2024-05-02T01:18:00Z,2024-05-02T04:18:00Z,180,Astro Bot,14,1,85,52
SESS-0010999,PLAYER107,CTRL-0118,ZCT1W-S8641031,2024-05-03T05:19:00Z,2024-05-03T06:57:00Z,98,God of War Ragnarök,13,2,85,60
SESS-0011000,PLAYER349,CTRL-0394,ZCT2E-H8441397,2024-05-27T20:48:00Z,2024-05-27T23:14:00Z,146,The Last of Us Part I,0,1,77,52
SESS-0011001,PLAYER034,CTRL-0038,ZCT1W-S6009306,2024-04-18T13:33:00Z,2024-04-18T15:50:00Z,137,Call of Duty,16,5,96,65
SESS-0011002,PLAYER653,CTRL-0738,ZCT1W-J4097522,2024-05-08T14:09:00Z,2024-05-08T15:34:00Z,85,Astro Bot,2,0,75,53
SESS-0011003,PLAYER488,CTRL-0551,ZCT1W-K4205892,2024-04-10T22:59:00Z,2024-04-11T01:31:00Z,152,Call of Duty,3,0,93,88
SESS-0011004,PLAYER748,CTRL-0855,ZCT2E-R2834486,2024-04-25T21:27:00Z,2024-04-25T22:27:00Z,60,Call of Duty,9,4,74,51
SESS-0011005,PLAYER616,CTRL-0695,ZCT2E-Q4819874,2024-05-07T20:13:00Z,2024-05-07T22:19:00Z,126,The Last of Us Part I,4,1,77,42
SESS-0011006,PLAYER382,CTRL-0430,ZCT1W-V8924368,2024-05-30T04:52:00Z,2024-05-30T08:01:00Z,189,Astro Bot,13,1,93,82
SESS-0011007,PLAYER025,CTRL-0027,ZCT1W-W7297691,2024-05-03T08:45:00Z,2024-05-03T09:19:00Z,34,Street Fighter 6,1,1,63,40
SESS-0011008,PLAYER680,CTRL-0771,ZCT1W-W2764796,2024-05-28T14:22:00Z,2024-05-28T17:45:00Z,203,Spider-Man 2,19,1,95,79
SESS-0011009,PLAYER961,CTRL-1105,ZCT2E-P3817334,2024-05-21T03:31:00Z,2024-05-21T04:30:00Z,59,Gran Turismo 7,13,0,78,47
SESS-0011010,PLAYER878,CTRL-1002,ZCT2E-G4939600,2024-05-01T22:42:00Z,2024-05-01T23:45:00Z,63,The Last of Us Part I,17,0,87,77
SESS-0011011,PLAYER263,CTRL-0297,ZCT2E-G5932600,2024-04-23T08:43:00Z,2024-04-23T11:19:00Z,156,Helldivers 2,4,0,63,40
SESS-0011012,PLAYER852,CTRL-0974,ZCT1W-S6359632,2024-04-27T18:10:00Z,2024-04-27T19:04:00Z,54,Call of Duty,4,1,66,35
SESS-0011013,PLAYER590,CTRL-0668,ZCT2E-W4268180,2024-04-22T00:52:00Z,2024-04-22T03:53:00Z,181,God of War Ragnarök,3,0,74,59
SESS-0011014,PLAYER604,CTRL-0683,ZCT1W-Q5600435,2024-05-03T18:22:00Z,2024-05-03T20:50:00Z,148,Street Fighter 6,5,0,65,43
SESS-0011015,PLAYER226,CTRL-0252,ZCT2E-R4342651,2024-04-22T14:02:00Z,2024-04-22T17:14:00Z,192,Spider-Man 2,3,0,85,58
SESS-0011016,PLAYER340,CTRL-0384,ZCT1W-A1928728,2024-06-01T19:27:00Z,2024-06-01T20:03:00Z,36,The Last of Us Part I,14,0,65,55
SESS-0011017,PLAYER107,CTRL-0119,ZCT2E-H5972157,2024-04-10T19:26:00Z,2024-04-10T23:20:00Z,234,Helldivers 2,7,3,98,81
SESS-0011018,PLAYER991,CTRL-1140,ZCT2E-R5329920,2024-04-18T07:23:00Z,2024-04-18T10:08:00Z,165,The Last of Us Part I,15,0,63,52
SESS-0011019,PLAYER244,CTRL-0275,ZCT2E-V2723751,2024-05-21T17:56:00Z,2024-05-21T20:12:00Z,136,The Last of Us Part I,3,1,90,77
SESS-0011020,PLAYER955,CTRL-1097,ZCT2E-Q8115851,2024-06-05T04:56:00Z,2024-06-05T06:19:00Z,83,Fortnite,1,1,64,29
SESS-0011021,PLAYER603,CTRL-0682,ZCT2E-A7779356,2024-04-21T02:24:00Z,2024-04-21T05:45:00Z,201,EA FC 24,0,0,96,77
SESS-0011022,PLAYER982,CTRL-1130,ZCT2E-K7173470,2024-05-14T04:25:00Z,2024-05-14T05:07:00Z,42,EA FC 24,9,0,85,54
SESS-0011023,PLAYER888,CTRL-1015,ZCT2E-T7626337,2024-05-17T14:54:00Z,2024-05-17T16:49:00Z,115,Astro Bot,3,0,74,62
SESS-0011024,PLAYER522,CTRL-0592,ZCT2E-X2342330,2024-06-01T14:53:00Z,2024-06-01T18:42:00Z,229,Fortnite,10,5,60,54
SESS-0011025,PLAYER487,CTRL-0550,ZCT1W-A4649478,2024-06-03T12:14:00Z,2024-06-03T13:49:00Z,95,Spider-Man 2,10,1,72,44
SESS-0011026,PLAYER234,CTRL-0263,ZCT2E-A6517512,2024-04-14T20:15:00Z,2024-04-14T22:05:00Z,110,EA FC 24,11,0,96,67
SESS-0011027,PLAYER747,CTRL-0853,ZCT2E-K5387228,2024-05-30T03:10:00Z,2024-05-30T05:23:00Z,133,Call of Duty,4,0,85,65
SESS-0011028,PLAYER479,CTRL-0541,ZCT2E-W2045647,2024-05-30T02:45:00Z,2024-05-30T05:58:00Z,193,The Last of Us Part I,1,1,65,45
SESS-0011029,PLAYER169,CTRL-0190,ZCT1W-C4006246,2024-05-01T01:00:00Z,2024-05-01T03:46:00Z,166,Call of Duty,1,1,84,68
SESS-0011030,PLAYER802,CTRL-0916,ZCT2E-X4910362,2024-05-06T18:44:00Z,2024-05-06T19:55:00Z,71,The Last of Us Part I,10,0,91,76
SESS-0011031,PLAYER745,CTRL-0851,ZCT1W-R2115690,2024-04-26T03:26:00Z,2024-04-26T07:14:00Z,228,Astro Bot,11,0,80,47
SESS-0011032,PLAYER978,CTRL-1125,ZCT2E-N8270949,2024-05-22T14:44:00Z,2024-05-22T16:34:00Z,110,Gran Turismo 7,14,5,87,55
SESS-0011033,PLAYER337,CTRL-0379,ZCT1W-L1996431,2024-04-26T17:05:00Z,2024-04-26T18:35:00Z,90,Call of Duty,1,1,70,36
SESS-0011034,PLAYER607,CTRL-0686,ZCT2E-D2248676,2024-05-31T08:07:00Z,2024-05-31T10:37:00Z,150,Spider-Man 2,2,0,93,83
