controller_id,player_id,controller_serial,controller_model,product_code,purchase_date,registration_date,warranty_status,warranty_expiry_date,warranty_months,asset_status
CTRL-0310,PLAYER274,ZCT1W-E2575550,DualSense Wireless Controller,DS-STANDARD,2022-11-19,2022-12-03,OUT_OF_WARRANTY,2023-11-19,12,Purchased
CTRL-0311,PLAYER275,ZCT2E-M5317440,DualSense Wireless Controller,DS-STANDARD,2022-06-04,2022-06-15,OUT_OF_WARRANTY,2023-06-04,12,Purchased
CTRL-0312,PLAYER276,ZCT2E-A6916088,DualSense Wireless Controller,DS-STANDARD,2022-11-15,2022-12-13,OUT_OF_WARRANTY,2023-11-15,12,Purchased
CTRL-0313,PLAYER277,ZCT2E-D5528798,DualSense Wireless Controller,DS-STANDARD,2021-02-12,2021-02-16,OUT_OF_WARRANTY,2022-02-12,12,Purchased
CTRL-0314,PLAYER278,ZCT2E-H3376209,DualSense Wireless Controller,DS-STANDARD,2021-03-05,2021-03-12,OUT_OF_WARRANTY,2022-03-05,12,Purchased
CTRL-0315,PLAYER279,ZCT2E-M4461265,DualSense Edge Wireless Controller,DS-EDGE,2021-07-02,2021-07-08,OUT_OF_WARRANTY,2022-07-02,12,Purchased
CTRL-0316,PLAYER280,ZCT2E-W2810792,DualSense Wireless Controller,DS-STANDARD,2023-07-10,2023-08-09,IN_WARRANTY,2024-07-09,12,Purchased
CTRL-0317,PLAYER281,ZCT1W-J6852648,DualSense Edge Wireless Controller,DS-EDGE,2022-11-10,2022-11-22,OUT_OF_WARRANTY,2023-11-10,12,Purchased
CTRL-0318,PLAYER282,ZCT2E-J6189583,DualSense Wireless Controller,DS-STANDARD,2023-12-02,2023-12-24,IN_WARRANTY,2024-12-01,12,Purchased
CTRL-0319,PLAYER283,ZCT2E-V3062947,DualSense Wireless Controller,DS-STANDARD,2023-07-21,2023-08-08,IN_WARRANTY,2024-07-20,12,Purchased
CTRL-0320,PLAYER284,ZCT2E-K2848691,DualSense Wireless Controller,DS-STANDARD,2023-10-19,2023-11-17,IN_WARRANTY,2024-10-18,12,Purchased
CTRL-0321,PLAYER285,ZCT1W-Q3520403,DualSense Wireless Controller,DS-STANDARD,2022-08-17,2022-09-05,OUT_OF_WARRANTY,2023-08-17,12,Purchased
CTRL-0322,PLAYER286,ZCT1W-K9167564,DualSense Wireless Controller,DS-STANDARD,2022-08-27,2022-08-27,OUT_OF_WARRANTY,2023-08-27,12,Purchased
CTRL-0323,PLAYER287,ZCT2E-B4646113,DualSense Wireless Controller,DS-STANDARD,2021-09-10,2021-09-11,OUT_OF_WARRANTY,2022-09-10,12,Purchased
CTRL-0324,PLAYER288,ZCT2E-K1085400,DualSense Wireless Controller,DS-STANDARD,2021-01-02,2021-01-03,OUT_OF_WARRANTY,2022-01-02,12,Purchased
CTRL-0325,PLAYER289,ZCT2E-E6875686,DualSense Wireless Controller,DS-STANDARD,2023-10-26,2023-11-16,IN_WARRANTY,2024-10-25,12,Purchased
CTRL-0326,PLAYER290,ZCT1W-C5541070,DualSense Edge Wireless Controller,DS-EDGE,2021-10-20,2021-11-12,OUT_OF_WARRANTY,2022-10-20,12,Purchased
CTRL-0327,PLAYER291,ZCT1W-P2354222,DualSense Wireless Controller,DS-STANDARD,2021-03-07,2021-03-22,OUT_OF_WARRANTY,2022-03-07,12,Purchased
CTRL-0328,PLAYER291,ZCT2E-H7480045,DualSense Wireless Controller,DS-STANDARD,2021-07-20,2021-08-17,OUT_OF_WARRANTY,2022-07-20,12,Purchased
CTRL-0329,PLAYER292,ZCT2E-K6213281,DualSense Wireless Controller,DS-STANDARD,2023-06-12,2023-07-03,IN_WARRANTY,2024-06-11,12,Purchased
CTRL-0330,PLAYER292,ZCT2E-U3334991,DualSense Wireless Controller,DS-STANDARD,2022-02-13,2022-02-21,OUT_OF_WARRANTY,2023-02-13,12,Purchased
CTRL-0331,PLAYER293,ZCT1W-P4347443,DualSense Wireless Controller,DS-STANDARD,2021-06-25,2021-07-04,OUT_OF_WARRANTY,2022-06-25,12,Purchased
CTRL-0332,PLAYER294,ZCT2E-T4076474,DualSense Wireless Controller,DS-STANDARD,2023-06-14,2023-06-17,IN_WARRANTY,2024-06-13,12,Purchased
CTRL-0333,PLAYER295,ZCT1W-S8413874,DualSense Wireless Controller,DS-STANDARD,2023-10-29,2023-11-27,IN_WARRANTY,2024-10-28,12,Purchased
CTRL-0334,PLAYER296,ZCT2E-Q6942386,DualSense Wireless Controller,DS-STANDARD,2023-05-12,2023-06-11,OUT_OF_WARRANTY,2024-05-11,12,Purchased
CTRL-0335,PLAYER297,ZCT2E-Q1464274,DualSense Wireless Controller,DS-STANDARD,2021-02-24,2021-03-26,OUT_OF_WARRANTY,2022-02-24,12,Purchased
CTRL-0336,PLAYER298,ZCT2E-C3358634,DualSense Wireless Controller,DS-STANDARD,2022-09-12,2022-10-07,OUT_OF_WARRANTY,2023-09-12,12,Purchased
CTRL-0337,PLAYER299,ZCT1W-U9593404,DualSense Wireless Controller,DS-STANDARD,2022-08-24,2022-08-25,OUT_OF_WARRANTY,2023-08-24,12,Purchased
CTRL-0338,PLAYER300,ZCT2E-E7760247,DualSense Wireless Controller,DS-STANDARD,2023-08-06,2023-08-31,IN_WARRANTY,2024-08-05,12,Purchased
CTRL-0339,PLAYER301,ZCT2E-B2420343,DualSense Limited Edition Controller,DS-LIMITED,2021-08-08,2021-08-18,OUT_OF_WARRANTY,2022-08-08,12,Purchased
CTRL-0340,PLAYER302,ZCT1W-K9077690,DualSense Wireless Controller,DS-STANDARD,2021-05-05,2021-05-08,OUT_OF_WARRANTY,2022-05-05,12,Purchased
CTRL-0341,PLAYER302,ZCT1W-G9661473,DualSense Wireless Controller,DS-STANDARD,2023-10-12,2023-10-16,IN_WARRANTY,2024-10-11,12,Purchased
CTRL-0342,PLAYER303,ZCT1W-X3596701,DualSense Wireless Controller,DS-STANDARD,2022-09-29,2022-10-22,OUT_OF_WARRANTY,2023-09-29,12,Purchased
CTRL-0343,PLAYER304,ZCT1W-R4367185,DualSense Wireless Controller,DS-STANDARD,2021-01-01,2021-01-05,OUT_OF_WARRANTY,2022-01-01,12,Purchased
CTRL-0344,PLAYER305,ZCT1W-S2625102,DualSense Wireless Controller,DS-STANDARD,2021-08-01,2021-08-16,OUT_OF_WARRANTY,2022-08-01,12,Purchased
CTRL-0345,PLAYER305,ZCT1W-S8445994,DualSense Wireless Controller,DS-STANDARD,2021-09-07,2021-09-16,OUT_OF_WARRANTY,2022-09-07,12,Purchased
CTRL-0346,PLAYER306,ZCT2E-R4087744,DualSense Wireless Controller,DS-STANDARD,2022-06-18,2022-07-14,OUT_OF_WARRANTY,2023-06-18,12,Purchased
CTRL-0347,PLAYER307,ZCT2E-X3066894,DualSense Wireless Controller,DS-STANDARD,2021-02-14,2021-02-19,OUT_OF_WARRANTY,2022-02-14,12,Purchased
CTRL-0348,PLAYER308,ZCT1W-X5037972,DualSense Wireless Controller,DS-STANDARD,2022-02-15,2022-03-02,OUT_OF_WARRANTY,2023-02-15,12,Purchased
CTRL-0349,PLAYER309,ZCT2E-K5856148,DualSense Wireless Controller,DS-STANDARD,2023-10-07,2023-10-18,IN_WARRANTY,2024-10-06,12,Purchased
CTRL-0350,PLAYER310,ZCT2E-N7472998,DualSense Wireless Controller,DS-STANDARD,2021-08-08,2021-08-22,OUT_OF_WARRANTY,2022-08-08,12,Purchased
CTRL-0351,PLAYER311,ZCT2E-P3485821,DualSense Limited Edition Controller,DS-LIMITED,2023-07-26,2023-07-29,IN_WARRANTY,2024-07-25,12,Purchased
CTRL-0352,PLAYER312,ZCT2E-A6079496,DualSense Limited Edition Controller,DS-LIMITED,2023-06-30,2023-07-01,IN_WARRANTY,2024-06-29,12,Purchased
CTRL-0353,PLAYER313,ZCT2E-E8850178,DualSense Wireless Controller,DS-STANDARD,2023-07-28,2023-08-05,IN_WARRANTY,2024-07-27,12,Purchased
CTRL-0354,PLAYER313,ZCT1W-F7002009,DualSense Wireless Controller,DS-STANDARD,2023-10-28,2023-11-03,IN_WARRANTY,2024-10-27,12,Purchased
CTRL-0355,PLAYER314,ZCT2E-S7553588,DualSense Wireless Controller,DS-STANDARD,2021-12-24,2022-01-13,OUT_OF_WARRANTY,2022-12-24,12,Purchased
CTRL-0356,PLAYER315,ZCT1W-M6692359,DualSense Wireless Controller,DS-STANDARD,2021-10-14,2021-10-22,OUT_OF_WARRANTY,2022-10-14,12,Purchased
CTRL-0357,PLAYER316,ZCT2E-N2144375,DualSense Wireless Controller,DS-STANDARD,2023-09-18,2023-09-30,IN_WARRANTY,2024-09-17,12,Purchased
CTRL-0358,PLAYER317,ZCT2E-V4026182,DualSense Edge Wireless Controller,DS-EDGE,2023-11-05,2023-11-29,IN_WARRANTY,2024-11-04,12,Purchased
CTRL-0359,PLAYER318,ZCT2E-E6437103,DualSense Wireless Controller,DS-STANDARD,2022-12-14,2023-01-01,OUT_OF_WARRANTY,2023-12-14,12,Purchased
CTRL-0360,PLAYER319,ZCT2E-C1753785,DualSense Limited Edition Controller,DS-LIMITED,2021-11-22,2021-11-29,OUT_OF_WARRANTY,2022-11-22,12,Purchased
CTRL-0361,PLAYER320,ZCT1W-X2782083,DualSense Wireless Controller,DS-STANDARD,2023-09-03,2023-09-13,IN_WARRANTY,2024-09-02,12,Purchased
CTRL-0362,PLAYER321,ZCT1W-H2768852,DualSense Wireless Controller,DS-STANDARD,2021-12-23,2022-01-15,OUT_OF_WARRANTY,2022-12-23,12,Purchased
CTRL-0363,PLAYER322,ZCT2E-P2079947,DualSense Limited Edition Controller,DS-LIMITED,2022-05-28,2022-05-31,OUT_OF_WARRANTY,2023-05-28,12,Purchased
CTRL-0364,PLAYER323,ZCT1W-C8407618,DualSense Wireless Controller,DS-STANDARD,2021-03-02,2021-03-31,OUT_OF_WARRANTY,2022-03-02,12,Purchased
CTRL-0365,PLAYER324,ZCT1W-L2806251,DualSense Wireless Controller,DS-STANDARD,2023-02-13,2023-02-17,OUT_OF_WARRANTY,2024-02-13,12,Purchased
CTRL-0366,PLAYER325,ZCT1W-G5236162,DualSense Edge Wireless Controller,DS-EDGE,2023-10-03,2023-10-17,IN_WARRANTY,2024-10-02,12,Purchased
CTRL-0367,PLAYER326,ZCT2E-H4375454,DualSense Wireless Controller,DS-STANDARD,2023-06-08,2023-07-04,OUT_OF_WARRANTY,2024-06-07,12,Purchased
CTRL-0368,PLAYER327,ZCT1W-C1406730,DualSense Wireless Controller,DS-STANDARD,2021-07-17,2021-07-23,OUT_OF_WARRANTY,2022-07-17,12,Purchased
CTRL-0369,PLAYER328,ZCT1W-E1087850,DualSense Wireless Controller,DS-STANDARD,2023-04-16,2023-05-04,OUT_OF_WARRANTY,2024-04-15,12,Purchased
CTRL-0370,PLAYER329,ZCT1W-L4108891,DualSense Wireless Controller,DS-STANDARD,2023-12-18,2024-01-02,IN_WARRANTY,2024-12-17,12,Purchased
CTRL-0371,PLAYER330,ZCT1W-G8947918,DualSense Wireless Controller,DS-STANDARD,2023-01-01,2023-01-20,OUT_OF_WARRANTY,2024-01-01,12,Purchased
CTRL-0372,PLAYER331,ZCT1W-C8363152,DualSense Wireless Controller,DS-STANDARD,2023-02-10,2023-03-09,OUT_OF_WARRANTY,2024-02-10,12,Purchased
CTRL-0373,PLAYER332,ZCT1W-U2311035,DualSense Wireless Controller,DS-STANDARD,2023-11-26,2023-12-05,IN_WARRANTY,2024-11-25,12,Purchased
CTRL-0374,PLAYER333,ZCT1W-D9367003,DualSense Wireless Controller,DS-STANDARD,2022-11-09,2022-11-09,OUT_OF_WARRANTY,2023-11-09,12,Purchased
CTRL-0375,PLAYER334,ZCT1W-K5217487,DualSense Wireless Controller,DS-STANDARD,2023-01-03,2023-01-05,OUT_OF_WARRANTY,2024-01-03,12,Purchased
CTRL-0376,PLAYER334,ZCT1W-K2254551,DualSense Wireless Controller,DS-STANDARD,2022-05-10,2022-06-06,OUT_OF_WARRANTY,2023-05-10,12,Purchased
CTRL-0377,PLAYER335,ZCT2E-N1950399,DualSense Wireless Controller,DS-STANDARD,2021-08-16,2021-09-03,OUT_OF_WARRANTY,2022-08-16,12,Purchased
CTRL-0378,PLAYER336,ZCT2E-J1502947,DualSense Limited Edition Controller,DS-LIMITED,2023-05-14,2023-05-22,OUT_OF_WARRANTY,2024-05-13,12,Purchased
CTRL-0379,PLAYER337,ZCT1W-L1996431,DualSense Wireless Controller,DS-STANDARD,2022-11-07,2022-12-06,OUT_OF_WARRANTY,2023-11-07,12,Purchased
CTRL-0380,PLAYER338,ZCT1W-H9280480,DualSense Limited Edition Controller,DS-LIMITED,2021-03-14,2021-03-25,OUT_OF_WARRANTY,2022-03-14,12,Purchased
CTRL-0381,PLAYER338,ZCT1W-P2352134,DualSense Wireless Controller,DS-STANDARD,2023-09-08,2023-10-08,IN_WARRANTY,2024-09-07,12,Purchased
CTRL-0382,PLAYER339,ZCT1W-J1700297,DualSense Wireless Controller,DS-STANDARD,2023-10-15,2023-10-31,IN_WARRANTY,2024-10-14,12,Purchased
CTRL-0383,PLAYER339,ZCT1W-W6876348,DualSense Wireless Controller,DS-STANDARD,2022-09-14,2022-10-09,OUT_OF_WARRANTY,2023-09-14,12,Purchased
CTRL-0384,PLAYER340,ZCT1W-A1928728,DualSense Limited Edition Controller,DS-LIMITED,2022-02-06,2022-02-23,OUT_OF_WARRANTY,2023-02-06,12,Purchased
CTRL-0385,PLAYER341,ZCT2E-X1303581,DualSense Wireless Controller,DS-STANDARD,2021-04-17,2021-04-29,OUT_OF_WARRANTY,2022-04-17,12,Purchased
CTRL-0386,PLAYER342,ZCT2E-E8209482,DualSense Edge Wireless Controller,DS-EDGE,2023-05-25,2023-06-11,OUT_OF_WARRANTY,2024-05-24,12,Purchased
CTRL-0387,PLAYER343,ZCT1W-D8347629,DualSense Wireless Controller,DS-STANDARD,2023-01-24,2023-02-04,OUT_OF_WARRANTY,2024-01-24,12,Purchased
CTRL-0388,PLAYER344,ZCT1W-L8323671,DualSense Wireless Controller,DS-STANDARD,2022-05-03,2022-05-10,OUT_OF_WARRANTY,2023-05-03,12,Purchased
CTRL-0389,PLAYER345,ZCT1W-U1168605,DualSense Edge Wireless Controller,DS-EDGE,2022-04-11,2022-04-24,OUT_OF_WARRANTY,2023-04-11,12,Purchased
CTRL-0390,PLAYER345,ZCT1W-A5193002,DualSense Limited Edition Controller,DS-LIMITED,2021-09-17,2021-10-01,OUT_OF_WARRANTY,2022-09-17,12,Purchased
CTRL-0391,PLAYER346,ZCT1W-K1733490,DualSense Wireless Controller,DS-STANDARD,2022-05-16,2022-05-25,OUT_OF_WARRANTY,2023-05-16,12,Purchased
CTRL-0392,PLAYER347,ZCT1W-V7674289,DualSense Wireless Controller,DS-STANDARD,2021-09-08,2021-09-29,OUT_OF_WARRANTY,2022-09-08,12,Purchased
CTRL-0393,PLAYER348,ZCT1W-C5197640,DualSense Wireless Controller,DS-STANDARD,2022-02-26,2022-03-13,OUT_OF_WARRANTY,2023-02-26,12,Purchased
CTRL-0394,PLAYER349,ZCT2E-H8441397,DualSense Wireless Controller,DS-STANDARD,2023-01-22,2023-02-15,OUT_OF_WARRANTY,2024-01-22,12,Purchased
CTRL-0395,PLAYER350,ZCT2E-W5097093,DualSense Wireless Controller,DS-STANDARD,2022-07-02,2022-07-12,OUT_OF_WARRANTY,2023-07-02,12,Purchased
CTRL-0396,PLAYER351,ZCT1W-B6815577,DualSense Wireless Controller,DS-STANDARD,2023-09-23,2023-10-01,IN_WARRANTY,2024-09-22,12,Purchased
CTRL-0397,PLAYER352,ZCT1W-G3300684,DualSense Wireless Controller,DS-STANDARD,2023-12-03,2023-12-10,IN_WARRANTY,2024-12-02,12,Purchased
CTRL-0398,PLAYER353,ZCT2E-T4536127,DualSense Wireless Controller,DS-STANDARD,2021-10-18,2021-10-19,OUT_OF_WARRANTY,2022-10-18,12,Purchased
CTRL-0399,PLAYER354,ZCT1W-Q8612879,DualSense Wireless Controller,DS-STANDARD,2021-02-13,2021-02-28,OUT_OF_WARRANTY,2022-02-13,12,Purchased
CTRL-0400,PLAYER355,ZCT1W-J5663517,DualSense Wireless Controller,DS-STANDARD,2022-09-08,2022-10-04,OUT_OF_WARRANTY,2023-09-08,12,Purchased
CTRL-0401,PLAYER356,ZCT1W-B5682394,DualSense Wireless Controller,DS-STANDARD,2023-02-26,2023-03-13,OUT_OF_WARRANTY,2024-02-26,12,Purchased
CTRL-0402,PLAYER356,ZCT1W-N7453578,DualSense Wireless Controller,DS-STANDARD,2022-04-05,2022-04-11,OUT_OF_WARRANTY,2023-04-05,12,Purchased
CTRL-0403,PLAYER357,ZCT2E-F8232405,DualSense Wireless Controller,DS-STANDARD,2022-09-17,2022-09-18,OUT_OF_WARRANTY,2023-09-17,12,Purchased
CTRL-0404,PLAYER358,ZCT2E-A6640806,DualSense Wireless Controller,DS-STANDARD,2022-06-22,2022-07-17,OUT_OF_WARRANTY,2023-06-22,12,Purchased
CTRL-0405,PLAYER359,ZCT1W-A6720097,DualSense Wireless Controller,DS-STANDARD,2023-06-08,2023-07-05,OUT_OF_WARRANTY,2024-06-07,12,Purchased
CTRL-0406,PLAYER360,ZCT2E-B2832243,DualSense Wireless Controller,DS-STANDARD,2022-08-12,2022-09-08,OUT_OF_WARRANTY,2023-08-12,12,Purchased
CTRL-0407,PLAYER361,ZCT2E-P9705913,DualSense Wireless Controller,DS-STANDARD,2023-02-20,2023-03-06,OUT_OF_WARRANTY,2024-02-20,12,Purchased
CTRL-0408,PLAYER361,ZCT1W-E1254735,DualSense Wireless Controller,DS-STANDARD,2022-07-16,2022-07-18,OUT_OF_WARRANTY,2023-07-16,12,Purchased
CTRL-0409,PLAYER362,ZCT1W-T5963118,DualSense Wireless Controller,DS-STANDARD,2023-03-20,2023-03-21,OUT_OF_WARRANTY,2024-03-19,12,Purchased
CTRL-0410,PLAYER363,ZCT2E-M5508832,DualSense Wireless Controller,DS-STANDARD,2021-01-26,2021-01-29,OUT_OF_WARRANTY,2022-01-26,12,Purchased
CTRL-0411,PLAYER364,ZCT2E-U6385308,DualSense Wireless Controller,DS-STANDARD,2022-01-02,2022-01-16,OUT_OF_WARRANTY,2023-01-02,12,Purchased
CTRL-0412,PLAYER365,ZCT2E-A8380453,DualSense Edge Wireless Controller,DS-EDGE,2021-01-19,2021-02-02,OUT_OF_WARRANTY,2022-01-19,12,Purchased
CTRL-0413,PLAYER366,ZCT1W-M9056551,DualSense Wireless Controller,DS-STANDARD,2022-03-23,2022-04-05,OUT_OF_WARRANTY,2023-03-23,12,Purchased
CTRL-0414,PLAYER367,ZCT1W-U2334575,DualSense Wireless Controller,DS-STANDARD,2022-10-06,2022-11-05,OUT_OF_WARRANTY,2023-10-06,12,Purchased
CTRL-0415,PLAYER368,ZCT1W-Q4016609,DualSense Wireless Controller,DS-STANDARD,2022-07-20,2022-07-28,OUT_OF_WARRANTY,2023-07-20,12,Purchased
CTRL-0416,PLAYER369,ZCT2E-E4815456,DualSense Wireless Controller,DS-STANDARD,2021-10-28,2021-11-24,OUT_OF_WARRANTY,2022-10-28,12,Purchased
CTRL-0417,PLAYER370,ZCT1W-H2920094,DualSense Wireless Controller,DS-STANDARD,2022-01-13,2022-02-03,OUT_OF_WARRANTY,2023-01-13,12,Purchased
CTRL-0418,PLAYER371,ZCT2E-U6323988,DualSense Limited Edition Controller,DS-LIMITED,2022-04-12,2022-04-13,OUT_OF_WARRANTY,2023-04-12,12,Purchased
CTRL-0419,PLAYER372,ZCT2E-J1270418,DualSense Wireless Controller,DS-STANDARD,2022-12-25,2023-01-11,OUT_OF_WARRANTY,2023-12-25,12,Purchased
CTRL-0420,PLAYER373,ZCT1W-V4937559,DualSense Wireless Controller,DS-STANDARD,2021-06-08,2021-06-24,OUT_OF_WARRANTY,2022-06-08,12,Purchased
CTRL-0421,PLAYER373,ZCT2E-D9573753,DualSense Limited Edition Controller,DS-LIMITED,2022-02-22,2022-03-04,OUT_OF_WARRANTY,2023-02-22,12,Purchased
CTRL-0422,PLAYER374,ZCT2E-X7978813,DualSense Edge Wireless Controller,DS-EDGE,2021-05-27,2021-06-16,OUT_OF_WARRANTY,2022-05-27,12,Purchased
CTRL-0423,PLAYER375,ZCT2E-K3400475,DualSense Limited Edition Controller,DS-LIMITED,2023-01-08,2023-01-18,OUT_OF_WARRANTY,2024-01-08,12,Purchased
CTRL-0424,PLAYER376,ZCT2E-W7286684,DualSense Wireless Controller,DS-STANDARD,2022-08-26,2022-09-14,OUT_OF_WARRANTY,2023-08-26,12,Purchased
CTRL-0425,PLAYER377,ZCT1W-F7179080,DualSense Limited Edition Controller,DS-LIMITED,2021-11-04,2021-12-03,OUT_OF_WARRANTY,2022-11-04,12,Purchased
CTRL-0426,PLAYER378,ZCT1W-D4548039,DualSense Wireless Controller,DS-STANDARD,2023-11-13,2023-12-05,IN_WARRANTY,2024-11-12,12,Purchased
CTRL-0427,PLAYER379,ZCT2E-G7355875,DualSense Wireless Controller,DS-STANDARD,2021-03-08,2021-03-29,OUT_OF_WARRANTY,2022-03-08,12,Purchased
CTRL-0428,PLAYER380,ZCT1W-N2316088,DualSense Wireless Controller,DS-STANDARD,2022-04-05,2022-04-23,OUT_OF_WARRANTY,2023-04-05,12,Purchased
CTRL-0429,PLAYER381,ZCT2E-T3034109,DualSense Wireless Controller,DS-STANDARD,2023-12-17,2024-01-11,IN_WARRANTY,2024-12-16,12,Purchased
CTRL-0430,PLAYER382,ZCT1W-V8924368,DualSense Wireless Controller,DS-STANDARD,2023-12-02,2023-12-16,IN_WARRANTY,2024-12-01,12,Purchased
CTRL-0431,PLAYER382,ZCT2E-J4271952,DualSense Wireless Controller,DS-STANDARD,2022-08-24,2022-09-22,OUT_OF_WARRANTY,2023-08-24,12,Purchased
CTRL-0432,PLAYER383,ZCT1W-L5078093,DualSense Wireless Controller,DS-STANDARD,2023-01-12,2023-01-19,OUT_OF_WARRANTY,2024-01-12,12,Purchased
CTRL-0433,PLAYER384,ZCT2E-L2936374,DualSense Wireless Controller,DS-STANDARD,2023-07-01,2023-07-24,IN_WARRANTY,2024-06-30,12,Purchased
CTRL-0434,PLAYER385,ZCT2E-M2336977,DualSense Wireless Controller,DS-STANDARD,2023-11-02,2023-11-04,IN_WARRANTY,2024-11-01,12,Purchased
CTRL-0435,PLAYER386,ZCT2E-W9122764,DualSense Wireless Controller,DS-STANDARD,2023-07-09,2023-08-03,IN_WARRANTY,2024-07-08,12,Purchased
CTRL-0436,PLAYER387,ZCT2E-H3101870,DualSense Edge Wireless Controller,DS-EDGE,2022-05-17,2022-06-10,OUT_OF_WARRANTY,2023-05-17,12,Purchased
CTRL-0437,PLAYER388,ZCT2E-X3317607,DualSense Wireless Controller,DS-STANDARD,2022-08-11,2022-08-21,OUT_OF_WARRANTY,2023-08-11,12,Purchased
CTRL-0438,PLAYER389,ZCT2E-D2367443,DualSense Wireless Controller,DS-STANDARD,2023-11-01,2023-11-05,IN_WARRANTY,2024-10-31,12,Purchased
CTRL-0439,PLAYER390,ZCT2E-W4323637,DualSense Edge Wireless Controller,DS-EDGE,2022-01-04,2022-02-01,OUT_OF_WARRANTY,2023-01-04,12,Purchased
CTRL-0440,PLAYER391,ZCT2E-A3797952,DualSense Wireless Controller,DS-STANDARD,2022-06-24,2022-07-18,OUT_OF_WARRANTY,2023-06-24,12,Purchased
CTRL-0441,PLAYER391,ZCT2E-D3120605,DualSense Wireless Controller,DS-STANDARD,2023-06-03,2023-06-03,OUT_OF_WARRANTY,2024-06-02,12,Purchased
CTRL-0442,PLAYER392,ZCT1W-C3220930,DualSense Wireless Controller,DS-STANDARD,2023-12-21,2024-01-19,IN_WARRANTY,2024-12-20,12,Purchased
CTRL-0443,PLAYER393,ZCT2E-P6945304,DualSense Wireless Controller,DS-STANDARD,2022-05-10,2022-06-01,OUT_OF_WARRANTY,2023-05-10,12,Purchased
CTRL-0444,PLAYER394,ZCT2E-D6650705,DualSense Wireless Controller,DS-STANDARD,2022-11-21,2022-12-09,OUT_OF_WARRANTY,2023-11-21,12,Purchased
CTRL-0445,PLAYER395,ZCT1W-B2237362,DualSense Wireless Controller,DS-STANDARD,2022-12-28,2023-01-27,OUT_OF_WARRANTY,2023-12-28,12,Purchased
CTRL-0446,PLAYER395,ZCT2E-P8545615,DualSense Wireless Controller,DS-STANDARD,2023-06-12,2023-06-21,IN_WARRANTY,2024-06-11,12,Purchased
CTRL-0447,PLAYER396,ZCT2E-E4077793,DualSense Edge Wireless Controller,DS-EDGE,2023-11-10,2023-11-12,IN_WARRANTY,2024-11-09,12,Purchased
CTRL-0448,PLAYER397,ZCT1W-A7205454,DualSense Wireless Controller,DS-STANDARD,2023-07-18,2023-07-30,IN_WARRANTY,2024-07-17,12,Purchased
CTRL-0449,PLAYER397,ZCT2E-Q3964907,DualSense Wireless Controller,DS-STANDARD,2022-07-27,2022-08-26,OUT_OF_WARRANTY,2023-07-27,12,Purchased
CTRL-0450,PLAYER398,ZCT1W-H5988680,DualSense Wireless Controller,DS-STANDARD,2021-04-09,2021-04-27,OUT_OF_WARRANTY,2022-04-09,12,Purchased
CTRL-0451,PLAYER399,ZCT2E-K6415686,DualSense Wireless Controller,DS-STANDARD,2022-01-01,2022-01-31,OUT_OF_WARRANTY,2023-01-01,12,Purchased
CTRL-0452,PLAYER399,ZCT1W-B4534635,DualSense Wireless Controller,DS-STANDARD,2022-07-24,2022-08-11,OUT_OF_WARRANTY,2023-07-24,12,Purchased
CTRL-0453,PLAYER400,ZCT2E-D6827492,DualSense Wireless Controller,DS-STANDARD,2021-08-31,2021-09-09,OUT_OF_WARRANTY,2022-08-31,12,Purchased
CTRL-0454,PLAYER401,ZCT2E-R8363801,DualSense Wireless Controller,DS-STANDARD,2021-12-13,2021-12-22,OUT_OF_WARRANTY,2022-12-13,12,Purchased
CTRL-0455,PLAYER402,ZCT2E-V2780388,DualSense Wireless Controller,DS-STANDARD,2022-07-25,2022-07-29,OUT_OF_WARRANTY,2023-07-25,12,Purchased
CTRL-0456,PLAYER403,ZCT1W-G9534539,DualSense Edge Wireless Controller,DS-EDGE,2021-12-12,2021-12-12,OUT_OF_WARRANTY,2022-12-12,12,Purchased
CTRL-0457,PLAYER404,ZCT1W-T4273782,DualSense Limited Edition Controller,DS-LIMITED,2021-02-22,2021-03-05,OUT_OF_WARRANTY,2022-02-22,12,Purchased
CTRL-0458,PLAYER405,ZCT1W-K8155525,DualSense Wireless Controller,DS-STANDARD,2023-12-03,2023-12-07,IN_WARRANTY,2024-12-02,12,Purchased
CTRL-0459,PLAYER406,ZCT2E-K2839032,DualSense Wireless Controller,DS-STANDARD,2021-09-03,2021-09-17,OUT_OF_WARRANTY,2022-09-03,12,Purchased
CTRL-0460,PLAYER407,ZCT2E-R5413356,DualSense Wireless Controller,DS-STANDARD,2021-10-08,2021-10-16,OUT_OF_WARRANTY,2022-10-08,12,Purchased
CTRL-0461,PLAYER408,ZCT1W-M2326525,DualSense Wireless Controller,DS-STANDARD,2022-04-01,2022-04-24,OUT_OF_WARRANTY,2023-04-01,12,Purchased
CTRL-0462,PLAYER409,ZCT1W-L3629445,DualSense Wireless Controller,DS-STANDARD,2022-07-20,2022-08-03,OUT_OF_WARRANTY,2023-07-20,12,Purchased
CTRL-0463,PLAYER410,ZCT1W-L1643521,DualSense Wireless Controller,DS-STANDARD,2023-12-04,2023-12-14,IN_WARRANTY,2024-12-03,12,Purchased
CTRL-0464,PLAYER411,ZCT1W-T1597875,DualSense Wireless Controller,DS-STANDARD,2021-01-17,2021-01-24,OUT_OF_WARRANTY,2022-01-17,12,Purchased
