affinity_id,player_id,product_code,product_category,affinity_score,affinity_reason,last_interaction_date
AFF-001729,PLAYER526,DS-LIMITED,Controller,0.50,WISHLIST_ACTIVITY,2024-04-20
AFF-001730,PLAYER258,DS-STANDARD,Controller-Standard,0.52,RECENT_STORE_VIEWS,2024-04-26
AFF-001731,PLAYER160,DS-EDGE-MODULE,Controller,0.65,RECENT_STORE_VIEWS,2024-05-22
AFF-001732,PLAYER113,DS-EDGE-MODULE,Controller,0.89,WISHLIST_ACTIVITY,2024-04-22
AFF-001733,PLAYER988,DS-STANDARD,Controller-Standard,0.93,RECENT_STORE_VIEWS,2024-06-08
AFF-001734,PLAYER602,DS-LIMITED,Controller,0.74,PAST_PURCHASES,2024-05-27
AFF-001735,PLAYER476,DS-EDGE,Controller,0.26,PAST_PURCHASES,2024-06-10
AFF-001736,PLAYER226,DS-LIMITED,Controller,0.16,PAST_PURCHASES,2024-04-20
AFF-001737,PLAYER556,DS-EDGE-MODULE,Controller,0.23,SESSION_PATTERN,2024-06-08
AFF-001738,PLAYER319,DS-EDGE-MODULE,Controller,0.40,PAST_PURCHASES,2024-05-25
AFF-001739,PLAYER457,DS-EDGE,Controller,0.20,RECENT_STORE_VIEWS,2024-04-20
AFF-001740,PLAYER956,DS-EDGE-MODULE,Controller,0.19,WISHLIST_ACTIVITY,2024-04-27
AFF-001741,PLAYER563,DS-EDGE,Controller,0.58,RECENT_STORE_VIEWS,2024-06-04
AFF-001742,PLAYER117,DS-EDGE-MODULE,Controller,0.40,SESSION_PATTERN,2024-05-16
AFF-001743,PLAYER133,DS-LIMITED,Controller,0.30,SESSION_PATTERN,2024-05-16
AFF-001744,PLAYER053,DS-EDGE,Controller,0.28,SESSION_PATTERN,2024-06-10
AFF-001745,PLAYER844,DS-LIMITED,Controller,0.56,PAST_PURCHASES,2024-05-17
AFF-001746,PLAYER275,DS-STANDARD,Controller-Standard,0.23,SESSION_PATTERN,2024-04-27
AFF-001747,PLAYER586,DS-EDGE,Controller,0.39,SESSION_PATTERN,2024-04-17
AFF-001748,PLAYER612,DS-EDGE-MODULE,Controller,0.80,PAST_PURCHASES,2024-05-19
AFF-001749,PLAYER066,DS-LIMITED,Controller,0.62,WISHLIST_ACTIVITY,2024-04-21
AFF-001750,PLAYER598,DS-EDGE-MODULE,Controller,0.72,WISHLIST_ACTIVITY,2024-05-27
AFF-001751,PLAYER801,DS-EDGE,Controller-Premium,0.86,PAST_PURCHASES,2024-05-03
AFF-001752,PLAYER615,DS-EDGE,Controller,0.34,SESSION_PATTERN,2024-06-07
AFF-001753,PLAYER820,DS-STANDARD,Controller-Standard,0.67,PAST_PURCHASES,2024-04-23
AFF-001754,PLAYER852,DS-STANDARD,Controller-Standard,0.77,PAST_PURCHASES,2024-05-26
AFF-001755,PLAYER570,DS-STANDARD,Controller-Standard,0.65,PAST_PURCHASES,2024-05-26
AFF-001756,PLAYER023,DS-STANDARD,Controller-Standard,0.55,RECENT_STORE_VIEWS,2024-04-26
AFF-001757,PLAYER152,DS-EDGE,Controller,0.43,RECENT_STORE_VIEWS,2024-05-17
AFF-001758,PLAYER506,DS-STANDARD,Controller-Standard,0.52,SESSION_PATTERN,2024-06-06
AFF-001759,PLAYER755,DS-STANDARD,Controller-Standard,0.45,SESSION_PATTERN,2024-05-09
AFF-001760,PLAYER544,DS-LIMITED,Controller,0.89,SESSION_PATTERN,2024-06-01
AFF-001761,PLAYER980,DS-LIMITED,Controller,0.66,PAST_PURCHASES,2024-04-15
AFF-001762,PLAYER892,DS-EDGE-MODULE,Controller-Module,0.70,SESSION_PATTERN,2024-05-08
AFF-001763,PLAYER463,DS-EDGE,Controller,0.37,PAST_PURCHASES,2024-05-26
AFF-001764,PLAYER487,DS-EDGE,Controller,0.77,PAST_PURCHASES,2024-05-20
AFF-001765,PLAYER417,DS-EDGE,Controller,0.82,PAST_PURCHASES,2024-05-27
AFF-001766,PLAYER263,DS-EDGE,Controller,0.34,RECENT_STORE_VIEWS,2024-06-01
AFF-001767,PLAYER984,DS-LIMITED,Controller,0.82,RECENT_STORE_VIEWS,2024-04-25
AFF-001768,PLAYER464,DS-LIMITED,Controller-Premium,0.92,PAST_PURCHASES,2024-05-30
AFF-001769,PLAYER301,DS-EDGE-MODULE,Controller,0.92,RECENT_STORE_VIEWS,2024-05-08
AFF-001770,PLAYER398,DS-EDGE,Controller,0.68,SESSION_PATTERN,2024-06-07
AFF-001771,PLAYER038,DS-EDGE-MODULE,Controller,0.77,WISHLIST_ACTIVITY,2024-05-11
AFF-001772,PLAYER001,DS-LIMITED,Controller,0.87,WISHLIST_ACTIVITY,2024-04-11
AFF-001773,PLAYER699,DS-STANDARD,Controller-Standard,0.10,WISHLIST_ACTIVITY,2024-05-09
AFF-001774,PLAYER640,DS-LIMITED,Controller,0.65,WISHLIST_ACTIVITY,2024-05-30
AFF-001775,PLAYER926,DS-STANDARD,Controller-Standard,0.77,RECENT_STORE_VIEWS,2024-05-12
AFF-001776,PLAYER129,DS-STANDARD,Controller-Standard,0.23,RECENT_STORE_VIEWS,2024-05-17
AFF-001777,PLAYER766,DS-EDGE-MODULE,Controller,0.33,SESSION_PATTERN,2024-05-20
AFF-001778,PLAYER373,DS-STANDARD,Controller-Standard,0.36,WISHLIST_ACTIVITY,2024-04-21
AFF-001779,PLAYER527,DS-STANDARD,Controller-Standard,0.12,RECENT_STORE_VIEWS,2024-05-30
AFF-001780,PLAYER143,DS-STANDARD,Controller-Standard,0.94,WISHLIST_ACTIVITY,2024-06-05
AFF-001781,PLAYER009,DS-EDGE-MODULE,Controller,0.20,PAST_PURCHASES,2024-04-12
AFF-001782,PLAYER782,DS-EDGE,Controller,0.65,WISHLIST_ACTIVITY,2024-05-18
AFF-001783,PLAYER416,DS-LIMITED,Controller,0.34,SESSION_PATTERN,2024-06-05
AFF-001784,PLAYER773,DS-STANDARD,Controller-Standard,0.26,WISHLIST_ACTIVITY,2024-05-05
AFF-001785,PLAYER460,DS-STANDARD,Controller-Standard,0.11,RECENT_STORE_VIEWS,2024-05-15
AFF-001786,PLAYER295,DS-EDGE,Controller,0.17,SESSION_PATTERN,2024-04-22
AFF-001787,PLAYER700,DS-LIMITED,Controller,0.62,SESSION_PATTERN,2024-06-04
AFF-001788,PLAYER111,DS-EDGE,Controller-Premium,0.78,PAST_PURCHASES,2024-06-09
AFF-001789,PLAYER950,DS-EDGE,Controller,0.58,RECENT_STORE_VIEWS,2024-05-14
AFF-001790,PLAYER396,DS-EDGE-MODULE,Controller-Module,0.78,PAST_PURCHASES,2024-05-06
AFF-001791,PLAYER659,DS-LIMITED,Controller,0.47,SESSION_PATTERN,2024-05-03
AFF-001792,PLAYER418,DS-LIMITED,Controller,0.47,SESSION_PATTERN,2024-05-24
AFF-001793,PLAYER796,DS-STANDARD,Controller-Standard,0.23,WISHLIST_ACTIVITY,2024-04-10
AFF-001794,PLAYER350,DS-LIMITED,Controller,0.39,WISHLIST_ACTIVITY,2024-04-28
AFF-001795,PLAYER472,DS-EDGE-MODULE,Controller,0.10,PAST_PURCHASES,2024-04-13
AFF-001796,PLAYER124,DS-EDGE,Controller,0.22,PAST_PURCHASES,2024-06-04
AFF-001797,PLAYER331,DS-EDGE-MODULE,Controller,0.32,PAST_PURCHASES,2024-05-16
AFF-001798,PLAYER231,DS-EDGE-MODULE,Controller,0.43,WISHLIST_ACTIVITY,2024-04-23
AFF-001799,PLAYER886,DS-EDGE,Controller,0.63,PAST_PURCHASES,2024-04-26
AFF-001800,PLAYER007,DS-STANDARD,Controller-Standard,0.58,RECENT_STORE_VIEWS,2024-06-05
AFF-001801,PLAYER868,DS-STANDARD,Controller-Standard,0.75,SESSION_PATTERN,2024-04-19
AFF-001802,PLAYER493,DS-EDGE-MODULE,Controller,0.43,PAST_PURCHASES,2024-05-02
AFF-001803,PLAYER293,DS-LIMITED,Controller,0.93,SESSION_PATTERN,2024-05-18
AFF-001804,PLAYER803,DS-STANDARD,Controller-Standard,0.20,SESSION_PATTERN,2024-05-26
AFF-001805,PLAYER065,DS-EDGE,Controller,0.29,RECENT_STORE_VIEWS,2024-06-02
AFF-001806,PLAYER108,DS-EDGE-MODULE,Controller,0.91,SESSION_PATTERN,2024-05-25
AFF-001807,PLAYER075,DS-EDGE-MODULE,Controller,0.76,WISHLIST_ACTIVITY,2024-05-17
AFF-001808,PLAYER829,DS-STANDARD,Controller-Standard,0.31,SESSION_PATTERN,2024-05-21
AFF-001809,PLAYER965,DS-LIMITED,Controller,0.84,SESSION_PATTERN,2024-06-08
AFF-001810,PLAYER173,DS-STANDARD,Controller-Standard,0.45,SESSION_PATTERN,2024-05-16
AFF-001811,PLAYER565,DS-EDGE,Controller,0.69,PAST_PURCHASES,2024-05-04
AFF-001812,PLAYER552,DS-EDGE,Controller-Premium,0.72,RECENT_STORE_VIEWS,2024-05-15
AFF-001813,PLAYER745,DS-EDGE-MODULE,Controller,0.97,SESSION_PATTERN,2024-05-13
AFF-001814,PLAYER844,DS-EDGE,Controller,0.43,RECENT_STORE_VIEWS,2024-04-16
AFF-001815,PLAYER276,DS-EDGE-MODULE,Controller,0.71,RECENT_STORE_VIEWS,2024-05-16
AFF-001816,PLAYER629,DS-LIMITED,Controller,0.39,PAST_PURCHASES,2024-05-17
AFF-001817,PLAYER102,DS-LIMITED,Controller,0.27,RECENT_STORE_VIEWS,2024-05-09
AFF-001818,PLAYER014,DS-STANDARD,Controller-Standard,0.20,PAST_PURCHASES,2024-05-08
AFF-001819,PLAYER692,DS-LIMITED,Controller,0.62,PAST_PURCHASES,2024-04-10
AFF-001820,PLAYER520,DS-EDGE,Controller-Premium,0.80,WISHLIST_ACTIVITY,2024-05-13
AFF-001821,PLAYER988,DS-STANDARD,Controller-Standard,0.95,SESSION_PATTERN,2024-04-24
AFF-001822,PLAYER058,DS-EDGE,Controller,0.63,SESSION_PATTERN,2024-06-08
AFF-001823,PLAYER202,DS-EDGE-MODULE,Controller,0.55,SESSION_PATTERN,2024-04-30
AFF-001824,PLAYER199,DS-LIMITED,Controller,0.64,SESSION_PATTERN,2024-05-15
AFF-001825,PLAYER121,DS-STANDARD,Controller-Standard,0.75,PAST_PURCHASES,2024-05-02
AFF-001826,PLAYER523,DS-EDGE,Controller,0.64,WISHLIST_ACTIVITY,2024-06-05
AFF-001827,PLAYER772,DS-LIMITED,Controller,0.90,PAST_PURCHASES,2024-04-25
AFF-001828,PLAYER325,DS-EDGE,Controller-Premium,0.81,RECENT_STORE_VIEWS,2024-04-14
AFF-001829,PLAYER445,DS-LIMITED,Controller,0.33,WISHLIST_ACTIVITY,2024-05-07
AFF-001830,PLAYER840,DS-LIMITED,Controller,0.48,RECENT_STORE_VIEWS,2024-06-09
AFF-001831,PLAYER004,DS-EDGE,Controller-Premium,0.86,SESSION_PATTERN,2024-05-08
AFF-001832,PLAYER138,DS-EDGE,Controller,0.37,RECENT_STORE_VIEWS,2024-05-02
AFF-001833,PLAYER741,DS-EDGE,Controller,0.47,PAST_PURCHASES,2024-04-13
AFF-001834,PLAYER282,DS-EDGE,Controller,0.26,PAST_PURCHASES,2024-04-30
AFF-001835,PLAYER451,DS-EDGE,Controller,0.76,RECENT_STORE_VIEWS,2024-05-03
AFF-001836,PLAYER797,DS-STANDARD,Controller-Standard,0.23,PAST_PURCHASES,2024-04-10
AFF-001837,PLAYER750,DS-EDGE,Controller,0.76,SESSION_PATTERN,2024-04-30
AFF-001838,PLAYER886,DS-STANDARD,Controller-Standard,0.16,PAST_PURCHASES,2024-06-08
AFF-001839,PLAYER438,DS-EDGE-MODULE,Controller,0.69,RECENT_STORE_VIEWS,2024-05-19
AFF-001840,PLAYER457,DS-LIMITED,Controller,0.62,PAST_PURCHASES,2024-06-05
AFF-001841,PLAYER377,DS-EDGE-MODULE,Controller,0.40,WISHLIST_ACTIVITY,2024-05-28
AFF-001842,PLAYER073,DS-EDGE,Controller,0.26,SESSION_PATTERN,2024-06-08
AFF-001843,PLAYER104,DS-STANDARD,Controller-Standard,0.12,RECENT_STORE_VIEWS,2024-05-19
AFF-001844,PLAYER260,DS-STANDARD,Controller-Standard,0.45,PAST_PURCHASES,2024-05-12
AFF-001845,PLAYER677,DS-EDGE-MODULE,Controller,0.79,WISHLIST_ACTIVITY,2024-04-15
AFF-001846,PLAYER080,DS-LIMITED,Controller,0.74,SESSION_PATTERN,2024-04-09
AFF-001847,PLAYER928,DS-EDGE-MODULE,Controller,0.84,PAST_PURCHASES,2024-05-04
AFF-001848,PLAYER352,DS-LIMITED,Controller,0.91,SESSION_PATTERN,2024-05-26
AFF-001849,PLAYER039,DS-EDGE,Controller,0.90,RECENT_STORE_VIEWS,2024-04-08
AFF-001850,PLAYER747,DS-STANDARD,Controller-Standard,0.47,RECENT_STORE_VIEWS,2024-06-01
AFF-001851,PLAYER412,DS-EDGE,Controller,0.31,SESSION_PATTERN,2024-04-20
AFF-001852,PLAYER146,DS-EDGE,Controller,0.85,WISHLIST_ACTIVITY,2024-06-03
AFF-001853,PLAYER022,DS-LIMITED,Controller,0.50,PAST_PURCHASES,2024-05-08
AFF-001854,PLAYER291,DS-STANDARD,Controller-Standard,0.59,RECENT_STORE_VIEWS,2024-05-04
AFF-001855,PLAYER820,DS-STANDARD,Controller-Standard,0.79,PAST_PURCHASES,2024-05-04
AFF-001856,PLAYER239,DS-EDGE,Controller,0.96,RECENT_STORE_VIEWS,2024-06-02
AFF-001857,PLAYER862,DS-EDGE-MODULE,Controller,0.61,RECENT_STORE_VIEWS,2024-04-16
AFF-001858,PLAYER785,DS-EDGE,Controller,0.59,SESSION_PATTERN,2024-04-24
AFF-001859,PLAYER683,DS-EDGE,Controller,0.80,PAST_PURCHASES,2024-04-13
AFF-001860,PLAYER325,DS-LIMITED,Controller-Premium,0.77,RECENT_STORE_VIEWS,2024-05-05
AFF-001861,PLAYER595,DS-EDGE,Controller,0.85,PAST_PURCHASES,2024-04-19
AFF-001862,PLAYER119,DS-LIMITED,Controller,0.48,WISHLIST_ACTIVITY,2024-05-26
AFF-001863,PLAYER815,DS-EDGE-MODULE,Controller,0.70,SESSION_PATTERN,2024-06-03
AFF-001864,PLAYER220,DS-EDGE,Controller,0.69,SESSION_PATTERN,2024-05-18
AFF-001865,PLAYER325,DS-LIMITED,Controller-Premium,0.73,PAST_PURCHASES,2024-05-02
AFF-001866,PLAYER656,DS-EDGE-MODULE,Controller,0.25,PAST_PURCHASES,2024-05-21
AFF-001867,PLAYER170,DS-LIMITED,Controller,0.23,RECENT_STORE_VIEWS,2024-06-04
AFF-001868,PLAYER775,DS-LIMITED,Controller,0.49,SESSION_PATTERN,2024-05-22
AFF-001869,PLAYER581,DS-EDGE,Controller,0.72,RECENT_STORE_VIEWS,2024-05-13
AFF-001870,PLAYER180,DS-EDGE,Controller,0.70,RECENT_STORE_VIEWS,2024-05-21
AFF-001871,PLAYER428,DS-STANDARD,Controller-Standard,0.45,RECENT_STORE_VIEWS,2024-05-03
AFF-001872,PLAYER712,DS-EDGE-MODULE,Controller,0.36,RECENT_STORE_VIEWS,2024-04-18
AFF-001873,PLAYER630,DS-EDGE-MODULE,Controller-Module,0.92,PAST_PURCHASES,2024-05-09
AFF-001874,PLAYER431,DS-EDGE-MODULE,Controller,0.65,PAST_PURCHASES,2024-05-30
AFF-001875,PLAYER358,DS-EDGE,Controller,0.28,PAST_PURCHASES,2024-06-03
AFF-001876,PLAYER165,DS-STANDARD,Controller-Standard,0.87,RECENT_STORE_VIEWS,2024-05-25
AFF-001877,PLAYER802,DS-EDGE-MODULE,Controller,0.92,PAST_PURCHASES,2024-06-07
AFF-001878,PLAYER344,DS-EDGE-MODULE,Controller,0.16,SESSION_PATTERN,2024-06-05
AFF-001879,PLAYER956,DS-EDGE,Controller,0.57,RECENT_STORE_VIEWS,2024-05-19
AFF-001880,PLAYER888,DS-STANDARD,Controller-Standard,0.54,RECENT_STORE_VIEWS,2024-04-15
AFF-001881,PLAYER880,DS-EDGE,Controller,0.42,PAST_PURCHASES,2024-04-27
AFF-001882,PLAYER948,DS-STANDARD,Controller-Standard,0.52,SESSION_PATTERN,2024-05-19
AFF-001883,PLAYER358,DS-EDGE,Controller,0.36,PAST_PURCHASES,2024-05-11
AFF-001884,PLAYER853,DS-LIMITED,Controller,0.22,WISHLIST_ACTIVITY,2024-04-17
AFF-001885,PLAYER722,DS-EDGE-MODULE,Controller,0.94,RECENT_STORE_VIEWS,2024-06-08
AFF-001886,PLAYER710,DS-LIMITED,Controller,0.77,PAST_PURCHASES,2024-04-19
AFF-001887,PLAYER922,DS-EDGE-MODULE,Controller,0.65,PAST_PURCHASES,2024-04-14
AFF-001888,PLAYER282,DS-EDGE,Controller,0.46,PAST_PURCHASES,2024-04-27
AFF-001889,PLAYER849,DS-STANDARD,Controller-Standard,0.68,SESSION_PATTERN,2024-04-13
AFF-001890,PLAYER465,DS-STANDARD,Controller-Standard,0.30,PAST_PURCHASES,2024-04-14
AFF-001891,PLAYER285,DS-STANDARD,Controller-Standard,0.55,WISHLIST_ACTIVITY,2024-04-10
AFF-001892,PLAYER739,DS-LIMITED,Controller,0.57,WISHLIST_ACTIVITY,2024-05-16
AFF-001893,PLAYER800,DS-EDGE-MODULE,Controller,0.45,SESSION_PATTERN,2024-04-24
AFF-001894,PLAYER719,DS-STANDARD,Controller-Standard,0.49,RECENT_STORE_VIEWS,2024-05-25
AFF-001895,PLAYER687,DS-EDGE-MODULE,Controller-Module,0.87,PAST_PURCHASES,2024-05-17
AFF-001896,PLAYER132,DS-EDGE,Controller,0.33,RECENT_STORE_VIEWS,2024-05-29
AFF-001897,PLAYER226,DS-STANDARD,Controller-Standard,0.29,PAST_PURCHASES,2024-04-26
AFF-001898,PLAYER296,DS-STANDARD,Controller-Standard,0.50,SESSION_PATTERN,2024-05-21
AFF-001899,PLAYER780,DS-EDGE,Controller,0.24,RECENT_STORE_VIEWS,2024-05-17
AFF-001900,PLAYER195,DS-LIMITED,Controller,0.60,SESSION_PATTERN,2024-06-01
AFF-001901,PLAYER641,DS-LIMITED,Controller,0.27,PAST_PURCHASES,2024-04-09
AFF-001902,PLAYER361,DS-EDGE-MODULE,Controller,0.11,SESSION_PATTERN,2024-04-08
AFF-001903,PLAYER209,DS-EDGE,Controller,0.15,WISHLIST_ACTIVITY,2024-06-04
AFF-001904,PLAYER721,DS-EDGE,Controller,0.21,RECENT_STORE_VIEWS,2024-04-22
AFF-001905,PLAYER075,DS-EDGE,Controller,0.91,PAST_PURCHASES,2024-04-14
AFF-001906,PLAYER225,DS-EDGE-MODULE,Controller,0.74,PAST_PURCHASES,2024-05-13
AFF-001907,PLAYER570,DS-EDGE-MODULE,Controller,0.76,PAST_PURCHASES,2024-04-28
AFF-001908,PLAYER832,DS-EDGE-MODULE,Controller,0.32,PAST_PURCHASES,2024-05-16
AFF-001909,PLAYER201,DS-LIMITED,Controller,0.10,SESSION_PATTERN,2024-05-04
AFF-001910,PLAYER776,DS-LIMITED,Controller,0.49,PAST_PURCHASES,2024-05-15
AFF-001911,PLAYER664,DS-EDGE-MODULE,Controller,0.77,SESSION_PATTERN,2024-05-10
AFF-001912,PLAYER743,DS-EDGE,Controller,0.79,RECENT_STORE_VIEWS,2024-06-08
AFF-001913,PLAYER374,DS-EDGE-MODULE,Controller-Module,0.75,RECENT_STORE_VIEWS,2024-04-10
AFF-001914,PLAYER986,DS-EDGE,Controller,0.83,PAST_PURCHASES,2024-05-23
AFF-001915,PLAYER178,DS-EDGE,Controller,0.57,WISHLIST_ACTIVITY,2024-06-04
AFF-001916,PLAYER353,DS-EDGE,Controller,0.94,SESSION_PATTERN,2024-05-14
AFF-001917,PLAYER599,DS-STANDARD,Controller-Standard,0.18,SESSION_PATTERN,2024-04-28
AFF-001918,PLAYER363,DS-EDGE,Controller,0.61,WISHLIST_ACTIVITY,2024-06-08
AFF-001919,PLAYER421,DS-EDGE-MODULE,Controller,0.39,RECENT_STORE_VIEWS,2024-06-05
AFF-001920,PLAYER118,DS-EDGE,Controller,0.59,WISHLIST_ACTIVITY,2024-04-11
AFF-001921,PLAYER315,DS-EDGE,Controller,0.68,WISHLIST_ACTIVITY,2024-05-23
AFF-001922,PLAYER272,DS-LIMITED,Controller,0.36,SESSION_PATTERN,2024-05-03
AFF-001923,PLAYER826,DS-STANDARD,Controller-Standard,0.50,RECENT_STORE_VIEWS,2024-04-13
AFF-001924,PLAYER632,DS-LIMITED,Controller-Premium,0.88,SESSION_PATTERN,2024-04-11
AFF-001925,PLAYER762,DS-STANDARD,Controller-Standard,0.16,SESSION_PATTERN,2024-05-09
AFF-001926,PLAYER964,DS-LIMITED,Controller,0.86,PAST_PURCHASES,2024-04-30
AFF-001927,PLAYER175,DS-EDGE-MODULE,Controller,0.26,PAST_PURCHASES,2024-04-17
AFF-001928,PLAYER155,DS-EDGE-MODULE,Controller,0.53,PAST_PURCHASES,2024-05-26
AFF-001929,PLAYER261,DS-EDGE,Controller,0.40,RECENT_STORE_VIEWS,2024-05-23
AFF-001930,PLAYER347,DS-STANDARD,Controller-Standard,0.21,RECENT_STORE_VIEWS,2024-05-12
AFF-001931,PLAYER882,DS-EDGE-MODULE,Controller-Module,0.75,RECENT_STORE_VIEWS,2024-05-22
AFF-001932,PLAYER739,DS-STANDARD,Controller-Standard,0.72,WISHLIST_ACTIVITY,2024-05-23
AFF-001933,PLAYER086,DS-EDGE-MODULE,Controller,0.42,WISHLIST_ACTIVITY,2024-05-28
AFF-001934,PLAYER255,DS-LIMITED,Controller,0.71,RECENT_STORE_VIEWS,2024-05-26
AFF-001935,PLAYER307,DS-EDGE,Controller,0.13,WISHLIST_ACTIVITY,2024-04-25
AFF-001936,PLAYER890,DS-EDGE,Controller,0.70,PAST_PURCHASES,2024-05-23
AFF-001937,PLAYER296,DS-STANDARD,Controller-Standard,0.69,SESSION_PATTERN,2024-05-06
AFF-001938,PLAYER659,DS-EDGE-MODULE,Controller,0.65,WISHLIST_ACTIVITY,2024-04-18
AFF-001939,PLAYER177,DS-EDGE-MODULE,Controller,0.69,RECENT_STORE_VIEWS,2024-04-18
AFF-001940,PLAYER461,DS-STANDARD,Controller-Standard,0.52,PAST_PURCHASES,2024-06-09
AFF-001941,PLAYER950,DS-LIMITED,Controller,0.64,PAST_PURCHASES,2024-06-06
AFF-001942,PLAYER512,DS-LIMITED,Controller,0.49,WISHLIST_ACTIVITY,2024-04-29
AFF-001943,PLAYER757,DS-LIMITED,Controller,0.60,SESSION_PATTERN,2024-04-30
AFF-001944,PLAYER422,DS-EDGE,Controller,0.75,SESSION_PATTERN,2024-06-06
AFF-001945,PLAYER639,DS-LIMITED,Controller,0.65,PAST_PURCHASES,2024-04-11
AFF-001946,PLAYER775,DS-LIMITED,Controller,0.55,WISHLIST_ACTIVITY,2024-05-16
AFF-001947,PLAYER964,DS-EDGE-MODULE,Controller,0.68,RECENT_STORE_VIEWS,2024-05-09
AFF-001948,PLAYER352,DS-STANDARD,Controller-Standard,0.75,SESSION_PATTERN,2024-04-08
AFF-001949,PLAYER215,DS-LIMITED,Controller,0.48,SESSION_PATTERN,2024-04-17
AFF-001950,PLAYER522,DS-LIMITED,Controller,0.34,WISHLIST_ACTIVITY,2024-04-19
AFF-001951,PLAYER282,DS-STANDARD,Controller-Standard,0.36,SESSION_PATTERN,2024-05-27
AFF-001952,PLAYER465,DS-EDGE-MODULE,Controller,0.16,SESSION_PATTERN,2024-06-08
AFF-001953,PLAYER583,DS-EDGE-MODULE,Controller,0.39,WISHLIST_ACTIVITY,2024-05-10
AFF-001954,PLAYER750,DS-EDGE,Controller,0.68,WISHLIST_ACTIVITY,2024-06-02
AFF-001955,PLAYER073,DS-EDGE-MODULE,Controller,0.35,PAST_PURCHASES,2024-04-26
AFF-001956,PLAYER217,DS-EDGE-MODULE,Controller,0.35,WISHLIST_ACTIVITY,2024-05-26
AFF-001957,PLAYER993,DS-EDGE,Controller-Premium,0.66,SESSION_PATTERN,2024-05-10
AFF-001958,PLAYER978,DS-LIMITED,Controller,0.29,WISHLIST_ACTIVITY,2024-05-18
AFF-001959,PLAYER262,DS-EDGE,Controller,0.73,RECENT_STORE_VIEWS,2024-05-17
AFF-001960,PLAYER750,DS-EDGE-MODULE,Controller,0.86,SESSION_PATTERN,2024-04-26
AFF-001961,PLAYER358,DS-EDGE-MODULE,Controller,0.70,RECENT_STORE_VIEWS,2024-05-03
AFF-001962,PLAYER870,DS-EDGE-MODULE,Controller,0.36,RECENT_STORE_VIEWS,2024-04-18
AFF-001963,PLAYER047,DS-EDGE,Controller,0.63,WISHLIST_ACTIVITY,2024-04-15
AFF-001964,PLAYER193,DS-EDGE-MODULE,Controller,0.23,SESSION_PATTERN,2024-05-11
AFF-001965,PLAYER816,DS-EDGE,Controller,0.14,RECENT_STORE_VIEWS,2024-04-13
AFF-001966,PLAYER167,DS-STANDARD,Controller-Standard,0.39,SESSION_PATTERN,2024-04-16
AFF-001967,PLAYER316,DS-EDGE-MODULE,Controller,0.51,RECENT_STORE_VIEWS,2024-04-29
AFF-001968,PLAYER600,DS-LIMITED,Controller-Premium,0.70,RECENT_STORE_VIEWS,2024-04-11
AFF-001969,PLAYER202,DS-LIMITED,Controller,0.13,SESSION_PATTERN,2024-04-20
AFF-001970,PLAYER685,DS-STANDARD,Controller-Standard,0.23,RECENT_STORE_VIEWS,2024-06-08
AFF-001971,PLAYER579,DS-EDGE-MODULE,Controller,0.85,RECENT_STORE_VIEWS,2024-05-15
AFF-001972,PLAYER780,DS-EDGE-MODULE,Controller,0.36,RECENT_STORE_VIEWS,2024-06-03
AFF-001973,PLAYER375,DS-EDGE,Controller,0.73,WISHLIST_ACTIVITY,2024-04-27
AFF-001974,PLAYER869,DS-EDGE-MODULE,Controller-Module,0.80,RECENT_STORE_VIEWS,2024-04-14
AFF-001975,PLAYER167,DS-LIMITED,Controller,0.20,SESSION_PATTERN,2024-05-31
AFF-001976,PLAYER512,DS-EDGE,Controller,0.69,SESSION_PATTERN,2024-04-16
AFF-001977,PLAYER466,DS-EDGE,Controller,0.34,RECENT_STORE_VIEWS,2024-05-25
AFF-001978,PLAYER688,DS-EDGE-MODULE,Controller,0.26,PAST_PURCHASES,2024-06-08
AFF-001979,PLAYER967,DS-EDGE-MODULE,Controller,0.72,RECENT_STORE_VIEWS,2024-05-07
AFF-001980,PLAYER953,DS-STANDARD,Controller-Standard,0.79,SESSION_PATTERN,2024-06-01
AFF-001981,PLAYER029,DS-LIMITED,Controller,0.40,WISHLIST_ACTIVITY,2024-05-21
AFF-001982,PLAYER993,DS-EDGE,Controller-Premium,0.83,PAST_PURCHASES,2024-05-07
AFF-001983,PLAYER791,DS-EDGE-MODULE,Controller,0.45,WISHLIST_ACTIVITY,2024-05-23
AFF-001984,PLAYER451,DS-EDGE-MODULE,Controller,0.43,PAST_PURCHASES,2024-05-24
AFF-001985,PLAYER531,DS-LIMITED,Controller,0.91,WISHLIST_ACTIVITY,2024-04-29
AFF-001986,PLAYER218,DS-EDGE,Controller-Premium,0.65,WISHLIST_ACTIVITY,2024-04-21
AFF-001987,PLAYER317,DS-LIMITED,Controller-Premium,0.79,RECENT_STORE_VIEWS,2024-06-04
AFF-001988,PLAYER698,DS-EDGE,Controller,0.41,WISHLIST_ACTIVITY,2024-05-23
AFF-001989,PLAYER065,DS-STANDARD,Controller-Standard,0.16,PAST_PURCHASES,2024-04-14
AFF-001990,PLAYER396,DS-EDGE,Controller-Premium,0.92,RECENT_STORE_VIEWS,2024-05-19
AFF-001991,PLAYER705,DS-LIMITED,Controller,0.67,RECENT_STORE_VIEWS,2024-06-02
AFF-001992,PLAYER991,DS-EDGE-MODULE,Controller-Module,0.89,SESSION_PATTERN,2024-04-21
