External_Entitlement_ID__c,Player_ID__c,Entitlement_Type__c,Eligible_Product_ProductCode,Promotional_Price__c,Entitlement_Source__c,Valid_From__c,Valid_To__c,Is_Active__c
ENT-000432,PLAYER555,DISCOUNTED_UPGRADE,DS-EDGE,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000433,PLAYER481,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000434,PLAYER016,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000435,PLAYER779,DISCOUNTED_UPGRADE,DS-EDGE,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000436,PLAYER208,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000437,PLAYER744,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000438,PLAYER398,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000439,PLAYER444,DISCOUNTED_UPGRADE,DS-EDGE,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000440,PLAYER075,DISCOUNTED_UPGRADE,DS-EDGE,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000441,PLAYER372,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000442,PLAYER024,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000443,PLAYER136,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000444,PLAYER535,DISCOUNTED_UPGRADE,DS-EDGE,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000445,PLAYER081,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000446,PLAYER964,DISCOUNTED_UPGRADE,DS-EDGE,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000447,PLAYER523,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000448,PLAYER468,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000449,PLAYER724,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000450,PLAYER304,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000451,PLAYER803,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000452,PLAYER095,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000453,PLAYER273,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000454,PLAYER618,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000455,PLAYER055,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000456,PLAYER939,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000457,PLAYER301,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000458,PLAYER799,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000459,PLAYER865,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000460,PLAYER589,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000461,PLAYER648,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000462,PLAYER282,DISCOUNTED_UPGRADE,DS-EDGE,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000463,PLAYER848,DISCOUNTED_UPGRADE,DS-EDGE,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000464,PLAYER516,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000465,PLAYER942,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000466,PLAYER092,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000467,PLAYER533,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000468,PLAYER464,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000469,PLAYER093,DISCOUNTED_UPGRADE,DS-EDGE,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000470,PLAYER965,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000471,PLAYER007,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000472,PLAYER966,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000473,PLAYER381,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000474,PLAYER908,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-000475,PLAYER089,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000476,PLAYER766,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000477,PLAYER970,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000478,PLAYER045,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000479,PLAYER830,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000480,PLAYER608,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000481,PLAYER263,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000482,PLAYER729,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000483,PLAYER145,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000484,PLAYER353,DISCOUNTED_UPGRADE,DS-EDGE,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000485,PLAYER785,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000486,PLAYER091,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000487,PLAYER825,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000488,PLAYER924,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000489,PLAYER047,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000490,PLAYER680,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000491,PLAYER702,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000492,PLAYER219,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000493,PLAYER783,DISCOUNTED_UPGRADE,DS-EDGE,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000494,PLAYER543,DISCOUNTED_UPGRADE,DS-EDGE,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000495,PLAYER446,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000496,PLAYER459,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000497,PLAYER258,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000498,PLAYER311,DISCOUNTED_UPGRADE,DS-EDGE,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000499,PLAYER944,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000500,PLAYER049,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000501,PLAYER836,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000502,PLAYER722,DISCOUNTED_UPGRADE,DS-EDGE,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000503,PLAYER344,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000504,PLAYER164,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000505,PLAYER035,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000506,PLAYER044,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000507,PLAYER317,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000508,PLAYER029,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000509,PLAYER103,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000510,PLAYER704,DISCOUNTED_UPGRADE,DS-EDGE,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000511,PLAYER966,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000512,PLAYER720,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000513,PLAYER735,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000514,PLAYER716,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000515,PLAYER915,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000516,PLAYER449,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000517,PLAYER162,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000518,PLAYER778,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000519,PLAYER346,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000520,PLAYER990,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000521,PLAYER649,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000522,PLAYER045,DISCOUNTED_UPGRADE,DS-EDGE,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000523,PLAYER722,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000524,PLAYER564,DISCOUNTED_UPGRADE,DS-EDGE,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000525,PLAYER029,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000526,PLAYER010,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000527,PLAYER792,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000528,PLAYER285,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000529,PLAYER439,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000530,PLAYER716,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000531,PLAYER308,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000532,PLAYER979,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000533,PLAYER345,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000534,PLAYER632,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000535,PLAYER983,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000536,PLAYER703,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000537,PLAYER398,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000538,PLAYER987,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000539,PLAYER020,DISCOUNTED_UPGRADE,DS-EDGE,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000540,PLAYER560,DISCOUNTED_UPGRADE,DS-EDGE,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000541,PLAYER046,DISCOUNTED_UPGRADE,DS-EDGE,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000542,PLAYER697,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000543,PLAYER869,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000544,PLAYER315,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000545,PLAYER403,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000546,PLAYER470,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000547,PLAYER343,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000548,PLAYER165,FREE_REPLACEMENT,DS-STANDARD,0.00,LOYALTY,2024-01-01,2025-12-31,true
ENT-000549,PLAYER075,DISCOUNTED_UPGRADE,DS-EDGE,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000550,PLAYER134,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000551,PLAYER471,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000552,PLAYER192,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000553,PLAYER970,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000554,PLAYER339,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000555,PLAYER807,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000556,PLAYER048,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000557,PLAYER653,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-000558,PLAYER570,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-000559,PLAYER260,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000560,PLAYER908,FREE_REPLACEMENT,DS-STANDARD,0.00,LOYALTY,2024-01-01,2025-12-31,true
ENT-000561,PLAYER394,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000562,PLAYER632,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000563,PLAYER289,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000564,PLAYER570,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-000565,PLAYER462,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000566,PLAYER608,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000567,PLAYER048,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000568,PLAYER688,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000569,PLAYER379,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000570,PLAYER474,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000571,PLAYER912,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000572,PLAYER930,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000573,PLAYER863,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000574,PLAYER194,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000575,PLAYER815,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000576,PLAYER929,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000577,PLAYER005,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-000578,PLAYER097,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000579,PLAYER549,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000580,PLAYER603,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000581,PLAYER721,DISCOUNTED_UPGRADE,DS-EDGE,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000582,PLAYER052,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000583,PLAYER784,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000584,PLAYER966,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000585,PLAYER823,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000586,PLAYER985,FREE_REPLACEMENT,DS-STANDARD,0.00,LOYALTY,2024-01-01,2025-12-31,true
ENT-000587,PLAYER674,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000588,PLAYER527,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000589,PLAYER773,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000590,PLAYER182,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000591,PLAYER131,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000592,PLAYER949,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000593,PLAYER969,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000594,PLAYER091,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000595,PLAYER286,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000596,PLAYER881,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000597,PLAYER592,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000598,PLAYER728,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000599,PLAYER130,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000600,PLAYER213,DISCOUNTED_UPGRADE,DS-EDGE,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000601,PLAYER873,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000602,PLAYER368,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000603,PLAYER382,FREE_REPLACEMENT,DS-STANDARD,0.00,LOYALTY,2024-01-01,2025-12-31,true
ENT-000604,PLAYER921,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000605,PLAYER516,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000606,PLAYER428,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000607,PLAYER406,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000608,PLAYER733,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000609,PLAYER471,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000610,PLAYER551,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000611,PLAYER024,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000612,PLAYER700,DISCOUNTED_UPGRADE,DS-EDGE,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000613,PLAYER886,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000614,PLAYER597,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-000615,PLAYER224,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000616,PLAYER863,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000617,PLAYER167,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000618,PLAYER821,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000619,PLAYER015,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000620,PLAYER416,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000621,PLAYER977,DISCOUNTED_UPGRADE,DS-EDGE,79.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000622,PLAYER404,FREE_REPLACEMENT,DS-STANDARD,0.00,LOYALTY,2024-01-01,2025-12-31,true
ENT-000623,PLAYER585,DISCOUNTED_UPGRADE,DS-EDGE,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000624,PLAYER062,DISCOUNTED_UPGRADE,DS-EDGE,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000625,PLAYER672,DISCOUNTED_UPGRADE,DS-EDGE,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000626,PLAYER202,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000627,PLAYER789,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000628,PLAYER735,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000629,PLAYER009,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000630,PLAYER195,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000631,PLAYER138,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000632,PLAYER992,DISCOUNTED_UPGRADE,DS-EDGE,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000633,PLAYER682,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000634,PLAYER352,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-000635,PLAYER713,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000636,PLAYER273,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000637,PLAYER696,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000638,PLAYER974,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000639,PLAYER655,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000640,PLAYER087,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000641,PLAYER700,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000642,PLAYER574,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000643,PLAYER989,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000644,PLAYER683,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000645,PLAYER242,DISCOUNTED_UPGRADE,DS-EDGE,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000646,PLAYER829,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000647,PLAYER855,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000648,PLAYER542,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,PROMOTION,2024-01-01,2025-12-31,true
