External_Controller_ID__c,Name,SerialNumber,ProductCode,Player_ID__c,PurchaseDate,InstallDate,Warranty_Months__c,Warranty_Expiry_Date__c,Warranty_Status__c,Status
CTRL-0310,DualSense Wireless Controller,ZCT1W-E2575550,DS-STANDARD,PLAYER274,2022-11-19,2022-12-03,12,2023-11-19,OUT_OF_WARRANTY,Purchased
CTRL-0311,DualSense Wireless Controller,ZCT2E-M5317440,DS-STANDARD,PLAYER275,2022-06-04,2022-06-15,12,2023-06-04,OUT_OF_WARRANTY,Purchased
CTRL-0312,DualSense Wireless Controller,ZCT2E-A6916088,DS-STANDARD,PLAYER276,2022-11-15,2022-12-13,12,2023-11-15,OUT_OF_WARRANTY,Purchased
CTRL-0313,DualSense Wireless Controller,ZCT2E-D5528798,DS-STANDARD,PLAYER277,2021-02-12,2021-02-16,12,2022-02-12,OUT_OF_WARRANTY,Purchased
CTRL-0314,DualSense Wireless Controller,ZCT2E-H3376209,DS-STANDARD,PLAYER278,2021-03-05,2021-03-12,12,2022-03-05,OUT_OF_WARRANTY,Purchased
CTRL-0315,DualSense Edge Wireless Controller,ZCT2E-M4461265,DS-EDGE,PLAYER279,2021-07-02,2021-07-08,12,2022-07-02,OUT_OF_WARRANTY,Purchased
CTRL-0316,DualSense Wireless Controller,ZCT2E-W2810792,DS-STANDARD,PLAYER280,2023-07-10,2023-08-09,12,2024-07-09,IN_WARRANTY,Purchased
CTRL-0317,DualSense Edge Wireless Controller,ZCT1W-J6852648,DS-EDGE,PLAYER281,2022-11-10,2022-11-22,12,2023-11-10,OUT_OF_WARRANTY,Purchased
CTRL-0318,DualSense Wireless Controller,ZCT2E-J6189583,DS-STANDARD,PLAYER282,2023-12-02,2023-12-24,12,2024-12-01,IN_WARRANTY,Purchased
CTRL-0319,DualSense Wireless Controller,ZCT2E-V3062947,DS-STANDARD,PLAYER283,2023-07-21,2023-08-08,12,2024-07-20,IN_WARRANTY,Purchased
CTRL-0320,DualSense Wireless Controller,ZCT2E-K2848691,DS-STANDARD,PLAYER284,2023-10-19,2023-11-17,12,2024-10-18,IN_WARRANTY,Purchased
CTRL-0321,DualSense Wireless Controller,ZCT1W-Q3520403,DS-STANDARD,PLAYER285,2022-08-17,2022-09-05,12,2023-08-17,OUT_OF_WARRANTY,Purchased
CTRL-0322,DualSense Wireless Controller,ZCT1W-K9167564,DS-STANDARD,PLAYER286,2022-08-27,2022-08-27,12,2023-08-27,OUT_OF_WARRANTY,Purchased
CTRL-0323,DualSense Wireless Controller,ZCT2E-B4646113,DS-STANDARD,PLAYER287,2021-09-10,2021-09-11,12,2022-09-10,OUT_OF_WARRANTY,Purchased
CTRL-0324,DualSense Wireless Controller,ZCT2E-K1085400,DS-STANDARD,PLAYER288,2021-01-02,2021-01-03,12,2022-01-02,OUT_OF_WARRANTY,Purchased
CTRL-0325,DualSense Wireless Controller,ZCT2E-E6875686,DS-STANDARD,PLAYER289,2023-10-26,2023-11-16,12,2024-10-25,IN_WARRANTY,Purchased
CTRL-0326,DualSense Edge Wireless Controller,ZCT1W-C5541070,DS-EDGE,PLAYER290,2021-10-20,2021-11-12,12,2022-10-20,OUT_OF_WARRANTY,Purchased
CTRL-0327,DualSense Wireless Controller,ZCT1W-P2354222,DS-STANDARD,PLAYER291,2021-03-07,2021-03-22,12,2022-03-07,OUT_OF_WARRANTY,Purchased
CTRL-0328,DualSense Wireless Controller,ZCT2E-H7480045,DS-STANDARD,PLAYER291,2021-07-20,2021-08-17,12,2022-07-20,OUT_OF_WARRANTY,Purchased
CTRL-0329,DualSense Wireless Controller,ZCT2E-K6213281,DS-STANDARD,PLAYER292,2023-06-12,2023-07-03,12,2024-06-11,IN_WARRANTY,Purchased
CTRL-0330,DualSense Wireless Controller,ZCT2E-U3334991,DS-STANDARD,PLAYER292,2022-02-13,2022-02-21,12,2023-02-13,OUT_OF_WARRANTY,Purchased
CTRL-0331,DualSense Wireless Controller,ZCT1W-P4347443,DS-STANDARD,PLAYER293,2021-06-25,2021-07-04,12,2022-06-25,OUT_OF_WARRANTY,Purchased
CTRL-0332,DualSense Wireless Controller,ZCT2E-T4076474,DS-STANDARD,PLAYER294,2023-06-14,2023-06-17,12,2024-06-13,IN_WARRANTY,Purchased
CTRL-0333,DualSense Wireless Controller,ZCT1W-S8413874,DS-STANDARD,PLAYER295,2023-10-29,2023-11-27,12,2024-10-28,IN_WARRANTY,Purchased
CTRL-0334,DualSense Wireless Controller,ZCT2E-Q6942386,DS-STANDARD,PLAYER296,2023-05-12,2023-06-11,12,2024-05-11,OUT_OF_WARRANTY,Purchased
CTRL-0335,DualSense Wireless Controller,ZCT2E-Q1464274,DS-STANDARD,PLAYER297,2021-02-24,2021-03-26,12,2022-02-24,OUT_OF_WARRANTY,Purchased
CTRL-0336,DualSense Wireless Controller,ZCT2E-C3358634,DS-STANDARD,PLAYER298,2022-09-12,2022-10-07,12,2023-09-12,OUT_OF_WARRANTY,Purchased
CTRL-0337,DualSense Wireless Controller,ZCT1W-U9593404,DS-STANDARD,PLAYER299,2022-08-24,2022-08-25,12,2023-08-24,OUT_OF_WARRANTY,Purchased
CTRL-0338,DualSense Wireless Controller,ZCT2E-E7760247,DS-STANDARD,PLAYER300,2023-08-06,2023-08-31,12,2024-08-05,IN_WARRANTY,Purchased
CTRL-0339,DualSense Limited Edition Controller,ZCT2E-B2420343,DS-LIMITED,PLAYER301,2021-08-08,2021-08-18,12,2022-08-08,OUT_OF_WARRANTY,Purchased
CTRL-0340,DualSense Wireless Controller,ZCT1W-K9077690,DS-STANDARD,PLAYER302,2021-05-05,2021-05-08,12,2022-05-05,OUT_OF_WARRANTY,Purchased
CTRL-0341,DualSense Wireless Controller,ZCT1W-G9661473,DS-STANDARD,PLAYER302,2023-10-12,2023-10-16,12,2024-10-11,IN_WARRANTY,Purchased
CTRL-0342,DualSense Wireless Controller,ZCT1W-X3596701,DS-STANDARD,PLAYER303,2022-09-29,2022-10-22,12,2023-09-29,OUT_OF_WARRANTY,Purchased
CTRL-0343,DualSense Wireless Controller,ZCT1W-R4367185,DS-STANDARD,PLAYER304,2021-01-01,2021-01-05,12,2022-01-01,OUT_OF_WARRANTY,Purchased
CTRL-0344,DualSense Wireless Controller,ZCT1W-S2625102,DS-STANDARD,PLAYER305,2021-08-01,2021-08-16,12,2022-08-01,OUT_OF_WARRANTY,Purchased
CTRL-0345,DualSense Wireless Controller,ZCT1W-S8445994,DS-STANDARD,PLAYER305,2021-09-07,2021-09-16,12,2022-09-07,OUT_OF_WARRANTY,Purchased
CTRL-0346,DualSense Wireless Controller,ZCT2E-R4087744,DS-STANDARD,PLAYER306,2022-06-18,2022-07-14,12,2023-06-18,OUT_OF_WARRANTY,Purchased
CTRL-0347,DualSense Wireless Controller,ZCT2E-X3066894,DS-STANDARD,PLAYER307,2021-02-14,2021-02-19,12,2022-02-14,OUT_OF_WARRANTY,Purchased
CTRL-0348,DualSense Wireless Controller,ZCT1W-X5037972,DS-STANDARD,PLAYER308,2022-02-15,2022-03-02,12,2023-02-15,OUT_OF_WARRANTY,Purchased
CTRL-0349,DualSense Wireless Controller,ZCT2E-K5856148,DS-STANDARD,PLAYER309,2023-10-07,2023-10-18,12,2024-10-06,IN_WARRANTY,Purchased
CTRL-0350,DualSense Wireless Controller,ZCT2E-N7472998,DS-STANDARD,PLAYER310,2021-08-08,2021-08-22,12,2022-08-08,OUT_OF_WARRANTY,Purchased
CTRL-0351,DualSense Limited Edition Controller,ZCT2E-P3485821,DS-LIMITED,PLAYER311,2023-07-26,2023-07-29,12,2024-07-25,IN_WARRANTY,Purchased
CTRL-0352,DualSense Limited Edition Controller,ZCT2E-A6079496,DS-LIMITED,PLAYER312,2023-06-30,2023-07-01,12,2024-06-29,IN_WARRANTY,Purchased
CTRL-0353,DualSense Wireless Controller,ZCT2E-E8850178,DS-STANDARD,PLAYER313,2023-07-28,2023-08-05,12,2024-07-27,IN_WARRANTY,Purchased
CTRL-0354,DualSense Wireless Controller,ZCT1W-F7002009,DS-STANDARD,PLAYER313,2023-10-28,2023-11-03,12,2024-10-27,IN_WARRANTY,Purchased
CTRL-0355,DualSense Wireless Controller,ZCT2E-S7553588,DS-STANDARD,PLAYER314,2021-12-24,2022-01-13,12,2022-12-24,OUT_OF_WARRANTY,Purchased
CTRL-0356,DualSense Wireless Controller,ZCT1W-M6692359,DS-STANDARD,PLAYER315,2021-10-14,2021-10-22,12,2022-10-14,OUT_OF_WARRANTY,Purchased
CTRL-0357,DualSense Wireless Controller,ZCT2E-N2144375,DS-STANDARD,PLAYER316,2023-09-18,2023-09-30,12,2024-09-17,IN_WARRANTY,Purchased
CTRL-0358,DualSense Edge Wireless Controller,ZCT2E-V4026182,DS-EDGE,PLAYER317,2023-11-05,2023-11-29,12,2024-11-04,IN_WARRANTY,Purchased
CTRL-0359,DualSense Wireless Controller,ZCT2E-E6437103,DS-STANDARD,PLAYER318,2022-12-14,2023-01-01,12,2023-12-14,OUT_OF_WARRANTY,Purchased
CTRL-0360,DualSense Limited Edition Controller,ZCT2E-C1753785,DS-LIMITED,PLAYER319,2021-11-22,2021-11-29,12,2022-11-22,OUT_OF_WARRANTY,Purchased
CTRL-0361,DualSense Wireless Controller,ZCT1W-X2782083,DS-STANDARD,PLAYER320,2023-09-03,2023-09-13,12,2024-09-02,IN_WARRANTY,Purchased
CTRL-0362,DualSense Wireless Controller,ZCT1W-H2768852,DS-STANDARD,PLAYER321,2021-12-23,2022-01-15,12,2022-12-23,OUT_OF_WARRANTY,Purchased
CTRL-0363,DualSense Limited Edition Controller,ZCT2E-P2079947,DS-LIMITED,PLAYER322,2022-05-28,2022-05-31,12,2023-05-28,OUT_OF_WARRANTY,Purchased
CTRL-0364,DualSense Wireless Controller,ZCT1W-C8407618,DS-STANDARD,PLAYER323,2021-03-02,2021-03-31,12,2022-03-02,OUT_OF_WARRANTY,Purchased
CTRL-0365,DualSense Wireless Controller,ZCT1W-L2806251,DS-STANDARD,PLAYER324,2023-02-13,2023-02-17,12,2024-02-13,OUT_OF_WARRANTY,Purchased
CTRL-0366,DualSense Edge Wireless Controller,ZCT1W-G5236162,DS-EDGE,PLAYER325,2023-10-03,2023-10-17,12,2024-10-02,IN_WARRANTY,Purchased
CTRL-0367,DualSense Wireless Controller,ZCT2E-H4375454,DS-STANDARD,PLAYER326,2023-06-08,2023-07-04,12,2024-06-07,OUT_OF_WARRANTY,Purchased
CTRL-0368,DualSense Wireless Controller,ZCT1W-C1406730,DS-STANDARD,PLAYER327,2021-07-17,2021-07-23,12,2022-07-17,OUT_OF_WARRANTY,Purchased
CTRL-0369,DualSense Wireless Controller,ZCT1W-E1087850,DS-STANDARD,PLAYER328,2023-04-16,2023-05-04,12,2024-04-15,OUT_OF_WARRANTY,Purchased
CTRL-0370,DualSense Wireless Controller,ZCT1W-L4108891,DS-STANDARD,PLAYER329,2023-12-18,2024-01-02,12,2024-12-17,IN_WARRANTY,Purchased
CTRL-0371,DualSense Wireless Controller,ZCT1W-G8947918,DS-STANDARD,PLAYER330,2023-01-01,2023-01-20,12,2024-01-01,OUT_OF_WARRANTY,Purchased
CTRL-0372,DualSense Wireless Controller,ZCT1W-C8363152,DS-STANDARD,PLAYER331,2023-02-10,2023-03-09,12,2024-02-10,OUT_OF_WARRANTY,Purchased
CTRL-0373,DualSense Wireless Controller,ZCT1W-U2311035,DS-STANDARD,PLAYER332,2023-11-26,2023-12-05,12,2024-11-25,IN_WARRANTY,Purchased
CTRL-0374,DualSense Wireless Controller,ZCT1W-D9367003,DS-STANDARD,PLAYER333,2022-11-09,2022-11-09,12,2023-11-09,OUT_OF_WARRANTY,Purchased
CTRL-0375,DualSense Wireless Controller,ZCT1W-K5217487,DS-STANDARD,PLAYER334,2023-01-03,2023-01-05,12,2024-01-03,OUT_OF_WARRANTY,Purchased
CTRL-0376,DualSense Wireless Controller,ZCT1W-K2254551,DS-STANDARD,PLAYER334,2022-05-10,2022-06-06,12,2023-05-10,OUT_OF_WARRANTY,Purchased
CTRL-0377,DualSense Wireless Controller,ZCT2E-N1950399,DS-STANDARD,PLAYER335,2021-08-16,2021-09-03,12,2022-08-16,OUT_OF_WARRANTY,Purchased
CTRL-0378,DualSense Limited Edition Controller,ZCT2E-J1502947,DS-LIMITED,PLAYER336,2023-05-14,2023-05-22,12,2024-05-13,OUT_OF_WARRANTY,Purchased
CTRL-0379,DualSense Wireless Controller,ZCT1W-L1996431,DS-STANDARD,PLAYER337,2022-11-07,2022-12-06,12,2023-11-07,OUT_OF_WARRANTY,Purchased
CTRL-0380,DualSense Limited Edition Controller,ZCT1W-H9280480,DS-LIMITED,PLAYER338,2021-03-14,2021-03-25,12,2022-03-14,OUT_OF_WARRANTY,Purchased
CTRL-0381,DualSense Wireless Controller,ZCT1W-P2352134,DS-STANDARD,PLAYER338,2023-09-08,2023-10-08,12,2024-09-07,IN_WARRANTY,Purchased
CTRL-0382,DualSense Wireless Controller,ZCT1W-J1700297,DS-STANDARD,PLAYER339,2023-10-15,2023-10-31,12,2024-10-14,IN_WARRANTY,Purchased
CTRL-0383,DualSense Wireless Controller,ZCT1W-W6876348,DS-STANDARD,PLAYER339,2022-09-14,2022-10-09,12,2023-09-14,OUT_OF_WARRANTY,Purchased
CTRL-0384,DualSense Limited Edition Controller,ZCT1W-A1928728,DS-LIMITED,PLAYER340,2022-02-06,2022-02-23,12,2023-02-06,OUT_OF_WARRANTY,Purchased
CTRL-0385,DualSense Wireless Controller,ZCT2E-X1303581,DS-STANDARD,PLAYER341,2021-04-17,2021-04-29,12,2022-04-17,OUT_OF_WARRANTY,Purchased
CTRL-0386,DualSense Edge Wireless Controller,ZCT2E-E8209482,DS-EDGE,PLAYER342,2023-05-25,2023-06-11,12,2024-05-24,OUT_OF_WARRANTY,Purchased
CTRL-0387,DualSense Wireless Controller,ZCT1W-D8347629,DS-STANDARD,PLAYER343,2023-01-24,2023-02-04,12,2024-01-24,OUT_OF_WARRANTY,Purchased
CTRL-0388,DualSense Wireless Controller,ZCT1W-L8323671,DS-STANDARD,PLAYER344,2022-05-03,2022-05-10,12,2023-05-03,OUT_OF_WARRANTY,Purchased
CTRL-0389,DualSense Edge Wireless Controller,ZCT1W-U1168605,DS-EDGE,PLAYER345,2022-04-11,2022-04-24,12,2023-04-11,OUT_OF_WARRANTY,Purchased
CTRL-0390,DualSense Limited Edition Controller,ZCT1W-A5193002,DS-LIMITED,PLAYER345,2021-09-17,2021-10-01,12,2022-09-17,OUT_OF_WARRANTY,Purchased
CTRL-0391,DualSense Wireless Controller,ZCT1W-K1733490,DS-STANDARD,PLAYER346,2022-05-16,2022-05-25,12,2023-05-16,OUT_OF_WARRANTY,Purchased
CTRL-0392,DualSense Wireless Controller,ZCT1W-V7674289,DS-STANDARD,PLAYER347,2021-09-08,2021-09-29,12,2022-09-08,OUT_OF_WARRANTY,Purchased
CTRL-0393,DualSense Wireless Controller,ZCT1W-C5197640,DS-STANDARD,PLAYER348,2022-02-26,2022-03-13,12,2023-02-26,OUT_OF_WARRANTY,Purchased
CTRL-0394,DualSense Wireless Controller,ZCT2E-H8441397,DS-STANDARD,PLAYER349,2023-01-22,2023-02-15,12,2024-01-22,OUT_OF_WARRANTY,Purchased
CTRL-0395,DualSense Wireless Controller,ZCT2E-W5097093,DS-STANDARD,PLAYER350,2022-07-02,2022-07-12,12,2023-07-02,OUT_OF_WARRANTY,Purchased
CTRL-0396,DualSense Wireless Controller,ZCT1W-B6815577,DS-STANDARD,PLAYER351,2023-09-23,2023-10-01,12,2024-09-22,IN_WARRANTY,Purchased
CTRL-0397,DualSense Wireless Controller,ZCT1W-G3300684,DS-STANDARD,PLAYER352,2023-12-03,2023-12-10,12,2024-12-02,IN_WARRANTY,Purchased
CTRL-0398,DualSense Wireless Controller,ZCT2E-T4536127,DS-STANDARD,PLAYER353,2021-10-18,2021-10-19,12,2022-10-18,OUT_OF_WARRANTY,Purchased
CTRL-0399,DualSense Wireless Controller,ZCT1W-Q8612879,DS-STANDARD,PLAYER354,2021-02-13,2021-02-28,12,2022-02-13,OUT_OF_WARRANTY,Purchased
CTRL-0400,DualSense Wireless Controller,ZCT1W-J5663517,DS-STANDARD,PLAYER355,2022-09-08,2022-10-04,12,2023-09-08,OUT_OF_WARRANTY,Purchased
CTRL-0401,DualSense Wireless Controller,ZCT1W-B5682394,DS-STANDARD,PLAYER356,2023-02-26,2023-03-13,12,2024-02-26,OUT_OF_WARRANTY,Purchased
CTRL-0402,DualSense Wireless Controller,ZCT1W-N7453578,DS-STANDARD,PLAYER356,2022-04-05,2022-04-11,12,2023-04-05,OUT_OF_WARRANTY,Purchased
CTRL-0403,DualSense Wireless Controller,ZCT2E-F8232405,DS-STANDARD,PLAYER357,2022-09-17,2022-09-18,12,2023-09-17,OUT_OF_WARRANTY,Purchased
CTRL-0404,DualSense Wireless Controller,ZCT2E-A6640806,DS-STANDARD,PLAYER358,2022-06-22,2022-07-17,12,2023-06-22,OUT_OF_WARRANTY,Purchased
CTRL-0405,DualSense Wireless Controller,ZCT1W-A6720097,DS-STANDARD,PLAYER359,2023-06-08,2023-07-05,12,2024-06-07,OUT_OF_WARRANTY,Purchased
CTRL-0406,DualSense Wireless Controller,ZCT2E-B2832243,DS-STANDARD,PLAYER360,2022-08-12,2022-09-08,12,2023-08-12,OUT_OF_WARRANTY,Purchased
CTRL-0407,DualSense Wireless Controller,ZCT2E-P9705913,DS-STANDARD,PLAYER361,2023-02-20,2023-03-06,12,2024-02-20,OUT_OF_WARRANTY,Purchased
CTRL-0408,DualSense Wireless Controller,ZCT1W-E1254735,DS-STANDARD,PLAYER361,2022-07-16,2022-07-18,12,2023-07-16,OUT_OF_WARRANTY,Purchased
CTRL-0409,DualSense Wireless Controller,ZCT1W-T5963118,DS-STANDARD,PLAYER362,2023-03-20,2023-03-21,12,2024-03-19,OUT_OF_WARRANTY,Purchased
CTRL-0410,DualSense Wireless Controller,ZCT2E-M5508832,DS-STANDARD,PLAYER363,2021-01-26,2021-01-29,12,2022-01-26,OUT_OF_WARRANTY,Purchased
CTRL-0411,DualSense Wireless Controller,ZCT2E-U6385308,DS-STANDARD,PLAYER364,2022-01-02,2022-01-16,12,2023-01-02,OUT_OF_WARRANTY,Purchased
CTRL-0412,DualSense Edge Wireless Controller,ZCT2E-A8380453,DS-EDGE,PLAYER365,2021-01-19,2021-02-02,12,2022-01-19,OUT_OF_WARRANTY,Purchased
CTRL-0413,DualSense Wireless Controller,ZCT1W-M9056551,DS-STANDARD,PLAYER366,2022-03-23,2022-04-05,12,2023-03-23,OUT_OF_WARRANTY,Purchased
CTRL-0414,DualSense Wireless Controller,ZCT1W-U2334575,DS-STANDARD,PLAYER367,2022-10-06,2022-11-05,12,2023-10-06,OUT_OF_WARRANTY,Purchased
CTRL-0415,DualSense Wireless Controller,ZCT1W-Q4016609,DS-STANDARD,PLAYER368,2022-07-20,2022-07-28,12,2023-07-20,OUT_OF_WARRANTY,Purchased
CTRL-0416,DualSense Wireless Controller,ZCT2E-E4815456,DS-STANDARD,PLAYER369,2021-10-28,2021-11-24,12,2022-10-28,OUT_OF_WARRANTY,Purchased
CTRL-0417,DualSense Wireless Controller,ZCT1W-H2920094,DS-STANDARD,PLAYER370,2022-01-13,2022-02-03,12,2023-01-13,OUT_OF_WARRANTY,Purchased
CTRL-0418,DualSense Limited Edition Controller,ZCT2E-U6323988,DS-LIMITED,PLAYER371,2022-04-12,2022-04-13,12,2023-04-12,OUT_OF_WARRANTY,Purchased
CTRL-0419,DualSense Wireless Controller,ZCT2E-J1270418,DS-STANDARD,PLAYER372,2022-12-25,2023-01-11,12,2023-12-25,OUT_OF_WARRANTY,Purchased
CTRL-0420,DualSense Wireless Controller,ZCT1W-V4937559,DS-STANDARD,PLAYER373,2021-06-08,2021-06-24,12,2022-06-08,OUT_OF_WARRANTY,Purchased
CTRL-0421,DualSense Limited Edition Controller,ZCT2E-D9573753,DS-LIMITED,PLAYER373,2022-02-22,2022-03-04,12,2023-02-22,OUT_OF_WARRANTY,Purchased
CTRL-0422,DualSense Edge Wireless Controller,ZCT2E-X7978813,DS-EDGE,PLAYER374,2021-05-27,2021-06-16,12,2022-05-27,OUT_OF_WARRANTY,Purchased
CTRL-0423,DualSense Limited Edition Controller,ZCT2E-K3400475,DS-LIMITED,PLAYER375,2023-01-08,2023-01-18,12,2024-01-08,OUT_OF_WARRANTY,Purchased
CTRL-0424,DualSense Wireless Controller,ZCT2E-W7286684,DS-STANDARD,PLAYER376,2022-08-26,2022-09-14,12,2023-08-26,OUT_OF_WARRANTY,Purchased
CTRL-0425,DualSense Limited Edition Controller,ZCT1W-F7179080,DS-LIMITED,PLAYER377,2021-11-04,2021-12-03,12,2022-11-04,OUT_OF_WARRANTY,Purchased
CTRL-0426,DualSense Wireless Controller,ZCT1W-D4548039,DS-STANDARD,PLAYER378,2023-11-13,2023-12-05,12,2024-11-12,IN_WARRANTY,Purchased
CTRL-0427,DualSense Wireless Controller,ZCT2E-G7355875,DS-STANDARD,PLAYER379,2021-03-08,2021-03-29,12,2022-03-08,OUT_OF_WARRANTY,Purchased
CTRL-0428,DualSense Wireless Controller,ZCT1W-N2316088,DS-STANDARD,PLAYER380,2022-04-05,2022-04-23,12,2023-04-05,OUT_OF_WARRANTY,Purchased
CTRL-0429,DualSense Wireless Controller,ZCT2E-T3034109,DS-STANDARD,PLAYER381,2023-12-17,2024-01-11,12,2024-12-16,IN_WARRANTY,Purchased
CTRL-0430,DualSense Wireless Controller,ZCT1W-V8924368,DS-STANDARD,PLAYER382,2023-12-02,2023-12-16,12,2024-12-01,IN_WARRANTY,Purchased
CTRL-0431,DualSense Wireless Controller,ZCT2E-J4271952,DS-STANDARD,PLAYER382,2022-08-24,2022-09-22,12,2023-08-24,OUT_OF_WARRANTY,Purchased
CTRL-0432,DualSense Wireless Controller,ZCT1W-L5078093,DS-STANDARD,PLAYER383,2023-01-12,2023-01-19,12,2024-01-12,OUT_OF_WARRANTY,Purchased
CTRL-0433,DualSense Wireless Controller,ZCT2E-L2936374,DS-STANDARD,PLAYER384,2023-07-01,2023-07-24,12,2024-06-30,IN_WARRANTY,Purchased
CTRL-0434,DualSense Wireless Controller,ZCT2E-M2336977,DS-STANDARD,PLAYER385,2023-11-02,2023-11-04,12,2024-11-01,IN_WARRANTY,Purchased
CTRL-0435,DualSense Wireless Controller,ZCT2E-W9122764,DS-STANDARD,PLAYER386,2023-07-09,2023-08-03,12,2024-07-08,IN_WARRANTY,Purchased
CTRL-0436,DualSense Edge Wireless Controller,ZCT2E-H3101870,DS-EDGE,PLAYER387,2022-05-17,2022-06-10,12,2023-05-17,OUT_OF_WARRANTY,Purchased
CTRL-0437,DualSense Wireless Controller,ZCT2E-X3317607,DS-STANDARD,PLAYER388,2022-08-11,2022-08-21,12,2023-08-11,OUT_OF_WARRANTY,Purchased
CTRL-0438,DualSense Wireless Controller,ZCT2E-D2367443,DS-STANDARD,PLAYER389,2023-11-01,2023-11-05,12,2024-10-31,IN_WARRANTY,Purchased
CTRL-0439,DualSense Edge Wireless Controller,ZCT2E-W4323637,DS-EDGE,PLAYER390,2022-01-04,2022-02-01,12,2023-01-04,OUT_OF_WARRANTY,Purchased
CTRL-0440,DualSense Wireless Controller,ZCT2E-A3797952,DS-STANDARD,PLAYER391,2022-06-24,2022-07-18,12,2023-06-24,OUT_OF_WARRANTY,Purchased
CTRL-0441,DualSense Wireless Controller,ZCT2E-D3120605,DS-STANDARD,PLAYER391,2023-06-03,2023-06-03,12,2024-06-02,OUT_OF_WARRANTY,Purchased
CTRL-0442,DualSense Wireless Controller,ZCT1W-C3220930,DS-STANDARD,PLAYER392,2023-12-21,2024-01-19,12,2024-12-20,IN_WARRANTY,Purchased
CTRL-0443,DualSense Wireless Controller,ZCT2E-P6945304,DS-STANDARD,PLAYER393,2022-05-10,2022-06-01,12,2023-05-10,OUT_OF_WARRANTY,Purchased
CTRL-0444,DualSense Wireless Controller,ZCT2E-D6650705,DS-STANDARD,PLAYER394,2022-11-21,2022-12-09,12,2023-11-21,OUT_OF_WARRANTY,Purchased
CTRL-0445,DualSense Wireless Controller,ZCT1W-B2237362,DS-STANDARD,PLAYER395,2022-12-28,2023-01-27,12,2023-12-28,OUT_OF_WARRANTY,Purchased
CTRL-0446,DualSense Wireless Controller,ZCT2E-P8545615,DS-STANDARD,PLAYER395,2023-06-12,2023-06-21,12,2024-06-11,IN_WARRANTY,Purchased
CTRL-0447,DualSense Edge Wireless Controller,ZCT2E-E4077793,DS-EDGE,PLAYER396,2023-11-10,2023-11-12,12,2024-11-09,IN_WARRANTY,Purchased
CTRL-0448,DualSense Wireless Controller,ZCT1W-A7205454,DS-STANDARD,PLAYER397,2023-07-18,2023-07-30,12,2024-07-17,IN_WARRANTY,Purchased
CTRL-0449,DualSense Wireless Controller,ZCT2E-Q3964907,DS-STANDARD,PLAYER397,2022-07-27,2022-08-26,12,2023-07-27,OUT_OF_WARRANTY,Purchased
CTRL-0450,DualSense Wireless Controller,ZCT1W-H5988680,DS-STANDARD,PLAYER398,2021-04-09,2021-04-27,12,2022-04-09,OUT_OF_WARRANTY,Purchased
CTRL-0451,DualSense Wireless Controller,ZCT2E-K6415686,DS-STANDARD,PLAYER399,2022-01-01,2022-01-31,12,2023-01-01,OUT_OF_WARRANTY,Purchased
CTRL-0452,DualSense Wireless Controller,ZCT1W-B4534635,DS-STANDARD,PLAYER399,2022-07-24,2022-08-11,12,2023-07-24,OUT_OF_WARRANTY,Purchased
CTRL-0453,DualSense Wireless Controller,ZCT2E-D6827492,DS-STANDARD,PLAYER400,2021-08-31,2021-09-09,12,2022-08-31,OUT_OF_WARRANTY,Purchased
CTRL-0454,DualSense Wireless Controller,ZCT2E-R8363801,DS-STANDARD,PLAYER401,2021-12-13,2021-12-22,12,2022-12-13,OUT_OF_WARRANTY,Purchased
CTRL-0455,DualSense Wireless Controller,ZCT2E-V2780388,DS-STANDARD,PLAYER402,2022-07-25,2022-07-29,12,2023-07-25,OUT_OF_WARRANTY,Purchased
CTRL-0456,DualSense Edge Wireless Controller,ZCT1W-G9534539,DS-EDGE,PLAYER403,2021-12-12,2021-12-12,12,2022-12-12,OUT_OF_WARRANTY,Purchased
CTRL-0457,DualSense Limited Edition Controller,ZCT1W-T4273782,DS-LIMITED,PLAYER404,2021-02-22,2021-03-05,12,2022-02-22,OUT_OF_WARRANTY,Purchased
CTRL-0458,DualSense Wireless Controller,ZCT1W-K8155525,DS-STANDARD,PLAYER405,2023-12-03,2023-12-07,12,2024-12-02,IN_WARRANTY,Purchased
CTRL-0459,DualSense Wireless Controller,ZCT2E-K2839032,DS-STANDARD,PLAYER406,2021-09-03,2021-09-17,12,2022-09-03,OUT_OF_WARRANTY,Purchased
CTRL-0460,DualSense Wireless Controller,ZCT2E-R5413356,DS-STANDARD,PLAYER407,2021-10-08,2021-10-16,12,2022-10-08,OUT_OF_WARRANTY,Purchased
CTRL-0461,DualSense Wireless Controller,ZCT1W-M2326525,DS-STANDARD,PLAYER408,2022-04-01,2022-04-24,12,2023-04-01,OUT_OF_WARRANTY,Purchased
CTRL-0462,DualSense Wireless Controller,ZCT1W-L3629445,DS-STANDARD,PLAYER409,2022-07-20,2022-08-03,12,2023-07-20,OUT_OF_WARRANTY,Purchased
CTRL-0463,DualSense Wireless Controller,ZCT1W-L1643521,DS-STANDARD,PLAYER410,2023-12-04,2023-12-14,12,2024-12-03,IN_WARRANTY,Purchased
CTRL-0464,DualSense Wireless Controller,ZCT1W-T1597875,DS-STANDARD,PLAYER411,2021-01-17,2021-01-24,12,2022-01-17,OUT_OF_WARRANTY,Purchased
